glyph_unified	radical	other_stroke
󵜾	쀂	5
󵜿	쀂	5
󵝀	쀂	5
󵝁	쀂	5
󵝂	쀂	5
󵝃	쀂	5
󵝄	쀂	5
󵝅	쀂	5
󵝆	쀂	5
󵝇	쀂	6
󵝈	쀂	6
󵝉	쀂	6
󵝊	쀂	6
󵝋	쀂	6
󵝌	쀂	7
󵝍	쀂	7
󵝎	쀂	7
󵝏	쀉	1
󵝐	쀉	1
󵝑	쀉	1
󵝒	쀉	1
󵝓	쀉	1
󵝔	쀉	1
󵝕	쀉	1
󵝖	쀉	1
󵝗	쀉	2
󵝘	쀉	2
󵝙	쀉	2
󵝚	쀉	2
󵝛	쀉	2
󵝜	쀉	2
󵝝	쀉	2
󵝞	쀉	2
󵝟	쀉	2
󵝠	쀉	2
󵝡	쀉	2
󵝢	쀉	2
󵝣	쀉	2
󵝤	쀉	2
󵝥	쀉	2
󵝦	쀉	2
󵝧	쀉	3
󵝨	쀉	3
󵝩	쀉	3
󵝪	쀉	3
󵝫	쀉	3
󵝬	쀉	3
󵝭	쀉	3
󵝮	쀉	3
󵝯	쀉	3
󵝰	쀉	3
󵝱	쀉	3
󵝲	쀉	3
󵝳	쀉	3
󵝴	쀉	3
󵝵	쀉	3
󵝶	쀉	3
󵝷	쀉	3
󵝸	쀉	3
󵝹	쀉	3
󵝺	쀉	3
󵝻	쀉	3
󵝼	쀉	3
󵝽	쀉	4
󵝾	쀉	4
󵝿	쀉	4
󵞀	쀉	4
󵞁	쀉	4
󵞂	쀉	4
󵞃	쀉	5
󵞄	쀉	6
󵞅	쀉	6
󵞆	쀉	6
󵞇	쀉	6
󵞈	쀉	1
󵞉	쀉	1
󵞊	쀉	1
󵞋	쀉	1
󵞌	쀉	1
󵞍	쀉	1
󵞎	쀉	1
󵞏	쀉	2
󵞐	쀉	2
󵞑	쀉	2
󵞒	쀉	2
󵞓	쀉	2
󵞔	쀉	2
󵞕	쀉	2
󵞖	쀉	2
󵞗	쀉	2
󵞘	쀉	2
󵞙	쀉	2
󵞚	쀉	2
󵞛	쀉	2
󵞜	쀉	2
󵞝	쀉	2
󵞞	쀉	2
󵞟	쀉	2
󵞠	쀉	2
󵞡	쀉	2
󵞢	쀉	2
󵞣	쀉	2
󵞤	쀉	2
󵞥	쀉	2
󵞦	쀉	2
󵞧	쀉	2
󵞨	쀉	3
󵞩	쀉	3
󵞪	쀉	3
󵞫	쀉	3
󵞬	쀉	3
󵞭	쀉	3
󵞮	쀉	3
󵞯	쀉	3
󵞱	쀉	3
󵞲	쀉	3
󵞳	쀉	3
󵞴	쀉	3
󵞵	쀉	3
󵞶	쀉	3
󵞷	쀉	3
󵞸	쀉	3
󵞹	쀉	3
󵞺	쀉	3
󵞻	쀉	3
󵞼	쀉	3
󵞽	쀉	3
󵞾	쀉	3
󵞿	쀉	4
󵟀	쀉	4
󵟁	쀉	4
󵟂	쀉	4
󵟃	쀉	4
󵟄	쀉	4
󵟅	쀉	4
󵟆	쀉	4
󵟇	쀉	5
󵟈	쀉	4
󵟉	쀉	4
󵟊	쀉	4
󵟋	쀉	4
󵟌	쀉	4
󵟍	쀃	0
󵟎	쀃	1
󵟏	쀃	1
󵟐	쀃	1
󵟑	쀃	1
󵟒	쀃	1
󵟓	쀃	1
󵟔	쀃	1
󵟕	쀃	1
󵟖	쀃	1
󵟗	쀃	1
󵟘	쀃	1
󵟙	쀃	1
󵟚	쀃	1
󵟛	쀃	1
󵟜	쀃	1
󵟝	쀃	1
󵟞	쀃	1
󵟟	쀃	1
󵟠	쀃	1
󵟡	쀃	1
󵟢	쀃	1
󵟣	쀃	2
󵟤	쀃	2
󵟥	쀃	2
󵟦	쀃	2
󵟧	쀃	2
󵟨	쀃	2
󵟩	쀃	2
󵟪	쀃	2
󵟫	쀃	2
󵟬	쀃	2
󵟭	쀃	2
󵟮	쀃	2
󵟯	쀃	2
󵟰	쀃	2
󵟱	쀃	2
󵟲	쀃	2
󵟳	쀃	2
󵟴	쀃	2
󵟵	쀃	2
󵟶	쀃	2
󵟷	쀃	2
󵟸	쀃	2
󵟹	쀃	2
󵟺	쀃	2
󵟻	쀃	2
󵟼	쀃	2
󵟽	쀃	2
󵟾	쀃	2
󵟿	쀃	2
󵠀	쀃	2
󵠁	쀃	2
󵠂	쀃	2
󵠃	쀃	2
󵠄	쀃	2
󵠅	쀃	2
󵠆	쀃	2
󵠇	쀃	2
󵠈	쀃	2
󵠉	쀃	2
󵠊	쀃	2
󵠋	쀃	2
󵠌	쀃	2
󵠍	쀃	2
󵠎	쀃	2
󵠏	쀃	2
󵠐	쀃	2
󵠑	쀃	2
󵠒	쀃	2
󵠓	쀃	2
󵠔	쀃	2
󵠕	쀃	2
󵠖	쀃	2
󵠗	쀃	2
󵠘	쀃	2
󵠙	쀃	2
󵠚	쀃	2
󵠛	쀃	2
󵠜	쀃	2
󵠝	쀃	2
󵠞	쀃	2
󵠟	쀃	2
󵠠	쀃	2
󵠡	쀃	2
󵠢	쀃	2
󵠣	쀃	2
󵠤	쀃	2
󵠥	쀃	3
󵠦	쀃	3
󵠧	쀃	3
󵠨	쀃	3
󵠩	쀃	3
󵠪	쀃	3
󵠫	쀃	3
󵠬	쀃	3
󵠭	쀃	3
󵠮	쀃	3
󵠯	쀃	3
󵠰	쀃	3
󵠱	쀃	3
󵠲	쀃	3
󵠳	쀃	3
󵠴	쀃	3
󵠵	쀃	3
󵠶	쀃	3
󵠷	쀃	3
󵠸	쀃	3
󵠹	쀃	3
󵠺	쀃	3
󵠻	쀃	3
󵠼	쀃	3
󵠽	쀃	3
󵠾	쀃	3
󵠿	쀃	3
󵡀	쀃	3
󵡁	쀃	3
󵡂	쀃	3
󵡃	쀃	3
󵡄	쀃	3
󵡅	쀃	3
󵡆	쀃	3
󵡇	쀃	3
󵡈	쀃	3
󵡉	쀃	3
󵡊	쀃	3
󵡋	쀃	3
󵡌	쀃	3
󵡍	쀃	3
󵡎	쀃	3
󵡏	쀃	3
󵡐	쀃	3
󵡑	쀃	3
󵡒	쀃	3
󵡓	쀃	3
󵡔	쀃	3
󵡕	쀃	3
󵡖	쀃	3
󵡗	쀃	3
󵡘	쀃	3
󵡙	쀃	3
󵡚	쀃	3
󵡛	쀃	3
󵡜	쀃	3
󵡝	쀃	3
󵡞	쀃	3
󵡟	쀃	3
󵡠	쀃	3
󵡡	쀃	3
󵡢	쀃	3
󵡣	쀃	3
󵡤	쀃	3
󵡥	쀃	3
󵡦	쀃	3
󵡧	쀃	3
󵡨	쀃	3
󵡩	쀃	3
󵡪	쀃	3
󵡫	쀃	3
󵡬	쀃	3
󵡭	쀃	3
󵡮	쀃	3
󵡯	쀃	3
󵡰	쀃	3
󵡱	쀃	3
󵡲	쀃	3
󵡳	쀃	3
󵡴	쀃	3
󵡵	쀃	3
󵡶	쀃	3
󵡷	쀃	3
󵡸	쀃	3
󵡹	쀃	4
󵡺	쀃	4
󵡻	쀃	4
󵡼	쀃	4
󵡽	쀃	4
󵡾	쀃	4
󵡿	쀃	4
󵢀	쀃	4
󵢁	쀃	4
󵢂	쀃	4
󵢃	쀃	4
󵢄	쀃	4
󵢅	쀃	4
󵢆	쀃	4
󵢇	쀃	4
󵢈	쀃	4
󵢉	쀃	4
󵢊	쀃	4
󵢋	쀃	4
󵢌	쀃	4
󵢍	쀃	4
󵢎	쀃	4
󵢏	쀃	4
󵢐	쀃	4
󵢑	쀃	4
󵢒	쀃	4
󵢓	쀃	4
󵢔	쀃	4
󵢕	쀃	4
󵢖	쀃	4
󵢗	쀃	4
󵢘	쀃	4
󵢙	쀃	4
󵢚	쀃	4
󵢛	쀃	4
󵢜	쀃	4
󵢝	쀃	4
󵢞	쀃	4
󵢟	쀃	4
󵢠	쀃	4
󵢡	쀃	4
󵢢	쀃	4
󵢣	쀃	4
󵢤	쀃	4
󵢥	쀃	4
󵢦	쀃	4
󵢧	쀃	4
󵢨	쀃	5
󵢩	쀃	5
󵢪	쀃	5
󵢫	쀃	5
󵢬	쀃	5
󵢭	쀃	5
󵢮	쀃	5
󵢯	쀃	5
󵢰	쀃	5
󵢱	쀃	5
󵢲	쀃	5
󵢳	쀃	5
󵢴	쀃	5
󵢵	쀃	5
󵢶	쀃	5
󵢷	쀃	5
󵢸	쀃	5
󵢹	쀃	5
󵢺	쀃	5
󵢻	쀃	6
󵢼	쀃	6
󵢽	쀃	6
󵢾	쀃	7
󵢿	쀃	7
󵣀	쀅	0
󵣁	쀅	1
󵣂	쀅	1
󵣃	쀅	1
󵣄	쀅	1
󵣅	쀅	1
󵣆	쀅	1
󵣇	쀅	1
󵣈	쀅	1
󵣉	쀅	1
󵣊	쀅	1
󵣋	쀅	1
󵣌	쀅	1
󵣍	쀅	1
󵣎	쀅	1
󵣏	쀅	1
󵣐	쀅	1
󵣑	쀅	2
󵣒	쀅	2
󵣓	쀅	2
󵣔	쀅	2
󵣕	쀅	2
󵣖	쀅	2
󵣗	쀅	2
󵣘	쀅	3
󵣙	쀅	2
󵣚	쀅	2
󵣛	쀅	2
󵣜	쀅	2
󵣝	쀅	2
󵣞	쀅	2
󵣟	쀅	2
󵣠	쀅	2
󵣡	쀅	2
󵣢	쀅	2
󵣣	쀅	2
󵣤	쀅	2
󵣥	쀅	2
󵣦	쀅	2
󵣧	쀅	2
󵣨	쀅	2
󵣩	쀅	2
󵣪	쀅	2
󵣫	쀅	2
󵣬	쀅	2
󵣭	쀅	2
󵣮	쀅	2
󵣯	쀅	2
󵣰	쀅	2
󵣱	쀅	2
󵣲	쀅	2
󵣳	쀅	2
󵣴	쀅	2
󵣵	쀅	2
󵣶	쀅	2
󵣷	쀅	2
󵣸	쀅	2
󵣹	쀅	2
󵣺	쀅	2
󵣻	쀅	2
󵣼	쀅	2
󵣽	쀅	2
󵣾	쀅	2
󵣿	쀅	2
󵤀	쀅	2
󵤁	쀅	2
󵤂	쀅	3
󵤃	쀅	3
󵤄	쀅	3
󵤅	쀅	3
󵤆	쀅	3
󵤇	쀅	3
󵤈	쀅	3
󵤉	쀅	3
󵤊	쀅	3
󵤋	쀅	3
󵤌	쀅	3
󵤍	쀅	3
󵤎	쀅	3
󵤏	쀅	3
󵤐	쀅	3
󵤑	쀅	3
󵤒	쀅	3
󵤓	쀅	3
󵤔	쀅	3
󵤕	쀅	3
󵤖	쀅	3
󵤗	쀅	3
󵤘	쀅	3
󵤙	쀅	3
󵤚	쀅	3
󵤛	쀅	3
󵤜	쀅	3
󵤝	쀅	3
