glyph_unified	radical	other_stroke
댭	쀃	4
봢	쁌	4
뗒	쀉	4
룼	쀛	2
뭒	쀫	2
뤱	쀛	3
뷻	쁔	4
븓	쁕	2
뽅	쁟	2
넇	쀂	3
뷋	쁔	1
뉗	쀃	2
뜨	쀑	2
멾	쀤	3
뾐	쁦	3
뻲	쁝	3
딼	쀉	2
똶	쀋	2
뢚	쀙	2
뇑	쀂	5
딽	쀉	2
뀎	쀁	2
믛	쀶	3
똵	쀋	2
띐	쀑	3
딙	쀉	1
뢋	쀘	3
뻝	쁝	2
뗓	쀉	4
눥	쀃	0
뀁	쀁	1
봲	쁎	1
랧	쀓	2
뢿	쀙	4
닄	쀃	3
뜩	쀑	2
댮	쀃	4
뙰	쀋	3
붱	쁓	3
끃	쀁	4
끄	쀁	4
똷	쀋	2
딾	쀉	2
뚚	쀋	4
뀏	쀁	2
빰	쁜	1
둯	쀇	2
뜪	쀑	2
뤲	쀛	3
뮩	쀴	4
눬	쀃	1
뱮	쀹	5
뒟	쀇	3
뮨	쀴	3
둰	쀇	2
됧	쀅	4
뵺	쁎	6
믰	쀶	4
뼸	쁟	1
뮞	쀴	2
믱	쀶	4
뛴	쀎	3
빆	쁚	1
뽆	쁟	2
두	쀅	6
맭	쀤	0
반	쀸	4
뀥	쀁	3
뗔	쀉	4
뎅	쀃	6
듅	쀇	4
뉘	쀃	2
뽇	쁟	2
빍	쁛	0
덪	쀃	5
뗕	쀉	4
끅	쀁	4
눭	쀃	1
뽈	쁟	2
뽝	쁟	4
끯	쀁	6
끆	쀁	4
맫	쀢	5
멿	쀤	3
뀐	쀁	2
둚	쀇	1
떔	쀉	3
띑	쀑	3
뭯	쀰	3
뙱	쀋	3
닅	쀃	3
덫	쀃	5
듆	쀇	4
뭰	쀰	3
낱	쀂	2
믲	쀶	4
뙲	쀋	3
녰	쀂	4
낲	쀂	2
뛠	쀎	2
듽	쀈	3
너	쀂	3
벲	쀻	2
똚	쀋	1
뜁	쀎	4
딿	쀉	2
댯	쀃	4
뉙	쀃	2
돺	쀅	3
둱	쀇	2
룇	쀙	5
롕	쀗	3
뽪	쁠	2
눠	쀂	8
뵓	쁎	3
땀	쀉	2
릮	쀠	1
뵬	쁎	4
뗖	쀉	4
뢰	쀙	3
뛎	쀎	1
땁	쀉	2
뉚	쀃	2
똎	쀉	6
댰	쀃	4
뒠	쀇	3
뤳	쀛	3
븴	쁕	4
룽	쀛	2
넉	쀂	3
렲	쀓	8
뼡	쁞	2
뇒	쀂	5
녱	쀂	4
뾵	쁧	2
떕	쀉	3
돻	쀅	3
려	쀓	5
돼	쀅	3
덬	쀃	5
뎵	쀅	2
뚻	쀋	5
눋	쀂	6
댱	쀃	4
묛	쀧	3
녲	쀂	4
땂	쀉	2
밯	쀹	2
뱈	쀹	3
봩	쁌	7
릚	쀛	7
뿗	쁮	1
뇓	쀂	5
뎶	쀅	2
끇	쀁	4
둲	쀇	2
똸	쀋	2
낳	쀂	2
붦	쁓	2
뀑	쀁	2
뻞	쁝	2
녳	쀂	4
룀	쀙	4
뽫	쁠	2
뼓	쁝	5
블	쁕	2
붊	쁐	2
뼋	쁝	4
븕	쁕	2
븖	쁕	2
빮	쁛	5
뒡	쀇	3
둃	쀅	5
뿊	쁫	2
뢛	쀙	2
떖	쀉	3
롖	쀗	3
듾	쀈	3
뷌	쁔	1
맞	쀠	5
넊	쀂	3
먰	쀤	2
뿇	쁫	1
넋	쀂	3
닆	쀃	3
믃	쀶	2
눚	쀂	7
붒	쁑	2
뺦	쁜	4
뉛	쀃	2
뻳	쁝	3
뎷	쀅	2
뎸	쀅	2
넌	쀂	3
뮉	쀲	1
둳	쀇	2
묜	쀧	3
룛	쀛	1
뿐	쁭	1
땃	쀉	2
낍	쀂	1
룾	쀛	2
삎	쁄	1
듿	쀈	3
낎	쀂	1
듇	쀇	4
룿	쀛	2
떘	쀉	3
묝	쀧	3
뎹	쀅	2
떗	쀉	3
몀	쀤	3
뼞	쁞	1
릯	쀠	1
뾑	쁦	2
뗗	쀉	4
뮊	쀲	1
떙	쀉	3
뻴	쁝	3
뎺	쀅	2
뻟	쁝	2
배	쀹	2
돽	쀅	3
뭷	쀱	1
뜂	쀎	4
백	쀹	2
랈	쀓	1
럩	쀓	3
묁	쀧	2
봅	쁊	1
둴	쀇	2
볖	쀿	2
닇	쀃	4
삏	쁏	2
릡	쀟	2
뀦	쀁	3
댲	쀃	4
롃	쀗	2
뜃	쀎	4
니	쀃	3
몲	쀤	4
롄	쀗	2
녴	쀂	4
내	쀂	2
녵	쀂	4
녷	쀂	4
릎	쀛	6
넍	쀂	3
뭆	쀪	3
묞	쀧	3
뛆	쀋	7
뵴	쁎	5
닉	쀃	3
녶	쀂	4
끰	쀁	6
뜫	쀑	2
뫉	쀤	5
됨	쀅	4
뼙	쁝	6
땄	쀉	2
뺲	쁜	5
뼔	쁝	5
룁	쀙	4
노	쀂	4
똹	쀋	2
듉	쀇	4
믄	쀶	2
듈	쀇	4
밁	쀶	5
밐	쀸	2
댳	쀃	4
뫊	쀤	5
몳	쀤	4
뼹	쁟	1
빪	쁛	4
뺳	쁜	5
빫	쁛	4
덭	쀃	5
뼪	쁞	3
뛡	쀎	2
랉	쀓	1
뿟	쁮	2
빇	쁚	1
뒢	쀇	3
뱿	쀺	1
댴	쀃	4
듯	쀈	2
뤴	쀛	3
뛢	쀎	2
몁	쀤	3
뵔	쁎	3
뭬	쀰	2
덮	쀃	5
땅	쀉	2
띒	쀑	3
몂	쀤	3
둵	쀇	2
띓	쀑	3
뚛	쀋	4
맺	쀤	1
레	쀓	4
낵	쀂	2
뺴	쁜	5
럪	쀓	3
뎻	쀅	2
삥	쁐	1
뷭	쁔	3
뇔	쀂	5
닊	쀃	3
뤵	쀛	3
뻊	쁝	1
뜬	쀑	2
녹	쀂	4
뉜	쀃	2
됩	쀅	4
붧	쁓	2
붗	쁑	3
맢	쀡	1
뾟	쁦	4
뢂	쀘	2
뛇	쀋	7
뾇	쁦	1
닋	쀃	3
뎼	쀅	2
뮇	쀱	4
뉝	쀃	2
뙳	쀋	3
뭸	쀱	1
댵	쀃	4
끱	쀁	6
램	쀓	2
뀧	쀁	3
넎	쀂	3
뇕	쀂	5
뷮	쁔	3
낶	쀂	2
븗	쁕	2
뷰	쁔	3
뫝	쀤	6
뷯	쁔	3
뾶	쁧	2
뉞	쀃	2
뱟	쀹	4
닌	쀃	3
넏	쀂	3
붏	쁑	1
녺	쀂	4
닐	쀃	3
닍	쀃	3
닎	쀃	3
닏	쀃	3
벍	쀺	2
뎘	쀅	1
뻵	쁝	3
뭓	쀫	2
띔	쀑	3
닑	쀃	3
땆	쀉	2
뎽	쀅	2
듞	쀇	6
먱	쀤	2
뤀	쀛	2
맷	쀤	1
먲	쀤	2
몃	쀤	4
빱	쁜	1
뽉	쁟	2
빬	쁛	4
맸	쀤	1
뫋	쀤	5
먳	쀤	2
뻶	쁝	3
빽	쁜	2
뛵	쀎	3
맹	쀤	1
믅	쀶	2
먵	쀤	2
먴	쀤	2
뙴	쀋	3
뜄	쀎	4
뾒	쁦	2
널	쀂	3
뛶	쀎	3
몄	쀤	3
넑	쀂	3
뜭	쀑	2
녻	쀂	4
뾀	쁦	0
넒	쀂	3
뾚	쁦	3
뫌	쀤	5
맍	쀠	3
먶	쀤	2
닒	쀃	3
낆	쀁	11
뾈	쁦	1
륢	쀛	4
믜	쀶	3
낷	쀂	2
뵁	쁎	2
됪	쀅	4
뇖	쀂	5
뉟	쀃	2
뻷	쁝	3
명	쀤	3
닓	쀃	3
랊	쀓	1
뽘	쁟	3
뚜	쀋	4
뙵	쀋	3
뽤	쁠	1
넓	쀂	3
뢃	쀘	2
뇗	쀂	5
뻋	쁝	1
뤶	쀛	3
락	쀑	5
똺	쀋	2
뇘	쀂	5
뒣	쀇	3
둛	쀇	1
뙶	쀋	3
눮	쀃	1
뵿	쁎	7
뵻	쁎	6
묟	쀧	3
뉠	쀃	2
띕	쀑	3
떚	쀉	3
넔	쀂	3
뒤	쀇	3
뽙	쁟	5
삗	쀑	3
뛏	쀎	1
뤁	쀛	2
돾	쀅	3
닔	쀃	3
붲	쁓	3
붺	쁓	4
롅	쀗	2
벴	쀻	2
뚝	쀋	4
뜮	쀑	2
넕	쀂	3
뎾	쀅	2
뙷	쀋	3
뒥	쀇	3
끞	쀁	5
뤷	쀛	3
밑	쀸	2
뉡	쀃	2
뉢	쀃	2
뙸	쀋	3
뎿	쀅	2
뚞	쀋	4
뚟	쀋	4
닕	쀃	3
닖	쀃	3
둶	쀇	2
돀	쀅	2
뷍	쁔	1
뜓	쀑	1
둷	쀇	2
빁	쁙	1
닗	쀃	3
많	쀠	3
롥	쀗	4
뢱	쀙	3
뫍	쀤	5
댶	쀃	4
돁	쀅	2
봳	쁎	1
봴	쁎	1
뢄	쀘	2
볦	쀿	4
릛	쀛	7
됫	쀅	4
논	쀂	4
뢲	쀙	3
딀	쀈	3
듘	쀇	5
뷱	쁔	3
붳	쁓	3
럫	쀓	3
눌	쀂	6
렉	쀓	4
맻	쀤	1
맼	쀤	1
넖	쀂	3
뼺	쁟	1
벽	쀻	4
뎆	쀃	6
뻌	쁝	1
붴	쁓	3
뎇	쀃	6
븧	쁕	3
녽	쀂	4
뽊	쁟	2
몆	쀤	3
뼻	쁟	1
뉣	쀃	2
머	쀤	2
뽞	쁟	4
넗	쀂	3
맽	쀤	1
뉤	쀃	2
러	쀓	3
돿	쀅	3
먷	쀤	2
뫢	쀤	7
빲	쁜	1
맾	쀤	1
묂	쀧	2
뤸	쀛	3
믆	쀶	2
땇	쀉	2
뒦	쀇	3
뤂	쀛	2
돂	쀅	2
뿠	쁮	2
맿	쀤	1
낸	쀂	2
봎	쁌	1
뀒	쀁	2
먹	쀤	2
뚼	쀋	5
뉥	쀃	2
끈	쀁	4
뫎	쀤	5
둸	쀇	2
뼤	쁞	2
녾	쀂	4
뽺	쁤	2
뫥	쀤	9
밲	쀹	2
됀	쀅	3
뒧	쀇	3
님	쀃	3
뙹	쀋	3
끟	쀁	6
뗘	쀉	4
뤃	쀛	2
뤄	쀛	2
뢳	쀙	3
닙	쀃	3
됁	쀅	3
됂	쀅	3
뭨	쀰	1
뎙	쀅	1
랩	쀓	2
넘	쀂	3
뿫	쁱	3
돃	쀅	2
뛐	쀎	1
뫮	쀧	1
몇	쀤	3
똻	쀋	2
롗	쀗	3
도	쀅	2
댷	쀃	4
뉦	쀃	2
딁	쀈	3
딚	쀉	1
묹	쀪	1
삅	쀖	0
삄	쀎	0
밞	쀸	7
밣	쀹	1
낏	쀂	1
낐	쀂	1
뀂	쀁	1
뀃	쀁	1
삚	쁏	1
밌	쀶	7
듊	쀇	4
뻸	쁜	3
묠	쀧	3
럭	쀓	3
닚	쀃	3
뉧	쀃	2
밤	쀹	1
뱉	쀹	3
볃	쀻	4
땈	쀉	2
먀	쀤	1
뢜	쀙	2
밳	쀹	2
딂	쀈	3
뇙	쀂	5
룜	쀛	1
롆	쀗	2
땉	쀉	2
뮟	쀴	2
됃	쀅	3
뛣	쀎	2
뉨	쀃	2
먁	쀤	1
떛	쀉	3
묡	쀧	3
딛	쀉	1
별	쀻	4
뉪	쀃	2
륣	쀛	4
롸	쀗	6
밴	쀹	2
륤	쀛	4
뉩	쀃	2
눯	쀃	1
뜯	쀑	2
냃	쀂	2
독	쀅	2
뉫	쀃	2
뜅	쀎	4
밵	쀹	2
뱠	쀹	4
밶	쀹	2
뙺	쀋	3
뱯	쀹	5
뱰	쀹	5
먂	쀤	2
띮	쀑	4
똼	쀋	2
뻁	쁜	10
뱡	쀹	4
끉	쀁	4
뱊	쀹	3
뗙	쀉	4
랪	쀓	2
몈	쀤	3
뽋	쁟	2
둹	쀇	2
먺	쀤	2
뜊	쀎	6
딑	쀈	5
력	쀓	5
뉬	쀃	2
밂	쀶	5
롦	쀗	4
뵭	쁎	4
딌	쀈	4
뱋	쀹	3
룂	쀙	4
녿	쀂	4
몉	쀤	3
뙻	쀋	3
뮙	쀴	1
뱺	쀹	8
맚	쀠	4
뱌	쀹	3
랫	쀓	2
뤹	쀛	3
닛	쀃	3
먃	쀤	1
뉭	쀃	2
뙼	쀋	3
뢴	쀙	3
뵮	쁎	4
밒	쀸	2
랬	쀓	2
믇	쀶	2
뽥	쁠	1
듰	쀈	2
뢵	쀙	3
뉮	쀃	2
뺧	쁜	4
볊	쀿	1
랋	쀓	1
넙	쀂	3
뵂	쁎	2
봓	쁌	2
뎈	쀃	7
뵃	쁎	2
빓	쁛	1
낃	쀁	8
볼	쁄	3
렋	쀓	4
렊	쀓	4
롧	쀗	4
돆	쀅	2
뱢	쀹	4
덯	쀃	5
데	쀃	5
떜	쀉	3
믝	쀶	3
뻹	쁝	3
뫞	쀤	6
돇	쀅	2
뮪	쀴	3
묃	쀧	2
밃	쀶	5
빚	쁛	2
믈	쀶	2
볶	쁄	2
똽	쀋	2
뮠	쀴	2
딝	쀉	1
돈	쀅	2
놀	쀂	4
똾	쀋	2
뒨	쀇	3
뉯	쀃	2
먻	쀤	2
뤆	쀛	2
딜	쀉	1
렌	쀓	4
룃	쀙	4
빾	쁜	2
삐	쀎	1
뾛	쁦	3
됬	쀅	4
됭	쀅	4
낹	쀂	2
끾	쀁	7
뫏	쀤	5
뒩	쀇	3
랭	쀓	2
뺗	쁜	3
뗚	쀉	4
땊	쀉	2
뒪	쀇	3
놁	쀂	4
낺	쀂	2
묄	쀧	2
끊	쀁	4
뱍	쀹	3
뗛	쀉	4
뱎	쀹	3
뿩	쁮	3
븶	쁕	4
땋	쀉	2
뻺	쁝	3
떝	쀉	3
뷝	쁔	2
뜋	쀎	5
둺	쀇	2
닜	쀃	3
뮡	쀴	2
밄	쀶	5
랮	쀓	2
넚	쀂	3
렍	쀓	4
둄	쀅	5
뿱	쁲	3
랯	쀓	2
벎	쀺	2
뮢	쀴	2
뇚	쀂	5
돉	쀅	2
붾	쁓	5
린	쀠	1
떞	쀉	3
똛	쀋	1
때	쀉	2
묅	쀧	2
뤅	쀛	2
뭳	쀰	5
릀	쀛	5
띖	쀑	3
뉰	쀃	2
딞	쀉	1
됮	쀅	4
렦	쀓	5
뫯	쀧	1
묣	쀧	3
붨	쁓	2
뛷	쀎	3
붐	쁑	1
뗜	쀉	4
뇛	쀂	5
븨	쁕	3
띗	쀑	3
빿	쁜	2
뮫	쀴	4
댸	쀃	4
묆	쀧	2
뺨	쁜	4
뺀	쁜	2
뺁	쁜	2
뻠	쁝	3
맬	쀢	6
삝	쀖	3
땍	쀉	2
떟	쀉	3
뗝	쀉	4
똓	쀉	7
떠	쀉	3
벤	쀺	4
뿏	쁬	3
뗞	쀉	4
벥	쀺	5
묢	쀧	3
롘	쀗	3
륥	쀛	4
뫰	쀧	1
뿑	쁭	1
뢝	쀙	2
먄	쀤	1
뭴	쀰	5
뉱	쀃	2
눡	쀂	8
넛	쀂	3
릩	쀟	4
뇜	쀂	5
둑	쀅	6
뽦	쁠	1
듋	쀇	4
맏	쀠	3
뇝	쀂	5
뜰	쀑	2
빳	쁜	1
놂	쀂	4
넜	쀂	3
땎	쀉	2
낻	쀂	2
밓	쀸	2
밷	쀹	2
뼚	쁝	6
놃	쀂	4
떡	쀉	3
븿	쁙	0
먅	쀤	1
몊	쀤	3
믋	쀶	2
둅	쀅	5
뿡	쁮	3
붓	쁑	2
뷀	쁓	6
뷂	쁓	7
낼	쀂	2
뎉	쀃	6
둻	쀇	2
빟	쁛	3
낑	쀂	1
뭤	쀯	2
삑	쀯	1
묲	쀧	7
낽	쀂	2
릏	쀛	6
낒	쀂	1
뤇	쀛	2
뽌	쁟	2
뀄	쀁	1
뼼	쁟	1
눰	쀃	1
똜	쀋	1
랰	쀓	2
볡	쀿	3
럮	쀓	3
뽍	쁟	2
뎚	쀅	1
묇	쀧	2
끠	쀁	5
붝	쁓	2
뷫	쁔	3
랱	쀓	2
뉲	쀃	2
벀	쀺	1
벛	쀺	3
뻡	쁝	2
땏	쀉	2
뗿	쀉	5
뫧	쀤	11
롨	쀗	4
눍	쀂	6
뼕	쁝	4
맪	쀢	4
롵	쀗	5
돊	쀅	2
끲	쀁	6
뙽	쀋	3
뚠	쀋	4
몴	쀤	4
댹	쀃	4
낾	쀂	2
렏	쀓	4
렎	쀓	4
똿	쀋	2
넝	쀂	3
됄	쀅	3
덱	쀃	5
뗟	쀉	4
뛈	쀋	7
뤺	쀛	3
뫣	쀤	7
벨	쀺	7
뀨	쀁	3
뢞	쀙	2
뜌	쀎	7
낿	쀂	2
뿬	쁱	4
뾉	쁦	1
닝	쀃	3
끳	쀁	6
볋	쀿	1
먼	쀤	2
넞	쀂	3
믌	쀶	2
믞	쀶	3
뗠	쀉	4
뛸	쀎	3
뫟	쀤	6
뗡	쀉	4
렮	쀓	6
넟	쀂	3
뫤	쀤	7
놄	쀂	4
릐	쀛	6
뮯	쀴	6
뾓	쁦	2
뾊	쁦	1
뉳	쀃	2
돋	쀅	2
뛤	쀎	2
놅	쀂	4
뻢	쁝	2
띘	쀑	3
뼛	쁝	6
뉵	쀃	2
눱	쀃	1
뎊	쀃	6
륦	쀛	4
뉴	쀃	2
닞	쀃	3
뵯	쁎	4
띙	쀑	3
뿢	쁮	2
빈	쁚	2
뵕	쁎	3
떢	쀉	3
땐	쀉	2
떣	쀉	3
뤻	쀛	3
뾔	쁦	2
뭣	쀯	1
럯	쀓	3
뉶	쀃	2
뤼	쀛	3
빴	쁜	1
먽	쀤	2
묈	쀧	2
뺂	쁜	2
뱣	쀹	4
롙	쀗	3
뉷	쀃	2
뻣	쁝	2
뉸	쀃	2
빛	쁛	2
뙾	쀋	3
떤	쀉	3
뉹	쀃	2
뢌	쀘	3
빠	쁛	3
렐	쀓	4
뙀	쀋	2
뼌	쁝	4
뙁	쀋	2
뇞	쀂	5
뻤	쁝	2
둒	쀅	6
뺃	쁜	2
밸	쀹	2
벜	쀺	3
뚽	쀋	5
볷	쁄	2
릾	쀠	2
삞	쁏	2
묤	쀧	3
뙂	쀋	2
렯	쀓	6
뉺	쀃	2
떥	쀉	3
뇟	쀂	5
댺	쀃	4
륧	쀛	4
벝	쀺	3
맦	쀢	2
뿣	쁮	2
뱤	쀹	4
땑	쀉	2
돌	쀅	2
뙿	쀋	3
몵	쀤	4
랲	쀓	2
띚	쀑	3
떦	쀉	3
뢶	쀙	3
듙	쀇	5
뢅	쀘	2
둼	쀇	2
뇠	쀂	5
벞	쀺	3
렑	쀓	4
떧	쀉	3
뗢	쀉	4
띛	쀑	3
닟	쀃	3
댻	쀃	4
뷲	쁔	3
끴	쀁	6
뢟	쀙	2
됯	쀅	4
런	쀓	3
럱	쀓	3
냀	쀂	2
람	쀓	1
랳	쀓	2
땒	쀉	2
맛	쀠	4
넠	쀂	3
덲	쀃	5
랍	쀓	1
냁	쀂	2
뚡	쀋	4
뙃	쀋	2
뺩	쁜	4
돍	쀅	2
본	쁄	2
눎	쀂	6
붵	쁓	3
뉻	쀃	2
봃	쁄	6
뛥	쀎	2
뜱	쀑	2
밹	쀹	2
먾	쀤	2
럲	쀓	4
똏	쀉	6
뫐	쀤	5
뮬	쀴	3
눏	쀂	6
뤈	쀛	2
렒	쀓	4
돎	쀅	2
릁	쀛	5
뼍	쁝	4
릂	쀛	5
넡	쀂	3
붶	쁓	3
릃	쀛	5
릢	쀟	2
눛	쀂	7
먿	쀤	2
뮏	쀲	2
뺺	쁜	6
묉	쀧	2
럳	쀓	3
븘	쁕	2
븷	쁕	4
븸	쁕	4
뮐	쀲	2
똀	쀉	5
뒫	쀇	3
눢	쀂	8
뇡	쀂	5
뗣	쀉	4
뼽	쁟	1
븙	쁕	2
뙄	쀋	2
뚀	쀋	3
븩	쁕	3
댼	쀃	4
뼎	쁝	4
넢	쀂	3
또	쀉	6
렓	쀓	4
븹	쁕	4
랴	쀓	2
말	쀠	3
몶	쀤	4
뺘	쁜	3
멀	쀤	2
멁	쀤	2
뵵	쁎	5
띜	쀑	3
듡	쀇	8
딃	쀈	3
낓	쀂	1
낔	쀂	1
낕	쀂	1
뤽	쀛	3
볮	쁄	1
낖	쀂	1
낗	쀂	1
삛	쀃	2
롩	쀗	4
뭔	쀫	2
븈	쁕	1
름	쀛	5
떨	쀉	3
돏	쀅	2
벁	쀺	2
빡	쁛	3
벵	쀻	2
넣	쀂	3
뎛	쀅	1
뻍	쁝	1
놆	쀂	4
뢷	쀙	3
뾕	쁦	2
뾜	쁦	3
뭇	쀪	3
몷	쀤	4
뉼	쀃	2
떩	쀉	3
멂	쀤	2
놇	쀂	4
붩	쁓	2
떪	쀉	3
눜	쀂	7
멃	쀤	2
뾋	쁦	1
뇢	쀂	5
뀩	쀁	3
뗤	쀉	4
땓	쀉	2
봵	쁎	1
됅	쀅	3
댽	쀃	4
몋	쀤	3
뱏	쀹	3
믳	쀶	4
몌	쀤	3
략	쀓	2
랶	쀓	2
뒬	쀇	3
놈	쀂	4
뀪	쀁	3
땔	쀉	2
뾿	쁧	4
됆	쀅	3
몸	쀤	4
븉	쁕	1
볗	쀿	2
붪	쁓	2
뤾	쀛	3
룏	쀚	5
댾	쀃	4
냂	쀂	2
붫	쁓	2
몍	쀤	3
뚁	쀋	3
뫑	쀤	5
댿	쀃	4
똝	쀋	1
돐	쀅	2
뮹	쀶	1
먆	쀤	1
둽	쀇	2
뭗	쀫	3
밙	쀸	4
떫	쀉	3
붔	쁑	2
끵	쀁	6
밚	쀸	4
네	쀂	3
뽎	쁟	2
뽟	쁟	4
뽚	쁟	3
뵖	쁎	3
놉	쀂	4
몎	쀤	3
뉽	쀃	2
뽏	쁟	2
몹	쀤	4
덳	쀃	5
멄	쀤	2
뽠	쁟	4
덀	쀃	4
뽡	쁟	5
뽐	쁟	2
뽑	쁟	2
뾠	쁦	4
뽒	쁟	3
뚢	쀋	4
닠	쀃	3
뽢	쁟	5
뜲	쀑	2
뭱	쀰	3
뢍	쀘	3
붞	쁓	1
봉	쁋	2
놊	쀂	4
벂	쀺	1
둾	쀇	2
뿀	쁧	4
닡	쀃	3
랷	쀓	2
떬	쀉	3
뵶	쁎	5
뾝	쁦	3
돑	쀅	2
뷳	쁔	3
뺿	쁜	7
똑	쀉	6
됇	쀅	3
냄	쀂	2
뺻	쁜	6
눝	쀂	7
뺄	쁜	2
뼢	쁞	2
뼫	쁞	3
묬	쀧	4
뺅	쁜	2
묺	쀪	1
볯	쁄	1
뽣	쁟	1
뒮	쀇	3
닢	쀃	3
듌	쀇	4
덁	쀃	4
뱻	쀺	0
삒	쁕	0
띝	쀑	3
볬	쁄	0
뛦	쀎	2
삆	쀯	0
봏	쁌	1
뽓	쁟	2
뛑	쀎	1
랸	쀓	2
봚	쁌	3
봛	쁌	4
딟	쀉	1
뉾	쀃	2
뎜	쀅	1
뢓	쀙	1
놋	쀂	4
뵗	쁎	3
됈	쀅	3
륨	쀛	4
붬	쁓	2
둿	쀇	2
뉿	쀃	2
럴	쀓	3
넥	쀂	3
럵	쀓	3
뺼	쁜	6
볅	쀻	3
끶	쀁	6
뤉	쀛	2
듟	쀇	6
끡	쀁	5
닣	쀃	3
뷞	쁔	2
뎒	쀃	8
릑	쀛	6
땕	쀉	2
밅	쀶	5
늀	쀃	2
냅	쀂	2
돒	쀅	2
뚣	쀋	4
똁	쀉	5
뒭	쀇	3
륩	쀛	4
뜳	쀑	2
땖	쀉	2
다	쀃	3
띯	쀑	4
놌	쀂	4
넦	쀂	3
농	쀂	4
벏	쀺	2
떭	쀉	3
됰	쀅	4
벧	쀺	5
눐	쀂	6
뵄	쁎	2
븚	쁕	2
븛	쁕	2
냆	쀂	2
봜	쁌	3
벃	쀺	1
끢	쀁	5
뱐	쀹	3
넧	쀂	3
닥	쀃	3
돓	쀅	2
뿛	쁮	1
볘	쀿	2
돔	쀅	2
뤿	쀛	3
덂	쀃	4
뒯	쀇	3
렔	쀓	5
뚂	쀋	3
땗	쀉	2
뜆	쀎	4
덴	쀃	5
뇣	쀂	5
뮈	쀲	0
븵	쁕	4
뾬	쁧	1
랹	쀓	2
랺	쀓	2
럶	쀓	3
딡	쀉	1
듍	쀇	4
딠	쀉	1
봶	쁎	1
랎	쀓	1
렕	쀓	4
롚	쀗	3
뮣	쀴	2
볨	쀿	5
롛	쀗	3
멅	쀤	2
버	쀺	1
뭀	쀪	2
랻	쀓	2
뙅	쀋	2
벅	쀺	1
삓	쀰	1
닦	쀃	3
벪	쀻	1
뷟	쁔	2
뷠	쁔	2
놎	쀂	5
븜	쁕	2
멆	쀤	2
볌	쀿	1
뜴	쀑	2
냇	쀂	2
땘	쀉	2
삔	쀯	1
딒	쀈	5
뒰	쀇	3
맡	쀠	6
뗥	쀉	4
덃	쀃	4
뵅	쁎	2
몺	쀤	4
닧	쀃	3
믴	쀶	4
뭩	쀰	1
멇	쀤	2
뒱	쀇	3
덄	쀃	4
뜵	쀑	2
릧	쀟	3
땙	쀉	2
뎋	쀃	6
뛹	쀎	3
덅	쀃	4
됱	쀅	4
릪	쀟	6
됲	쀅	4
빔	쁛	1
됉	쀅	3
단	쀃	3
뻥	쁝	2
듎	쀇	4
랼	쀓	2
닩	쀃	3
땚	쀉	2
붟	쁓	1
뛒	쀎	1
덆	쀃	4
닪	쀃	3
됊	쀅	3
믟	쀶	3
멈	쀤	2
닫	쀃	3
눲	쀃	1
믵	쀶	4
듏	쀇	4
달	쀃	3
띰	쀑	4
디	쀈	6
떮	쀉	3
뀫	쀁	3
냈	쀂	2
똞	쀋	1
딢	쀉	1
몏	쀤	3
뗦	쀉	4
딣	쀉	1
뀬	쀁	3
닭	쀃	3
뿂	쁧	5
뽼	쁤	3
뗧	쀉	4
뭹	쀱	1
묊	쀧	2
뱑	쀹	3
멉	쀤	2
됋	쀅	3
뺆	쁜	2
돕	쀅	2
뢠	쀙	2
둆	쀅	5
닮	쀃	3
릒	쀛	6
둇	쀅	5
똂	쀉	5
뇤	쀂	5
둈	쀅	5
랽	쀓	2
뿮	쁱	3
눳	쀃	1
벟	쀺	3
뚤	쀋	4
됳	쀅	4
뜇	쀎	4
놏	쀂	4
뇥	쀂	5
뾭	쁧	1
륪	쀛	4
뇦	쀂	5
뀓	쀁	2
롇	쀗	2
랾	쀓	2
랿	쀓	2
뻎	쁝	1
눑	쀂	6
뭁	쀪	2
밺	쀹	2
뮀	쀱	2
룝	쀛	1
먇	쀤	3
뀔	쀁	2
봔	쁌	2
롶	쀗	5
뇧	쀂	5
뚾	쀋	5
뢸	쀙	3
뷎	쁔	1
븪	쁕	3
맑	쀠	3
븝	쁕	2
럷	쀓	3
밥	쀹	1
븫	쁕	3
뷡	쁔	2
뿋	쁬	2
뇨	쀂	5
뱥	쀹	4
됴	쀅	4
돖	쀅	2
삇	쀋	0
뢡	쀙	2
덇	쀃	4
븊	쁕	1
뮁	쀱	2
륫	쀛	4
뷴	쁔	4
넩	쀂	3
넨	쀂	3
릓	쀛	6
뱦	쀹	4
놐	쀂	4
릅	쀛	5
띱	쀑	4
돗	쀅	2
륬	쀛	4
덈	쀃	4
뾢	쁦	5
든	쀇	6
릆	쀛	5
돘	쀅	2
륀	쀛	3
뒀	쀇	2
렧	쀓	5
뤊	쀛	2
뺇	쁜	2
뮺	쀶	1
덵	쀃	5
닰	쀃	3
닯	쀃	3
됌	쀅	3
삈	쀛	2
뼜	쁝	7
닱	쀃	3
뮚	쀴	1
등	쀈	2
딍	쀈	4
븺	쁕	4
랏	쀓	1
뢔	쀙	1
붆	쁐	1
럸	쀓	3
뺪	쁜	4
뾞	쁦	3
뚃	쀋	3
럹	쀓	3
밻	쀹	2
밼	쀹	2
멊	쀤	3
먉	쀤	1
넪	쀂	3
뤋	쀛	2
놑	쀂	4
벶	쀻	2
먈	쀤	1
뱧	쀹	4
