glyph_unified	radical	other_stroke
뀼	쀁	4
녢	쀂	4
뼶	쁟	1
먪	쀤	2
먫	쀤	2
뛂	쀋	6
냴	쀂	3
렆	쀓	4
랅	쀓	1
낤	쀂	2
벻	쀻	3
녣	쀂	4
냵	쀂	3
뱶	쀹	6
낥	쀂	2
냶	쀂	3
뺣	쁜	4
볓	쀿	2
맴	쀤	1
륜	쀛	4
띨	쀑	4
뵽	쁎	7
빃	쁙	2
뜑	쀑	1
딵	쀉	2
녤	쀂	4
낦	쀂	2
돮	쀅	3
륝	쀛	4
빐	쁛	1
빑	쁛	1
벌	쀺	2
뮤	쀴	3
뒖	쀇	3
댢	쀃	4
뷙	쁔	2
녥	쀂	4
빒	쁛	2
댣	쀃	4
뫽	쀧	2
눪	쀃	1
뇇	쀂	5
냷	쀂	3
뛘	쀎	2
녦	쀂	4
냸	쀂	3
띊	쀑	3
롣	쀗	4
륞	쀛	4
떉	쀉	3
빭	쁛	5
뵫	쁎	4
뙨	쀋	3
뷆	쁔	1
덠	쀃	5
뷇	쁔	1
뇈	쀂	5
봘	쁌	3
붽	쁓	5
덡	쀃	5
맵	쀤	1
봑	쁌	2
롴	쀗	5
녧	쀂	4
럢	쀓	3
롳	쀗	5
뮅	쀱	3
뉋	쀃	2
뮮	쀴	5
덢	쀃	5
뿞	쁮	2
븾	쁕	5
뙩	쀋	3
뿨	쁮	3
뀽	쀁	4
빼	쁜	2
눟	쀂	8
랟	쀓	2
룉	쀙	7
뉌	쀃	2
뼮	쁞	4
늴	쀃	3
만	쀠	3
늵	쀃	3
뻙	쁝	2
딐	쀈	5
뷩	쁔	3
믪	쀶	4
늶	쀃	3
뜢	쀑	2
듀	쀇	4
똍	쀉	7
륟	쀛	4
돯	쀅	3
릭	쀠	1
딶	쀉	2
덣	쀃	5
밀	쀶	5
띋	쀑	3
뾼	쁧	3
뾲	쁧	2
녨	쀂	4
뷚	쁔	2
둘	쀇	1
덤	쀃	5
늸	쀃	3
뉍	쀃	2
듫	쀈	2
딷	쀉	2
뎐	쀃	7
뀋	쀁	2
뒗	쀇	3
띌	쀑	3
뽩	쁠	2
뇉	쀂	5
뎫	쀅	2
뙪	쀋	3
뢊	쀘	3
듹	쀈	3
똲	쀋	2
릘	쀛	7
뿓	쁭	2
돰	쀅	3
뎬	쀅	2
분	쁏	2
뛱	쀎	3
뉎	쀃	2
렾	쀗	2
먬	쀤	2
듁	쀇	4
듂	쀇	4
뮥	쀴	3
뵑	쁎	3
늷	쀃	3
맜	쀠	5
늹	쀃	3
멹	쀤	3
낀	쀁	8
믫	쀶	4
뤧	쀛	3
륿	쀛	5
벼	쀻	3
돱	쀅	3
듃	쀇	4
뎭	쀅	2
봙	쁌	4
봒	쁌	2
뾄	쁦	1
뾅	쁦	1
룗	쀛	1
딋	쀈	4
뒘	쀇	3
뽳	쁠	4
돲	쀅	3
둬	쀇	2
돳	쀅	3
돴	쀅	3
맙	쀠	4
뎮	쀅	2
뙫	쀋	3
뱆	쀹	3
뛃	쀋	6
뒙	쀇	3
뮎	쀲	2
눫	쀃	1
뢮	쀙	3
뀢	쀁	3
낋	쀂	1
뷺	쁔	4
뼯	쁞	5
뜣	쀑	2
룖	쀛	1
끫	쀁	6
밭	쀹	2
삘	쀪	2
먭	쀤	2
뵒	쁎	3
붣	쁓	2
붛	쁓	1
냹	쀂	3
뫫	쀧	1
볠	쀿	3
뛙	쀎	2
뤨	쀛	3
뺤	쁜	4
몭	쀤	4
룅	쀙	5
낌	쀂	1
뷪	쁔	3
럣	쀓	3
뾡	쁦	5
볔	쀿	2
붯	쁓	3
돵	쀅	3
뚷	쀋	5
듺	쀈	3
뎯	쀅	2
돶	쀅	3
밗	쀸	4
냺	쀂	3
뀿	쀁	4
뀾	쀁	4
녩	쀂	4
벰	쀻	2
끜	쀁	5
뢾	쀙	4
뻚	쁝	2
뻈	쁝	1
밢	쀹	1
몮	쀤	4
랠	쀓	2
띩	쀑	4
멺	쀤	3
랡	쀓	2
뫆	쀤	5
랆	쀓	1
뱽	쀺	1
벩	쀻	1
뫬	쀧	1
뷛	쁔	2
뀣	쀁	3
뷜	쁔	2
뷈	쁔	1
뉏	쀃	2
듬	쀈	2
뤩	쀛	3
댤	쀃	4
뻉	쁝	1
뽸	쁤	2
떊	쀉	3
냻	쀂	3
똳	쀋	2
늺	쀃	3
뛊	쀎	1
롒	쀗	3
끀	쀁	4
랇	쀓	1
룘	쀛	1
뇊	쀂	5
녪	쀂	4
뎃	쀃	6
냼	쀂	3
뫾	쀧	2
냽	쀂	3
럤	쀓	3
뇌	쀂	5
룷	쀛	2
뱝	쀹	4
듢	쀈	1
녫	쀂	4
뇋	쀂	5
뤪	쀛	3
낧	쀂	2
룆	쀙	5
룈	쀙	6
뗾	쀉	5
맶	쀤	1
눆	쀂	6
뉐	쀃	2
뤫	쀛	3
뗍	쀉	4
뿖	쁮	1
둙	쀇	1
뚙	쀋	4
뉑	쀃	2
뮦	쀴	3
뎰	쀅	2
몯	쀤	4
뽯	쁠	3
먮	쀤	2
뽄	쁟	2
뛚	쀎	2
뛛	쀎	2
뛜	쀎	2
뤬	쀛	3
뛋	쀎	1
끝	쀁	5
뉒	쀃	2
냾	쀂	3
삙	쀂	2
렿	쀗	2
룸	쀛	2
룙	쀛	1
늻	쀃	3
끁	쀁	4
덧	쀃	5
녬	쀂	4
뇍	쀂	5
삃	쀑	1
댥	쀃	4
븥	쁕	3
띪	쀑	4
늼	쀃	3
늽	쀃	3
떋	쀉	3
뺔	쁜	3
멻	쀤	3
뇎	쀂	5
녭	쀂	4
낁	쀁	8
눈	쀂	6
볧	쀿	5
뿪	쁮	4
뗏	쀉	4
뱞	쀹	4
늾	쀃	3
렷	쀗	1
눇	쀂	6
럥	쀓	3
례	쀗	2
붰	쁓	3
냿	쀂	3
봥	쁌	5
듄	쀇	4
떌	쀉	3
눉	쀂	6
뱭	쀹	5
끬	쀁	6
믬	쀶	4
뾳	쁧	2
댦	쀃	4
뉓	쀃	2
뛝	쀎	2
듻	쀈	3
뒛	쀇	3
됤	쀅	4
뤭	쀛	3
덥	쀃	5
뒚	쀇	3
남	쀂	2
몰	쀤	4
뻛	쁝	2
녮	쀂	4
뻱	쁝	3
뮆	쀱	3
뵾	쁎	7
똘	쀋	1
뙬	쀋	3
뛲	쀎	3
댧	쀃	4
럦	쀓	3
낂	쀁	8
볉	쀿	1
률	쀛	4
뺱	쁜	5
망	쀠	5
뎱	쀅	2
끭	쀁	6
둭	쀇	2
늿	쀃	3
뫿	쀧	2
덦	쀃	5
띍	쀑	3
뭜	쀬	1
뭋	쀪	4
넀	쀂	3
끂	쀁	4
뗐	쀉	4
뚸	쀋	5
붤	쁓	2
랁	쀑	6
뱇	쀹	3
븦	쁕	3
뷉	쁔	1
딸	쀉	2
뉔	쀃	2
몱	쀤	4
붜	쁓	1
뛳	쀎	3
뮔	쀲	6
롔	쀗	3
뎲	쀅	2
뙭	쀋	3
뇏	쀂	5
떍	쀉	3
벘	쀺	3
묗	쀧	3
뜤	쀑	2
뫭	쀧	1
묀	쀧	2
뀤	쀁	3
눊	쀂	6
벱	쀻	2
띫	쀑	4
뫇	쀤	5
롁	쀗	2
됥	쀅	4
뼦	쁞	2
듼	쀈	3
묙	쀧	3
뒜	쀇	3
랢	쀓	2
떎	쀉	3
띬	쀑	4
뀀	쀁	1
롤	쀗	4
랣	쀓	2
및	쀸	1
릙	쀛	7
뷬	쁔	3
닀	쀃	3
롂	쀗	2
똙	쀋	1
뉕	쀃	2
묚	쀧	3
봍	쁌	1
뮸	쀶	1
됦	쀅	4
떏	쀉	3
넁	쀂	3
닁	쀃	3
뼊	쁝	4
덨	쀃	5
뼷	쁟	1
뽗	쁟	3
닂	쀃	3
뻜	쁜	2
뢯	쀙	3
븅	쁕	1
띭	쀑	4
멼	쀤	3
븒	쁕	2
뫈	쀤	5
뱾	쀺	1
떐	쀉	3
뎳	쀅	2
딹	쀉	2
딺	쀉	2
댨	쀃	4
뢎	쀘	4
납	쀂	2
뎴	쀅	2
뒝	쀇	3
뉖	쀃	2
낪	쀂	2
넂	쀂	3
넃	쀂	3
룚	쀛	1
낫	쀂	2
뺕	쁜	3
뾴	쁧	2
뛌	쀎	1
딻	쀉	2
뛞	쀎	2
넄	쀂	3
뼧	쁞	2
븆	쁕	1
뇐	쀂	5
뚹	쀋	5
뛍	쀎	1
뒞	쀇	3
넅	쀂	3
벙	쀺	3
뚺	쀋	5
넆	쀂	3
뀌	쀁	2
났	쀂	2
뤮	쀛	3
뼨	쁞	3
돷	쀅	3
떑	쀉	3
뺖	쁜	3
뺥	쁜	4
볕	쀿	2
뷊	쁔	1
뤯	쀛	3
봱	쁎	1
랤	쀓	2
녯	쀂	4
뽰	쁠	3
멽	쀤	3
덩	쀃	5
듗	쀇	5
랥	쀓	2
뜦	쀑	2
뜥	쀑	2
낭	쀂	2
떒	쀉	3
띎	쀑	3
믭	쀶	4
륡	쀛	4
낯	쀂	2
낮	쀂	2
딘	쀉	1
빙	쁛	2
댩	쀃	4
댪	쀃	4
렭	쀓	6
닃	쀃	3
끮	쀁	6
믮	쀶	4
믯	쀶	4
뾆	쁦	1
렣	쀓	5
뗑	쀉	4
낰	쀂	2
룹	쀛	2
룻	쀛	2
둮	쀇	2
뼩	쁞	2
뜧	쀑	2
듭	쀈	2
뽹	쁤	2
룺	쀛	2
럧	쀓	3
뛟	쀎	2
븇	쁕	1
렇	쀓	4
뮧	쀴	3
띏	쀑	3
뎄	쀃	6
뽾	쁤	6
붥	쁓	2
봿	쁎	2
듮	쀈	2
떓	쀉	3
돸	쀅	3
먯	쀤	2
밮	쀹	2
뙮	쀋	4
뙯	쀋	3
똴	쀋	2
댫	쀃	4
뤰	쀛	3
뀍	쀁	2
믂	쀶	2
랦	쀓	2
뵀	쁎	2
삍	쀎	1
뜒	쀑	1
벚	쀺	3
럨	쀓	3
듣	쀈	1
돹	쀅	3
댬	쀃	4
