glyph_unified	src_ref	pronunciation	meaning
󴄡	D1-03225	pʰo̹⁵⁵	面（食品吃了很～）。
󴄢	D1-03226	t͡ʂʰo̹⁵⁵	使…挂。
󴄣	D1-03227	t͡ʂo⁵⁵	木桩桩（钉的）。
󴄤	D1-03301	le⁵⁵	高兴。
󴄥	D1-03302	lu³³	吠（狗～）。
󴄦	D1-03303	ɬɯ̰⁵⁵	皮革。
󴄧	D1-03304	bo̰²¹	耀（～眼）。
󴄨	D1-03305	ᵑɡʰɤ²¹	冷（寒～）。
󴄩	D1-03306	ʂo̹³³	绕，理（～布线）。
󴄪	D1-03307	po⁵⁵	人（父子三～）。
󴄫	D1-03308	ᵑɡʰɤ̰⁵⁵	脚（后跟）。
󴄬	D1-03309	ɣo̹⁵⁵	讥笑。
󴄭	D1-03310	ɡu²¹	螺蛳。
󴄮	D1-03311	kʰɚ̰⁵⁵	缺（碗口～，嘴～）。
󴄯	D1-03312	du²¹	僵（手指冻～）。
󴄰	D1-03313	ɳo̹⁵⁵	丢失，遗失。
󴄱	D1-03314	di⁵⁵/de⁵⁵	世间，地球。
󴄲	D1-03315	ho̹³³	公黄牛。
󴄳	D1-03316	tḛ⁵⁵	穿（～鞋），戴（～帽）。
󴄴	D1-03317	tɑ̰²¹	扁。
󴄵	D1-03318	ⁿdʰe²¹	容纳（～～多少人）。
󴄶	D1-03319	lo̹²¹	容易。
󴄷	D1-03320	ŋɤ³³	杉（树）。
󴄸	D1-03321	t͡ɕi⁵⁵/t͡ɕo³³	梳（动词）。
󴄹	D1-03322	ko⁵⁵	使…披（～衣）。
󴄺	D1-03323	ⁿdʰo̹²¹/ⁿdo̹̰²¹	平坦。
󴄻	D1-03324	ᵑɡʰo̰²¹	写。
󴄼	D1-03325	tɑ̰⁵⁵	鹰。
󴄽	D1-03401	ŋo̰⁵⁵	薅（秧）。
󴄾	D1-03402	lɔ²¹⁻³³	便宜，轻（～重）。
󴄿	D1-03403	ɕḭ²¹	搴（～松毛）。
󴅀	D1-03404	lu³³	菌子。
󴅁	D1-03405	bḛ²¹	球（松～）。
󴅂	D1-03406	pɔ⁵⁵	酸（～得过分）。
󴅃	D1-03407	bɤ³³	祖父。
󴅄	D1-03408	pɑ̰²¹	只（一～鞋）。
󴅅	D1-03409	se³³	谁。
󴅆	D1-03410	ⁿd͡zʰɿ⁵⁵	忍耐。
󴅇	D1-03411	lo̹⁵⁵	歪斜。
󴅈	D1-03412	tḛ⁵⁵	舂（～米）。
󴅉	D1-03413	t͡ɕʰɚ³³	被（～他打）。
󴅊	D1-03414	do̹̰²¹/ɬo̰²¹	睾丸。
󴅋	D1-03415	ⁿd͡zʰḭ²¹	劈（～明子）。
󴅌	D1-03416	fe³³	分（动词）。
󴅍	D1-03417	ⁿdʰɔ⁵⁵	扔，丢，掷。
󴅎	D1-03418	ko̰⁵⁵	锅桩石。
󴅏	D1-03419	zi²¹	压（～在下边）。
󴅐	D1-03420	ɣo̰⁵⁵ʑḭ³³	生气。
󴅑	D1-03421	zḭ⁵⁵	豹子。
󴅒	D1-03422	ᵑɡʰɯ̰⁵⁵	戳（针～着）。
󴅓	D1-03423	ŋɤ̰⁵⁵	辣（太阳～）。
󴅔	D1-03424	ʑɑ̰⁵⁵	样（鞋～）。
󴅕	D1-03425	ɳu⁵⁵	添（菜）。
󴅖	D1-03426	ʂɚ⁵⁵	滤（过～）。
󴅗	D1-03427	mi³³	咯（～脚），刺（～耳）。
󴅘	D1-03428	lo⁵⁵	驴（毛～）。
󴅙	D1-03429	lo⁵⁵	茶。
󴅚	D1-03430	fi⁵⁵	使…穿。
󴅛	D1-03431	tɑ̰²¹	费（～工）。
󴅜	D1-03501	ɑ⁵⁵pɑ̰²¹	乳房。
󴅝	D1-03502	ȵḭ⁵⁵	雾。
󴅞	D1-03503	pʰu⁵⁵	瓜。
󴅟	D1-03504	t͡sʰu⁵⁵	凑（～钱）。
󴅠	D1-03505	ʑi⁵⁵t͡se²¹	锯子。
󴅡	D1-03506	t͡su²¹⁻³³	蹲。
󴅢	D1-03507	ʑɯ̰⁵⁵	尖（堆～）。
󴅣	D1-03508	ho̰²¹	拌（搅～）。
󴅤	D1-03509	hɑ̰²¹	鼠，子（属相）。
󴅥	D1-03510	ve²¹	豺狼，豺狗。
󴅦	D1-03511	pu²¹	背（～绳）（几股一起）。
󴅧	D1-03512	kʰɚ̰²¹	抖（～灰）。
󴅨	D1-03513	hṵ³³	养（～子女，～头发）。
󴅩	D1-03514	te²¹	贷（私人间互相借贷，定期还的一种方式）。
󴅪	D1-03515	te³³	独（～儿子）。
󴅫	D1-03516	ɳɚ²¹	脖子。
󴅬	D1-03517	bo̰⁵⁵	吻。
󴅭	D1-03518	pe³³	戒指。
󴅮	D1-03519	tɯ̰⁵⁵	蒙（～鼓），绷（～鼓）。
󴅯	D1-03520	bɤ²¹	的（你～）。
󴅰	D1-03521	ɑ²¹	词头。
󴅱	D1-03522	to̹⁵⁵	拴（～在地桩上）。
󴅲	D1-03523	pe³³	做，办（～事）。
󴅳	D1-03524	nḛ²¹	垫（鞍）。
󴅴	D1-03525	ⁿdʰɔ⁵⁵	盖（～被子）。
󴅵	D1-03526	dɯ³³	尖（棍子～），梢（树～）。
󴅶	D1-03601	pe³³	毕（摩）。
󴅷	D1-03602	vɔ³³	盘旋。
󴅸	D1-03603	bo̰²¹	床（一～被）。
󴅹	D1-03604	pʰe²¹	泼（～水），撒（～粪）。
󴅺	D1-03605	pʰo̰²¹	翻（～肠），反（～穿衣）。
󴅻	D1-03606	pe³³	肚子。
󴅼	D1-03607	sɑ̰²¹	碗。
󴅽	D1-03608	pʰɚ̰²¹	犁板。
󴅾	D1-03609	d͡ʑu³³	筋。
󴅿	D1-03610	tɯ³³/tʰɯ³³	折（～树枝），撇（～树枝）。
󴆀	D1-03611	ⁿdʰɯ³³	爬（地上～行）。
󴆁	D1-03612	t͡sɑ̰³³	段（一～路）。
󴆂	D1-03613	ᵑɡʰu²¹	祭祀桩。
󴆃	D1-03614	pu³³	圆，球形。
󴆄	D1-03615	pe²¹	茧（手～）。
󴆅	D1-03616	pʰɑ̰³³	半夜。
󴆆	D1-03617	dɚ²¹	矮（～朵朵）。
󴆇	D1-03618	ᶮd͡ʑʰɤ²¹	串（一～珠子）。
󴆈	D1-03619	ŋɔ²¹	红薯。
󴆉	D1-03620	pʰɑ̰⁵⁵	另（外）。
󴆊	D1-03621	t͡ʂʰɔ³³	生姜。
󴆋	D1-03622	t͡ʂʰu²¹	种（人～）。
󴆌	D1-03623	ʂɚ̰²¹	撕（～烂衣服）。
󴆍	D1-03624	to³³	页（一～），张（一～）。
󴆎	D1-03625	dɯ⁵⁵	挑（棍子头～），拈（用筷～）。
󴆏	D1-03626	pʰu⁵⁵	不会生儿的母畜。
󴆐	D1-03701	pʰe³³	臼（盐～）。
󴆑	D1-03702	tʰu²¹	穿（～孔）。
󴆒	D1-03703	pʰu²¹	开（～门，～锁）。
󴆓	D1-03704	ʂe³³	水獭。
󴆔	D1-03705	ȵɤ̰²¹	挟（用筷子～）。
󴆕	D1-03706	t͡sɿ³³	毛（睫～），芒（谷～，麦～）。
󴆖	D1-03707	ʑɑ̰²¹	弄（～叶子）。
󴆗	D1-03708	ɕḭ²¹	毛（绵羊～）。
󴆘	D1-03709	kʰɑ̰⁵⁵	簸（～米）。
󴆙	D1-03710	t͡sʰi³³	药。
󴆚	D1-03711	xɯ̰⁵⁵	泡沬子。
󴆛	D1-03712	mi³³	肘（手～），后跟（脚～～）。
󴆜	D1-03713	t͡ʂʰi⁵⁵	早饭。
󴆝	D1-03714	t͡ʂʰʅ³³	甜。
󴆞	D1-03715	ɣo̹²¹	笑。
󴆟	D1-03716	ɬɑ̰³³bɤ³³	重孙。
󴆠	D1-03717	t͡ɕʰɤ̰³³	冻（冰～）。
󴆡	D1-03718	fɚ̰²¹	盆（木～）。
󴆢	D1-03719	t͡so³³	煨（～水），烧（～水）。
󴆣	D1-03720	ɣɚ²¹	实（～岁）。
󴆤	D1-03721	dɔ³³	着（吃～，住～，站～）。
󴆥	D1-03722	ᶯd͡ʐʰɚ̰⁵⁵	掼（～谷子），打（鞭～）。
󴆦	D1-03723	te²¹	砧板。
󴆧	D1-03724		住（拴～），起（拴～）。
󴆨	D1-03725	t͡sɿ³³	堵（～水）。
󴆩	D1-03801	pʰɚ̰⁵⁵	修（～菜叶）。
󴆪	D1-03802	t͡ʂu³³	钟（庙里的大～）。
󴆫	D1-03803	lḛ²¹	滚（～石头）。
󴆬	D1-03804	kɤ²¹bɤ²¹	灶。
󴆭	D1-03805	pʰi³³	条（一～裤子）。
󴆮	D1-03806	d͡ʑḭ⁵⁵	绝（～种）。
󴆯	D1-03807	mo³³t͡ʂo⁵⁵	么（什～）。
󴆰	D1-03808	t͡ʂo̹³³	炎（伤口发～）。
󴆱	D1-03809		谢（～谢）。
󴆲	D1-03810	ŋo̰²¹	心窝骨。
󴆳	D1-03811	t͡ʂʰʅ³³	麂子。
󴆴	D1-03812	ɕi³³	死。
󴆵	D1-03813	sḭ²¹	树，柴。
󴆶	D1-03814	ŋo̰⁵⁵	握，勾，扣（～枪机）。
󴆷	D1-03815	ɳɔ²¹	等，等候。
󴆸	D1-03816	pe²¹	得（吃～动）。
󴆹	D1-03817	sɤ̰²¹	抚摸。
󴆺	D1-03818	ɳɯ³³	风。
󴆻	D1-03819	kʰo̰⁵⁵	年，岁。
󴆼	D1-03820	sɿ⁵⁵	渴（口～）。
󴆽	D1-03821	d͡ʑi²¹	融化。
󴆾	D1-03822	du³³	食物。
󴆿	D1-03823	t͡ʂu⁵⁵	猜。
󴇀	D1-03824	vɚ̰⁵⁵	搓（～绳子）。
󴇁	D1-03825	tɚ³³	（树）林。
󴇂	D1-03826	pʰɑ̰²¹	边（那～，这～）。
󴇃	D1-03827	nḛ³³	鞋子。
󴇄	D1-03828	ᶮd͡ʑʰe⁵⁵	分离，隔开，岔开。
󴇅	D1-03901	vi²¹	稗子。
󴇆	D1-03902	kʰo²¹	多（～少），怎（～么），何（～时）。
󴇇	D1-03903	t͡ɕɑ̰²¹	抓（～东西）。
󴇈	D1-03904	d͡ʐo⁵⁵	唤（～牲畜）。
󴇉	D1-03905	vi³³	（刀）刃（锋利）。
󴇊	D1-03906	lɯ̰⁵⁵	脱（～衣服）。
󴇋	D1-03907	ɬɤ̰⁵⁵	晒。
󴇌	D1-03908	ʑu²¹	拿，捉。
󴇍	D1-03909	ɖɚ̰⁵⁵	闪亮，闪（电）。
󴇎	D1-03910	t͡sɤ²¹	理（齐），使…齐。
󴇏	D1-03911	kɑ̰⁵⁵	阻隔（被洪～～）。
󴇐	D1-03912	lɚ̰⁵⁵	刨（～木头）。
󴇑	D1-03913	pʰɤ²¹	胀（肚子～，泡～）。
󴇒	D1-03914	t͡ʂʰɑ̰²¹	芽国（刚结的～～）。
󴇓	D1-03915	bḭ²¹	（鼻）子。
󴇔	D1-03916	lɔ³³	呀（助词）。
󴇕	D1-03917	d͡ʑi³³	（很）神，灵应。
󴇖	D1-03918	ʂɔ³³	瞅（人）。
󴇗	D1-03919	hɚ̰²¹	擤（～鼻涕）。
󴇘	D1-03920	mɚ̰²¹	扒（用棍子～甩），生气甩头走。
󴇙	D1-03921	du²¹	翅（～膀）。
󴇚	D1-03922	kɯ²¹	打雷。
󴇛	D1-03923	tu³³	髓（骨～）。
󴇜	D1-03924	ʑḭ⁵⁵	睡。
󴇝	D1-03925	pʰo⁵⁵	父（母）。
󴇞	D1-03926	ⁿd͡zʰḭ²¹	凶恶作怪（指人或狗）。
󴇟	D1-03927	o⁵⁵	肚子。
󴇠	D1-04001	xɯ³³	肯（～不～）。
󴇡	D1-04002	ko̰²¹	皮（眼～，树～）。
󴇢	D1-04003		他（～家）。
󴕥	D1-04004	ɡɔ²¹	梅葛（文史）。
󴇤	D1-04005	d͡zɯ̰³³	套（一～衣服）。
󴇥	D1-04006	kʰu⁵⁵	灰（灶～）。
󴇦	D1-04007		锻（～磨）。
󴇧	D1-04008		戥子，钱（量词）。
󴇨	D1-04009		从（～哪来）。
󴇩	D1-04010		荨蔴。
󴇪	D1-04011	vɚ̰²¹	扒（～土）。
󴇫	D1-04012	ʈo³³	生（～火），烧（～火）。
󴇬	D1-04013	de³³	处（～所，坐～，站～）。
󴇭	D1-04014	do²¹	棍子。
󴇮	D1-04015	ɣu³³	疯（～子）。
󴇯	D1-04016	ɬu²¹	涮（～衣服）。
󴇰	D1-04017	d͡ʐu²¹	筷子。
󴇱	D1-04018		翻译。
󴇲	D1-04019	de⁵⁵	地方。
󴇳	D1-04020		庹（两手伸开的长度）。
󴇴	D1-04021	po³³	青蛙。
󴇵	D1-04022	po⁵⁵	公（～水牛）。
󴇶	D1-04023	vɚ²¹	圆，圆形。
󴇷	D1-04024	d͡ʐʅ²¹	承认（～错误）。
󴇸	D1-04025	ɕo³³	早（～上，～点）。
󴇹	D1-04026	zḭ²¹	星（火～）。
󴇺	D1-04027	ɦɑ̰²¹	松鼠。
󴇻	D1-04028	ɖɯ⁵⁵	漤（在水中烫）。
󴇼	D1-04029	nɑ̰³³	看。
󴇽	D1-04030	ŋɯ³³	哭。
󴇾	D1-04031		麝香。
󴇿	D1-04032		调皮（手脚闲不住）。
󴈀	D1-04033	tɚ̰²¹/ʔɚ̰²¹	瞎（眼～）。
󴈁	D1-04034	ɦo²¹	百。
󴈂	D1-04035	d͡ʑu²¹	手镯。
󴈃	D1-04036	ɣu²¹	肠子，山里红。
󴈄	D1-04037	tɑ̰⁵⁵	要（～账）。
󴈅	D1-04038	sɯ⁵⁵	像，似，一样，相似。
󴈆	D1-04039	pḭ⁵⁵/tʰḭ²¹	蹦，跳，跳舞。
󴈇	D1-04040	mo³³	个，竹子，饱满。
󴈈	D1-04041	ɳo̰²¹	月亮，一个月。
󴈉	D1-04042	ʈʰo̰²¹	蛋。
󴈊	D1-04043	t͡ɕi³³	胆（苦～）。
󴈋	D1-04044	t͡sʰo²¹	热（气候～，～水）。
󴈌	D1-04045	t͡sʰo³³	盐。
󴈍	D1-04046	ɣɤ²¹	菜刀。
󴈎	D1-04047	ɬo⁵⁵	裤子。
󴈏	D1-04048	ɬo³³	舌头。
󴈐	D1-04049	ʂɤ̰²¹	盖盖，盖子。
󴈑	D1-04050	xɤ²¹	海。
󴈒	D1-04051	ᶯd͡ʐʰo̰²¹	锁（名、动）。
󴈓	D1-04052	ʔɔ²¹	鹅。
󴈔	D1-04053	ʂu²¹	野鸡。
󴈕	D1-04054	t͡ʂɑ̰²¹	绳子。
󴈖	D1-04201	ŋɑ̰⁵⁵	张（～嘴）。
󴈗	D1-04202	ʔu³³	头，首（～先）。
󴈘	D1-04203	ɬi⁵⁵	秧（菜～，稻～）。
󴈙	D1-04204	t͡sʰḭ²¹	鹿。
󴈚	D1-04205	t͡ʂʰɑ̰²¹	脐（肚～）。
󴈛	D1-04206	pu³³	赞扬，表扬，颂。
󴈜	D1-04207	bṵ²¹	菩萨。公黄牛。
󴈝	D1-04208	bṵ⁵⁵	罐，坛子。
󴈞	D1-04209	to̰⁵⁵	云雀。
󴈟	D1-04210	ȵi²¹	在（～碗里，～器皿里）。
󴈠	D1-04211	ʔḛ²¹	鸭子。
󴈡	D1-04212	sɯ²¹	拣（猪在地上吹气拣粮食吃）。
󴈢	D1-04213	kɚ̰⁵⁵	掏，抠，刻。
󴈣	D1-04214	vi⁵⁵	分（头发～梳）。
󴈤	D1-04215	ɳo̰⁵⁵	猴子。
󴈥	D1-04216	ᵑɡʰɯ³³	墒，垅（～地）。凸（～出来）。
󴈦	D1-04217	li³³	榴（石～）。
󴈧	D1-04218	t͡ʂo̰²¹	剃（～头）。
󴈨	D1-04219	t͡ɕɚ³³	条（一～绳，一～羊，一～牛）。
󴈩	D1-04220	lo̰⁵⁵	够。
󴈪	D1-04221	tʰe²¹	张（～开口袋）。
󴈫	D1-04222	lɚ̰⁵⁵	舔。
󴈬	D1-04223	ᵑɡʰo³³	荞子。
󴈭	D1-04224	pʰe⁵⁵	捞（把豆皮～去）。
󴈮	D1-04225	t͡ʂʰɑ̰²¹	芽果（刚结的嫩果）。
󴈯	D1-04226	zɯ⁵⁵	聚，集会。
󴈰	D1-04227	ʑo̰⁵⁵	勺，调羹。
󴈱	D1-04228	so̹²¹	穿（～针）。
󴈲	D1-04301	t͡sɯ⁵⁵	挑唆，告密。
󴈳	D1-04302	t͡ʂʰo̹̰²¹	耐（～打，～寒）。
󴈴	D1-04303	ᵑɡʰɔ²¹	拖，拉。
󴈵	D1-04304	mu²¹	哥哥。
󴈶	D1-04305	pɚ³³	女人生殖器。
󴈷	D1-04306	nɑ̰²¹	眼（睛）。
󴈸	D1-04307	t͡ɕo̹⁵⁵	汗水。传染。
󴈹	D1-04308	ᶮd͡ʑʰo̹̰²¹	（豆）腐。
󴈺	D1-04309	pɔ³³	（耳）朵。
󴈻	D1-04310	pɤ³³	搜查。
󴈼	D1-04311	ᵑɡʰɑ̰⁵⁵	追赶。
󴈽	D1-04312	pʰɤ³³	（蜂）包。
󴈾	D1-04313	ȵḭ⁵⁵	饿。
󴈿	D1-04314	lɤ̰²¹	慢。
󴉀	D1-04315	lo̰²¹	石（～头）。
󴉁	D1-04316	ʑɔ³³	美（美丽）。
󴉂	D1-04317	t͡ɕo³³	橄榄。
󴉃	D1-04318	lu³³	吊锅，沙锅。
󴉄	D1-04319	ⁿdʰɯ⁵⁵	想，想念。
󴉅	D1-04320	mɔ⁵⁵	老。毕摩。官长。
󴉆	D1-04321	o⁵⁵	吊锅，沙锅。
󴉇	D1-04322	tʰo̹̰²¹	癫痫。
󴉈	D1-04323	ⁿdʰu²¹	打（～人）。
󴉉	D1-04324	su³³	觉（睡一～）。
󴉊	D1-04325	ᵐbʰu²¹	啼，叫（公鸡～）。
󴉋	D1-04326	d͡zi²¹	男人生殖器。
󴉌	D1-04327	bɤ²¹	蹄子（牛，马，羊～）。
󴉍	D1-04328	no̰⁵⁵	髓（脑～）。
󴉎	D1-04329	ɳo̰²¹	蛆，生蛆。
󴉏	D1-04330	mu²¹	面（麦～，面粉）。
󴉐	D1-04331	ⁿd͡zʰɔ²¹	学，学习。
󴉑	D1-04401	mɤ³³	含（～在嘴里）。
󴉒	D1-04402	mɚ²¹	熟。
󴉓	D1-04403	bo̰²¹	亮（月～，～堂堂）。
󴉔	D1-04404	ᵐbʰḭ³³	溢（液体满后溢出来）。
󴉕	D1-04405	bṵ²¹	（鸡）膆子。
󴉖	D1-04406	se³³	挑选，选。
󴉗	D1-04407	t͡ɕʰɑ̰²¹/t͡ɕɤ²¹	性交。
󴉘	D1-04408	mɤ³³	闭（～嘴）。
󴉙	D1-04409	pu⁵⁵	使…背。
󴉚	D1-04410	d͡zɔ²¹	习惯，瘾。
󴉛	D1-04411	ᶮd͡ʑʰɑ̰²¹	窥探，调查。
󴉜	D1-04412	ᵑɡʰo̹³³	疥疮。
󴉝	D1-04413	t͡ʂʰo³³	车（纺～，水～，牛～，马～）。
󴉞	D1-04414	t͡ʂo̹³³	板栗，椎栗树。
󴉟	D1-04415	no̹̰²¹	细（面粉～）。
󴉠	D1-04416	fo⁵⁵	簸箕，筛子。
󴉡	D1-04417	ᶯd͡ʐʰo̹²¹	瓤（瓜～）。
󴉢	D1-04418	ŋɔ²¹	土瓜。
󴉣	D1-04419	ᵐbʰɤ²¹	馊（～饭）。
󴉤	D1-04420	pʰe²¹	撒（～粪）。
󴉥	D1-04421	pʰɤ⁵⁵	罩，按（用手或物套住鸟）。
󴉦	D1-04422	ɳɯ³³	鸽子，斑鸠。
󴉧	D1-04423	lɤ³³mɤ³³	暖和，温暖。
󴉨	D1-04424	t͡sɑ̰⁵⁵	连接，传递。
󴉩	D1-04425	t͡ʂʰe³³	料（马～）。
󴉪	D1-04501	lu³³	道理，俗话。
󴉫	D1-04502	tʰu³³	厚。
󴉬	D1-04503	nɑ̰²¹	黑。
󴉭	D1-04504	nɑ̰²¹	深。贪心。
󴉮	D1-04505	d͡ʑo̹²¹/d͡ʑo̹³³	酒席。打场。
󴉯	D1-04506	kɚ³³	（弯）曲。
󴉰	D1-04507	tʰu⁵⁵	开（～亲，～路）。
󴉱	D1-04508	t͡ɕi³³	炼（～铁，～铜）。
󴉲	D1-04509	t͡ɕe⁵⁵	领（衣服～）。
󴉳	D1-04510	lu²¹	城（～市）。
󴉴	D1-04511	ʈʰu³³	白，银子。
󴉵	D1-04512	pɑ̰²¹	碗。
󴉶	D1-04513	t͡sʰɑ̰²¹	齐（人来～）。
󴉷	D1-04514	kʰɤ⁵⁵	舀，盛（～饭）。
󴉸	D1-04515	ɳo³³	多（～～少少）。
󴉹	D1-04516	t͡ʂḭ⁵⁵	尿臭。
󴉺	D1-04517	t͡ʂe²¹	锯子。
󴉻	D1-04518	t͡ɕʰɔ⁵⁵	响（～声）。
󴉼	D1-04519	dɑ̰²¹	脏。
󴉽	D1-04520	d͡ʐo⁵⁵	腰。
󴉾	D1-04521	ʂʅ⁵⁵	使…睡。
󴉿	D1-04522	ʂɤ²¹	审（～问）。
󴊀	D1-04523	ⁿd͡zʰe²¹	桥。
󴊁	D1-04524	ᶮd͡ʑʰo̰³³	想念，爱。
󴊂	D1-04525	pɑ̰⁵⁵	绊（～脚～手）。
󴊃	D1-04526	ᵑɡʰɤ̰²¹	棺材。
󴊄	D1-04527	kɑ̰²¹	花色，花布。
󴊅	D1-04528	me⁵⁵	嫂嫂。
󴊆	D1-04529	t͡sʰo³³	斧头（斧子）。
󴊇	D1-04601	lɔ²¹	箐箐，凹子。
󴊈	D1-04602	t͡sʰɑ³³ɖe³³	锛（名词）。
󴊉	D1-04603	ᶮd͡ʑʰḭ²¹	余（～出，多～）。
󴊊	D1-04604	ɳɑ̰⁵⁵	净肉，肉。
󴊋	D1-04605	nɑ̰²¹	板栗。
󴊌	D1-04606	mɑ²¹	不，没有。
󴊍	D1-04607	kɤ³³	关，囚禁（使动）。
󴊎	D1-04608	ʔo̹³³	叫（麂子～）。
󴊏	D1-04609	ʔɤ²¹	捧（手～）。
󴊐	D1-04610	pɚ̰²¹	裂出。倒置。
󴊑	D1-04611	ɳo²¹	撒谎。
󴊒	D1-04612	ᵑɡʰo³³	嚼（嘴～）。
󴊓	D1-04613	xɚ²¹	么（为什～）。
󴊔	D1-04614	ʑḭ⁵⁵	被子。
󴊕	D1-04615	d͡ʐɔ²¹	一转。一轮。一趟。
󴊖	D1-04616	sɯ³³	木炭。
󴊗	D1-04617	se²¹	怎么，怎样，如何。
󴊘	D1-04618	ᶮd͡ʑʰɤ̰²¹	斗架（牛羊～～）。
󴊙	D1-04619	dḛ⁵⁵	作主。
󴊚	D1-04620	t͡ɕʰe⁵⁵	接（用手或衣接）。
󴊛	D1-04621	bi²¹	肚脐。
󴊜	D1-04622	t͡su⁵⁵⁻²¹	罩（～鸡）。竖谷把的～。
󴊝	D1-04623	ʂʅ³³	升（一～），升（～子）。
󴊞	D1-04624	pʰu⁵⁵	遇（相～）。
󴊟	D1-04625	hɑ̰⁵⁵	守（看～）。
󴊠	D1-04626	t͡sʰo̹³³	催（～促）。
󴊡	D1-04627	vɚ̰⁵⁵	过（～来，～去）。
󴊢	D1-04628	ŋɔ²¹	瓦（盖房子的）。
󴊣	D1-04701	kɤ̰²¹	壳（脑～）。
󴊤	D1-04702	si³³	口吃（说话～～）。
󴊥	D1-04703	pʰu⁵⁵⁻³³	祖（先）。
󴊦	D1-04704	pʰɤ̰⁵⁵	恶心（见脏物～～）。
󴊧	D1-04705	pu³³	桶（蜂～）。
󴊨	D1-04706	kɑ̰²¹	篦帽，雨帽。
󴊩	D1-04707	kʰɑ̰¹	胀，性发（性欲）。
󴊪	D1-04708	mɑ⁵⁵	灰包（粮食～～）。拜寄（～～干爹）。
󴊫	D1-04709	ᵐbʰe⁵⁵	发芽（发棵）。
󴊬	D1-04710	o²¹	越来越。
󴊭	D1-04711	bo²¹/tɚ̰²¹	腮巴。
󴖃	D1-04712	ɣo̰⁵⁵	南（～方）。
󴊯	D1-04713	lɤ³³	个（一个儿子）。
󴊰	D1-04714	mɑ̰³³	梦。
󴊱	D1-04715	ɬo̹³³	樱桃（名词）。
󴊲	D1-04716	d͡zo³³	吃。
󴊳	D1-04717	ᶮd͡ʑʰɔ²¹	冷。
󴊴	D1-04718	ᶮd͡ʑʰo²¹	通过，进出。
󴊵	D1-04719	kɤ̰²¹	准备，预备。
󴊶	D1-04720	dɔ³³	的（助词，来～，去～，穿～，喝～）。
󴊷	D1-04721	dɔ²¹	平坦。
󴊸	D1-04722	dɔ³³	服，习惯（服水土）。
󴊹	D1-04723	ʔɤ²¹	打饱嗝。
󴊺	D1-04724	ᵐbʰo̰²¹	饱（吃～）。
󴊻	D1-04725	xɚ̰⁵⁵	失约，被歪。
󴊼	D1-04726	bɑ̰²¹	（竹）帘。
󴊽	D1-04727	tʰo⁵⁵	约定。
󴊾	D1-04801	hɑ̰³³	（一）夜，（一）晚（日子）。
󴊿	D1-04802	d͡ʐe³³	牲口（牲畜）。
󴋀	D1-04803	ɣɔ³³	小腿肚。
󴋁	D1-04804	to̰²¹	竖（～柱子）。
󴋂	D1-04805	lɑ̰²¹	犁板。
󴋃	D1-04806	tʰo⁵⁵⁻³³	时间。
󴋄	D1-04807	bo̰²¹	扇（一～门），床（一～被子）。
󴋅	D1-04808	ɬɑ̰²¹	烫（名词，形容词）。
󴋆	D1-04809	t͡ɕi⁵⁵	梳子。
󴋇	D1-04810	lɔ²¹	（一）石（粮）。
󴋈	D1-04811	pu²¹	（嘴）巴。
󴋉	D1-04812	vɤ²¹	桃子。
󴋊	D1-04813	t͡ʂḭ²¹	拔（～草）。
󴋋	D1-04814	t͡ɕɚ³³	记（～住，～忆）。
󴋌	D1-04815	kʰɑ⁵⁵	哪儿，哪里。
󴋍	D1-04816	ʂɑ̰⁵⁵	害羞。
󴋎	D1-04817	zɯ̰⁵⁵	揉。
󴋏	D1-04818	kɤ̰²¹	假面俱。
󴋐	D1-04819	ⁿd͡zʰo³³	能干，能力强。
󴋑	D1-04820	ʂɤ̰²¹	舍（～本，水～下去）。
󴋒	D1-04821	pʰɑ̰⁵⁵	（碓）档。
󴋓	D1-04822	ɬɯ̰⁵⁵	使…蜕（皮）。
󴋔	D1-04823	t͡ɕo̹³³	星星。
󴋕	D1-04824	kɤ⁵⁵	浪费，耗资，耗。
󴋖	D1-04825	fɚ³³	甩（～掉）。
󴋗	D1-04826	tʰɤ³³	那（～个，～人）。
󴋘	D1-04827	mɔ⁵⁵	妹妹（妹子）。
󴋙	D1-04901	t͡su²¹	丛（一～苗）。
󴋚	D1-04902	di³³	和（我～你都去）。
󴋛	D1-04903	pʰɔ²¹	逃跑。
󴋜	D1-04904	bu²¹	脸颊，嘴巴。
󴋝	D1-04905	t͡ʂʰḭ⁵⁵	凉水。
󴋞	D1-04906	tɯ²¹	告（～诉，控～）。
󴋟	D1-04907	t͡sɤ⁵⁵	装（～东西）。
󴋠	D1-04908	ŋɯ̰²¹	话，语言。
󴋡	D1-04909	t͡ɕo̹⁵⁵	茄子。
󴋢	D1-04910	vɤ⁵⁵	躲（雨）。
󴋣	D1-04911	pɤ⁵⁵	肿。
󴋤	D1-04912	ᶮd͡ʑʰɯ̰⁵⁵	咒（不礼貌的话）。
󴋥	D1-04913	pʰɚ̰²¹	掀（开），翻（开）。
󴋦	D1-04914	se³³	还，还再，再。
󴋧	D1-04915	fo̹³³	左（左右的～）。
󴋨	D1-04916	pʰɤ²¹	膀胱。
󴋩	D1-04917	ʈʰɔ⁵⁵	脸（～面）。
󴋪	D1-04918	t͡ɕe³³	冠（鸡～），鬃（马鬃）。
󴋫	D1-04919	dḭ²¹	颤抖状。
