glyph_unified	src_ref	pronunciation	meaning
󵢍	D2-0462	ɡɯ³³	（ɑ²¹～ȵi³³）明（天）。
󵢎	D2-0463	dɛ³³	追踪（足迹和谣言）。
󵢏	D2-0464	hə³³	铁。
󵢐	D2-0465	pi⁵⁵	关（门），盖（房子）。
󵢑	D2-0466	ta³³	横砍。
󵢒	D2-0467	t͡ɕi²¹	狗，戌年。
󵢓	D2-0468	ʂa³³	沙子。
󵢔	D2-0469	d͡ʑe³³	（～bɯ³³）蓑衣。
󵢕	D2-0470	dɛ²¹	（～pɯ³³）挎。
󵢖	D2-0471	zu²¹	心慌，着急。
󵢗	D2-0472	d͡ʐɯ²¹	点头。
󵢘	D2-0473	nə⁵⁵	蘸。
󵢙	D2-0474	so³³	肚子黄（鸟名）。
󵢚	D2-0475	mi⁵⁵	耳鸣。
󵢛	D2-0476	pə²¹	栽秧果。
󵢜	D2-0477	pə⁵⁵	（～lə²¹）灰（尘），灰尘，渣渣。
󵢝	D2-0478	ɣa³³	恶心，发呕之状。
󵢞	D2-0479	ha⁵⁵	打哈欠。
󵢟	D2-0480	mi²¹	软弱无力之状静。
󵢠	D2-0481	d͡ʑi³³	生活环境及条件。
󵢡	D2-0482	d͡ʑe³³	（t͡ɕʰe³³～）（吼）叶，吼叶。
󵢢	D2-0483	di³³	又缩又矮状。
󵢣	D2-0484	ɡu³³	一溜地，一块地。
󵢤	D2-0485	ʑo²¹	高傲自大。
󵢥	D2-0486	sə³³	摸（看不见的用手摸）。
󵢦	D2-0487	du²¹	笃慕（彝族祖名）。
󵢧	D2-0488	ɡə²¹	行（犁地的路数）。
󵢨	D2-0489	bɛ²¹	破，（脚划）烂。
󵢩	D2-0490	mo⁵⁵	教，指点。
󵢪	D2-0491	pʰə³³	拴。
󵢫	D2-0492	t͡ʂu⁵⁵	（皮破）卷起。
󵢬	D2-0493	ta⁵⁵	（一）筒（树），（一）段（路）。
󵢭	D2-0494	pʰu²¹	膀，（sɛ²¹）膀胱，尿泡。
󵢮	D2-0495	si³³	扫，擦。
󵢯	D2-0496	fu²¹	哄，哄骗。
󵢰	D2-0497	t͡sʰi²¹	塞，堵塞（洞）。
󵢱	D2-0498	t͡su³³	（～pu³³）棕，棕树。
󵢲	D2-0499	lə²¹	（一）条（牛），（一）匹（马）。
󵢳	D2-0500	mi³³	（一）处，处所。
󵢴	D2-0501	si³³	扫（地），擦（桌子）。
󵢵	D2-0502	ŋe³³	（ɑ³³～）小孩。
󵢶	D2-0503	ti⁵⁵	专门，专程。
󵢷	D2-0504	me²¹	（汗）垢。
󵢸	D2-0505	t͡ɕʰe⁵⁵	污秽。
󵢹	D2-0506	bɛ²¹	（打）烂。
󵢺	D2-0507	nɛ⁵⁵	宗族，做斋。
󵢻	D2-0508	sa³³	（～ɣə³³）凉爽。
󵢼	D2-0509	mɯ³³	痴呆。
󵢽	D2-0510	nə⁵⁵	（mi²¹～）（清）静，清静。
󵢾	D2-0511	ʑi²¹	（～pʰo²¹）岳父。
󵢿	D2-0512	lo³³	（bo³³～）毕摩法帽，法幅。
󵣀	D2-0513	tə³³	折（回），叠（回）。
󵣁	D2-0514	zi²¹	擦，搓（手）。
󵣂	D2-0515	ŋo²¹	五。
󵣃	D2-0516	hə²¹	（də²¹～）草果。
󵣄	D2-0517	lu³³	炒（菜）。
󵣅	D2-0518	ɕe⁵⁵	汉（族）。
󵣆	D2-0519	t͡ʂʰɯ³³	伤（人和身），欺负，冲撞。
󵣇	D2-0520	ho²¹	（lo²¹～）家支名。
󵣈	D2-0521	he⁵⁵	八。
󵣉	D2-0522	ŋo³³	我。
󵣊	D2-0523	χia³³	（撵山狗）叫。
󵣋	D2-0524	te⁵⁵	正在（吃着）。
󵣌	D2-0525	mo³³	妈。
󵣍	D2-0526	hɯ⁵⁵	周围。
󵣎	D2-0527	ua²¹	（乌鸦）叫。
󵣏	D2-0528	sə⁵⁵	（我）才（不去）。
󵣐	D2-0529	kɔ³³	彝族的一个支系。
󵣑	D2-0530	d͡ʐa²¹	晚饭。
󵣒	D2-0531	t͡ʂə⁵⁵	（lo²¹～）千斤扣。
󵣓	D2-0532	t͡ʂɯ⁵⁵	吮，吸。
󵣔	D2-0533	t͡ɕe³³	醃，酸（味）。
󵣕	D2-0534	t͡ɕʰi²¹	粪，肥料。
󵣖	D2-0535	ɕio⁵⁵	脾。
󵣗	D2-0536	du³³	通（洞）。
󵣘	D2-0537	ɡo²¹	（～t͡ʂʰə³³）秋千。
󵣙	D2-0538	la³³	（～li⁵⁵）私房。
󵣚	D2-0539	ʂɯ⁵⁵	扭（着脚），拧（毛巾）。
󵣛	D2-0540	ze³³	柱子。
󵣜	D2-0541	pʰo²¹	人，族，（t͡sʰɑ³³～）男人。
󵣝	D2-0542	bo²¹	缎子。
󵣞	D2-0543	t͡se⁵⁵	再，又（来）。
󵣟	D2-0544	ɕi⁵⁵	新（旧）。
󵣠	D2-0545	pɯ³³	教（生牛）。
󵣡	D2-0546	tu³³	起，起来，起立，开启。
󵣢	D2-0547	ɡo²¹	（～χɯ²¹）行李。
󵣣	D2-0548	t͡ɕʰi²¹	嫁，妻子。
󵣤	D2-0549	li³³	四。
󵣥	D2-0550	vɛ²¹	捻（毛线），搓。
󵣦	D2-0551	he³³	房子，房屋。
󵣧	D2-0552	he³³	（～lo²¹）花獐（会掏蜂的）。
󵣨	D2-0553	t͡ʂʰɯ²¹	孤（儿），寡（妇），孤寡。
󵣩	D2-0554	dɛ²¹	打（枪），弹（棉花）。
󵣪	D2-0555	ȵa⁵⁵	（～mo³³）蜘（蛛），蜘蛛。
󵣫	D2-0556	ho³³	鞍。
󵣬	D2-0557	ɣɯ²¹	（～sə³³）面（前），面前，前面。
󵣭	D2-0558	mio³³	迟（早），慢（走），来晚了。
󵣮	D2-0559	ɣɯ²¹	前（后），前边。
󵣯	D2-0560	pi⁵⁵	挑扛（自动）。
󵣰	D2-0561	kɯ⁵⁵	（蛋）壳，（荞）壳。
󵣱	D2-0562	pʰə²¹	襁褓（包小孩用），包，窠。
󵣲	D2-0563	və²¹	（老）实，（诚）实，（稳）实。
󵣳	D2-0564	dɛ²¹	打（铁），打（粮）。
󵣴	D2-0565	t͡ɕa³³	空（手）。
󵣵	D2-0566	ɕe²¹	（哭一）场，（打一）场。
󵣶	D2-0567	mo³³	妹子。
󵣷	D2-0568	lu⁵⁵	（～ɣɑ²¹）香椿。
󵣸	D2-0569	o²¹	飘扬（下垂飘动样）。
󵣹	D2-0570	t͡sʰɛ²¹	立即。马上。
󵣺	D2-0571	mo³³	（no³³～）蚕（豆），蚕豆。
󵣻	D2-0572	tʰu²¹	图（吃），图（穿）。
󵣼	D2-0573	tʰe³³	刀（快），刀（锋利）。
󵣽	D2-0574	o²¹	竹（mo³³）（古语）。
󵣾	D2-0575	tʰe³³	同岁，同年纪。
󵣿	D2-0576	lo³³	岩鸟甲（树名）。
󵤀	D2-0577	ʑo³³	邀约。
󵤁	D2-0578	t͡ɕʰe²¹	（lo²¹～）犁铧。
󵤂	D2-0579	to²¹	台（阶）。
󵤃	D2-0580	ka⁵⁵	野（外），丫口。
󵤄	D2-0581	pə⁵⁵	笨（手）笨（脚）。（kʰiɛ²¹）剖，劈（瓜）。
󵤅	D2-0582	lɛ³³	锡。
󵤆	D2-0583	kiɛ³³	格，（一）间（房）。
󵤇	D2-0584	ʂi⁵⁵	尝（味道）。
󵤈	D2-0585	tʰɛ⁵⁵	砍（树）。
󵤉	D2-0586	na²¹	（ɕe²¹～）客人。
󵤊	D2-0587	bɯ²¹	（～di³³）肾。
󵤋	D2-0588	ə³³	喊叫。
󵤌	D2-0589	t͡ɕe³³	（一）驮（粮食）。
󵤍	D2-0590	t͡ɕʰe²¹	（一）句（话）。
󵤎	D2-0591	lə³³	（锄头）脱。
󵤏	D2-0592	ȵo³³	（宽）窄。
󵤐	D2-0593	ɕe²¹	（～nɑ²¹）客人。
󵤑	D2-0594	t͡ɕo⁵⁵	（sɛ²¹～）李子。
󵤒	D2-0595	t͡ɕe⁵⁵	隔（奶），隔开，分开。
󵤓	D2-0596	t͡ɕi⁵⁵	刺，扎，用针扎。
󵤔	D2-0597	sə³³	（一）辈（子），（一）生。
󵤕	D2-0598	ʑe²¹	（～t͡ɕʰe²¹）月琴。
󵤖	D2-0599	χɯ²¹	行李，披毡。
󵤗	D2-0600	t͡ɕo⁵⁵	四（儿子），排行老四。
󵤘	D2-0601	nɛ²¹	吗（表示疑问）。
󵤙	D2-0602	se²¹	咱们。
󵤚	D2-0603	d͡ze²¹	潮湿。
󵤛	D2-0604	t͡ɕia⁵⁵	（面）酱。
󵤜	D2-0605	d͡ʐe²¹	男奴隶。
󵤝	D2-0606	d͡ʑe³³	（sɛ²¹～）鸡膆子树。
󵤞	D2-0607	χɯ⁵⁵	忌恨。
󵤟	D2-0608	d͡zɛ²¹	扎（篱笆）（名词，动词）。
󵤠	D2-0609	li³³	拌，搅，绕，缠。
󵤡	D2-0610	fu³³	（ʂi⁵⁵～）山草。
󵤢	D2-0611	ʑi²¹	公公，姑父。
󵤣	D2-0612	ʂo³³	收（庄稼）。
󵤤	D2-0613	li⁵⁵	（ɡɑ³³～）（茄）子。
󵤥	D2-0614	fu³³	嫁（姑娘）。
󵤦	D2-0615	pʰe³³	劈（柴）。
󵤧	D2-0616	mɯ²¹	阉（鸡）。
󵤨	D2-0617	be²¹	（脚开）裂。
󵤩	D2-0618	de³³	（深）浅。
󵤪	D2-0619	də²¹	穿（鞋），戴（帽），结（果）。
󵤫	D2-0620	ɡiɛ²¹	撵（追赶之意）。
󵤬	D2-0621	e⁵⁵	现，（～kɯ⁵⁵）现在，如今。
󵤭	D2-0622	d͡zɛ³³	贼，土匪，小偷。
󵤮	D2-0623	t͡ʂu⁵⁵	挨，磨。
󵤯	D2-0624	ma⁵⁵	弄脏，涂，画。
󵤰	D2-0625	ku³³	（le³³～）项圈。
󵤱	D2-0626	vao²¹	筛（动词）。
󵤲	D2-0627	t͡si⁵⁵	（竹）节，（骨）节。
󵤳	D2-0628	tʰu³³	剁（肉）。
󵤴	D2-0629	t͡ɕe³³	（树）根。
󵤵	D2-0630	no³³	（～t͡sʰi²¹）药。
󵤶	D2-0631	fe⁵⁵	浪费（财物）。
󵤷	D2-0632	ba̠²¹	深厚表达心情的礼品。
󵤸	D2-0633	me³³	（sɛ⁵⁵～）懂事清楚。
󵤹	D2-0634	lɛ²¹	耷拉（大耳朵），下垂。
󵤺	D2-0635	ze⁵⁵	修（树枝）。
󵤻	D2-0636	le³³	二（儿子），排行老二。
󵤼	D2-0637	kʰu²¹	耳语。
󵤽	D2-0638	d͡ʑu³³	枯，干（瘪）（树）枯，（水源）枯。
󵤾	D2-0639	di²¹	（le²¹～）胳肢窝。
󵤿	D2-0640	d͡ʑe³³	（天）亮，清（水），（酒）醒。
󵥀	D2-0641	hə²¹	酒药。
󵥁	D2-0642	lə⁵⁵	痢疾。
󵥂	D2-0643	le⁵⁵	比。
󵥃	D2-0644	t͡ʂo⁵⁵	喂（使动）。
󵥄	D2-0645	d͡ʑu³³	菜叶枯黄。
󵥅	D2-0646	pʰə³³	私生子。
󵥆	D2-0647	d͡zɛ²¹	编，编（草席），打（草鞋）。
󵥇	D2-0648	tu²¹	搀扶。
󵥈	D2-0649	kʰə³³	码（柴），堆（动词）。
󵥉	D2-0650	ɣə⁵⁵	大印，公章。
󵥊	D2-0651	ɡu²¹	弯，回（来了）。
󵥋	D2-0652	tʰə²¹	结（疙瘩）。
󵥌	D2-0653	kiɛ̠⁵⁵	挖（地洞）。
󵥍	D2-0654	t͡ɕe³³	（le³³～）瘿袋。
󵥎	D2-0655	d͡zɛ²¹	骑（使动）。
󵥏	D2-0656	pʰe³³	砍，伐（木），砍伐，伐木。
󵥐	D2-0657	tə⁵⁵	沉淀（使动），落底（使动）。
󵥑	D2-0658	nu³³	问，听（自动）。
󵥒	D2-0659	ze³³	持（刀），（拿）住。
󵥓	D2-0660	mi³³	可口（味美），好吃。
󵥔	D2-0661	ŋə²¹	看（使动）。
󵥕	D2-0662	t͡ʂa³³	绕开，称呼。
󵥖	D2-0663	ɕi³³	疲倦。
󵥗	D2-0664	mo²¹	犁，耕（地）。
󵥘	D2-0665	ɡe³³	（宽）处，晒场。
󵥙	D2-0666	d͡ʐe³³	债，赊（帐）。
󵥚	D2-0667	li⁵⁵	（bɯ²¹～）以后，之后。
󵥛	D2-0668	d͡ʐɯ³³	怪（你），因由引起，起因，由于。
󵥜	D2-0669	ɣo³³	（sɛ²¹～）杨梅。
󵥝	D2-0670	t͡ʂʰɯ²¹	午饭。
󵥞	D2-0671	d͡ʑi²¹	（刀）钝。
󵥟	D2-0672	si²¹	好过愉快。
󵥠	D2-0673	ʑi³³	鸡。
󵥡	D2-0674	pia³³	躲（在某处）。
󵥢	D2-0675	t͡ɕʰi³³	（下蛋的）窝，（鸡）窝。
󵥣	D2-0676	bi²¹	芋头。
󵥤	D2-0677	bɯ³³	（公野鸡）叫。
󵥥	D2-0678	d͡zɛ²¹	骑（自动）。
󵥦	D2-0679	bɯ²¹	虫蚕。
󵥧	D2-0680	da³³	（桶）底，（鞋）底。
󵥨	D2-0681	ɣə²¹	（我）家（里）。
󵥩	D2-0682	bɯ³³	（mo³³～）竹笋。
󵥪	D2-0683	d͡ʐa²¹	河。
󵥫	D2-0684	lə²¹	钻（进）。
󵥬	D2-0685	t͡ʂʰɛ²¹	织（布）。
󵥭	D2-0686	le³³	（tʰɛ³³～）飘飘然。
󵥮	D2-0687	ti⁵⁵	（～bo²¹）下的坡。
󵥯	D2-0688	fɛ³³	（伤口）发炎。
󵥰	D2-0689	kʰo³³	（lo²¹～）篾帽。
󵥱	D2-0690	mə⁵⁵	（～ku³³）屁股。
󵥲	D2-0691	zə²¹	用，使用。
󵥳	D2-0692	ʑo²¹	痒。
󵥴	D2-0693	pa³³	翘（首）。
󵥵	D2-0694	tʰo³³	拍（小孩）。
󵥶	D2-0695	se⁵⁵	后天。
󵥷	D2-0696	d͡ze²¹	菜（谱），（下放）菜。
󵥸	D2-0697	du²¹	利益，赚。
󵥹	D2-0698	ʑi⁵⁵	（pu⁵⁵～）故意，偏偏。
󵥺	D2-0699	ʂu³³	输，败。
󵥻	D2-0700	ɣɛ²¹	耐，坚持。
󵥼	D2-0701	la²¹	小木盆。
󵥽	D2-0702	d͡ʑe²¹	（bɯ²¹～）蝉，知了。
󵥾	D2-0703	hia³³	哭丧（放声哭诉）。
󵥿	D2-0704	ɡu²¹	（te³³～）小肚，怀（抱），小腹，肚子。
󵦀	D2-0705	za³³	该，应该。
󵦁	D2-0706	tʰə⁵⁵	一起来，一齐来。
󵦂	D2-0707	li³³	卷（袖）。
󵦃	D2-0708	t͡sʰə³³	宴（客），宴请。
󵦄	D2-0709	d͡ʑi³³	碎（米）。
󵦅	D2-0710	d͡ʐo²¹	（乱）叫，语无伦次（骂人咒人）。
󵦆	D2-0711	hɯ⁵⁵	边沿。
󵦇	D2-0712	no⁵⁵	引诱，阉（绵羊），诱惑。
󵦈	D2-0713	me³³	（sɛ²¹～）核桃。
󵦉	D2-0714	ȵɛ²¹	站立。
󵦊	D2-0715	se³³	（～pʰo²¹）主（人）。
󵦋	D2-0716	pia²¹	成（不得）。
󵦌	D2-0717	t͡ʂa⁵⁵	（ɑ⁵⁵～）喜鹊。
󵦍	D2-0718	t͡ʂɯ⁵⁵	很（小），最。
󵦎	D2-0719	kʰo²¹	（ʑi³³～）梿枷。
󵦏	D2-0720	ʂi⁵⁵	撒（种）。
󵦐	D2-0721	t͡sʰə³³	（～du²¹）碓。
󵦑	D2-0722	pu⁵⁵	蒸（饭）。
󵦒	D2-0723	le³³	（从整体中）匀（出）。
󵦓	D2-0724	po³³	（油）渣。
󵦔	D2-0725	d͡ʐa²¹	（一）首，（一）曲。
󵦕	D2-0726	no³³	（ȵi³³～）羡慕，爱慕（指人或物）。
󵦖	D2-0727	lə²¹	（疙）瘩，死疙瘩。
󵦗	D2-0728	tʰu²¹	伤口化脓的疼状。
󵦘	D2-0729	χə²¹	（露水带）掉（状），逝世，仙逝，超度。
󵦙	D2-0730	pe⁵⁵	香菌。
󵦚	D2-0731	t͡ɕʰa⁵⁵	迈步。
󵦛	D2-0732	le³³	隔，隔离，隔出来。
󵦜	D2-0733	fɛ³³	压饭，劝饭。
󵦝	D2-0734	tɔ³³	骡子。
󵦞	D2-0735	t͡sʰi²¹	（pə³³）肺。
󵦟	D2-0736	hɯ³³	闷（热），闷（洋芋）。
󵦠	D2-0737	t͡ɕʰe³³	驮（动词）。
󵦡	D2-0738	ʑo³³	右（手）。
󵦢	D2-0739	d͡zə³³	对，双（量词）。
󵦣	D2-0740	ze²¹	下（动词），下（去）。
󵦤	D2-0741	ʂi⁵⁵	青草，草。
󵦥	D2-0742	d͡zu³³	居（住），居住。
󵦦	D2-0743	bia³³	（盐）淡，淡忘，记性不好。
󵦧	D2-0744	zɛ²¹	编（织）。
󵦨	D2-0745	ʑa³³	仅，仅仅，只是。
󵦩	D2-0746	mu²¹	（zi²¹～）（蓖）麻，蓖麻。
󵦪	D2-0747	po⁵⁵	（～t͡ʂʰa²¹）鞭（炮），鞭炮。
󵦫	D2-0748	bo³³	（ɕo³³～）（葵）花，葵花，向日葵。
󵦬	D2-0749	pʰɛ²¹	荒，闲（地）。
󵦭	D2-0750	tʰi⁵⁵	除（粪），出（力）。
󵦮	D2-0751	da²¹	话。
󵦯	D2-0752	li³³	森林。
󵦰	D2-0753	pɯ³³	做豆腐，象声词（po⁵⁵）（放鞭炮的响声）。
󵦱	D2-0754	lə³³	温泉。
󵦲	D2-0755	t͡si⁵⁵	基（层），基（地）。
󵦳	D2-0756	t͡ɕi⁵⁵	（～kʰu²¹）筲，筲箕。
󵦴	D2-0757	t͡ʂo³³	（一）藤，（一）棵（花），串，（藤）条。
󵦵	D2-0758	ze⁵⁵	讲价，议价，砍价。
󵦶	D2-0759	ku³³	（tu³³～）贫穷，贫脊，瘦。
󵦷	D2-0760	hɯ³³	铸（犁头），铸造，锻造，用模具制造。
󵦸	D2-0761	d͡zi³³	（～vu³³）生气。
󵦹	D2-0762	bɯ³³	（ʂu³³～）包谷，玉米。
󵦺	D2-0763	de²¹	入，进入，进去。
󵦻	D2-0764	pʰə³³	（被水）冲（走）。
󵦼	D2-0765	mo³³	（父）母，大（路），雌性。
󵦽	D2-0766	d͡zi²¹	保密，严密，无缝，没有空隙。
󵦾	D2-0767	ti³³	（淹）没，淹没，泡，浸泡。
󵦿	D2-0768	bɛ²¹	（外）面，（那）边。
󵧀	D2-0769	χɯ⁵⁵	（烟）薰。
󵧁	D2-0770	ʑo²¹	痒。
󵧂	D2-0771	d͡ʐə²¹	楔（名词，动词）。
󵧃	D2-0772	pʰo³³	（玉麦花）炸裂。
󵧄	D2-0773	tə⁵⁵	填（土），填（空）。
󵧅	D2-0774	ka⁵⁵	公山羊。
󵧆	D2-0775	ka³³	生命，脉搏。
󵧇	D2-0776	na²¹	近，附近，挨着。
󵧈	D2-0777	ȵi³³	（～ve³³）山药。
󵧉	D2-0778	d͡ʑo³³	路，道，道路。
󵧊	D2-0779	du³³	侄。
󵧋	D2-0780	lo³³	獐子，麝（香）。
󵧌	D2-0781	da³³	喝，咽下。
󵧍	D2-0782	ka³³	（里）面，从外指向内。
󵧎	D2-0783	mo⁵⁵	（～ʂu³³）高粱。
󵧏	D2-0784	lɛ³³	（嘴）唇，嘴唇。
󵧐	D2-0785	tin²¹	点（名），点名，点东西，核对。
󵧑	D2-0786	bɛ³³	掉，脱掉，脱落，自己掉下来。
󵧒	D2-0787	tʰe³³	瘪（谷）。
󵧓	D2-0788	t͡sʰi⁵⁵	吝啬，小气，计较。
󵧔	D2-0789	tʰo²¹	网（抬的鱼～）。
󵧕	D2-0790	bɯ³³	（tʰɑ²¹～bɯ³³）（松）球，（牛儿）小，圆球。
󵧖	D2-0791	zu²¹	寄生（草树）。
󵧗	D2-0792	tʰe³³	（刀子）快。
󵧘	D2-0793	bo²¹	（厚）薄。
󵧙	D2-0794	d͡ʐu³³	（麻）雀。
󵧚	D2-0795	bɛ²¹	藕。
󵧛	D2-0796	nɛ²¹	粘连，黏。
󵧜	D2-0797	ʂə³³	（lo³³～）尖刀草。
󵧝	D2-0798	le⁵⁵	为，为了。
󵧞	D2-0799	tʰə⁵⁵	叩（头），磕头。
󵧟	D2-0800	ʑɛ³³	翻，犁板田，翻地，扒开。
󵧠	D2-0801	to²¹	挑（使动）。
󵧡	D2-0802	zu³³	大麦。
󵧢	D2-0803	d͡ʐu²¹	打扮，扮演，演戏。
󵧣	D2-0804	ho⁵⁵	了，（吃）掉，（喝）掉（表示完成）。
󵧤	D2-0805	e⁵⁵	噎（脖子），卡住。
󵧥	D2-0806	ku²¹	（a²¹～）哪些，哪类。
󵧦	D2-0807	su⁵⁵	（～lo²¹）棉（花）。
󵧧	D2-0808	la³³	山岭，山梁子。
󵧨	D2-0809	hɯ⁵⁵	旁，旁边。
󵧩	D2-0810	vi³³	（花椒）麻。
󵧪	D2-0811	ɡa²¹	破烂（衣物）。
󵧫	D2-0812	he⁵⁵	（～tə³³）千层肚。
󵧬	D2-0813	be³³	柴块。
󵧭	D2-0814	hia²¹	稀（泥巴）。
󵧮	D2-0815	ɣɯ³³	（树）荫。
󵧯	D2-0816	ɕo³³	香。
󵧰	D2-0817	lo³³	船舟。
󵧱	D2-0818	ta³³	喂（水）。
󵧲	D2-0819	tʰo²¹	莫别。
󵧳	D2-0820	d͡ʑo²¹	（说给他）听，听见。
󵧴	D2-0821	me²¹	万。
󵧵	D2-0822	zo²¹	儿子，男子。
󵧶	D2-0823	na⁵⁵	（～lu³³）枕头，靠。
󵧷	D2-0824	də²¹	（ɣu⁵⁵～）（狐）狸，狐狸。
󵧸	D2-0825	mo³³	（tʰɑ²¹kʰiɛ²¹～）穿山甲。
󵧹	D2-0826	li³³	（bɯ²¹～）（蠕）动，（翻）动。
󵧺	D2-0827	ʑi³³	（～kʰo²¹）梿枷。
󵧻	D2-0828	ȵia²¹	赌咒。
󵧼	D2-0829	no²¹	你们。
󵧽	D2-0830	no³³	冲菜。
󵧾	D2-0831	ȵi²¹	不知不觉，好意思。
󵧿	D2-0832	le³³	（kiɛ⁵⁵～）垭口，丫口。
󵨀	D2-0833	bɯ²¹	（～lɯ²¹）蠕（动），蠕动。
󵨁	D2-0834	ʑo²¹	好，漂亮，形容大美。
󵨂	D2-0835	ʑɛ²¹	大。
󵨃	D2-0836	bi²¹	放（屁）。
󵨄	D2-0837	lu²¹	手滛。
󵨅	D2-0838	ti³³	泡（汤水）。
󵨆	D2-0839	tə⁵⁵	沉淀。
󵨇	D2-0840	ȵi²¹	彝（族）。
󵨈	D2-0841	d͡ʑo³³	踩，踏。
󵨉	D2-0842	ə³³	（猫）叫。
󵨊	D2-0843	tʰo²¹	（～le²¹）刀子。
󵨋	D2-0844	tʰo²¹	拐骗（他人），拐卖，骗卖。
󵨌	D2-0845	za³³	生（小孩）。
󵨍	D2-0846	mɯ²¹	（ɣu³³～）柳树。
󵨎	D2-0847	nu²¹	休息，停止，停下，停住。
󵨏	D2-0848	tin³³	钉（钉子）。
󵨐	D2-0849	t͡ʂa³³	（一）趟，（一）转，（一）回，（一）圈。
󵨑	D2-0850	t͡ʂʰa³³	沿，顺（着）。
󵨒	D2-0851	kʰu³³	（ɣu⁵⁵～）帽子。
󵨓	D2-0852	ɡe²¹	给，给予。
󵨔	D2-0853	ve²¹	猪。
󵨕	D2-0854	tʰi²¹	（十）一，（二十）一（专用词）。
󵨖	D2-0855	tu³³	千。
󵨗	D2-0856	tʰo²¹	（用衣襟）兜（着），接住。
󵨘	D2-0857	ɡu³³	（一）丘（田），块。
󵨙	D2-0858	ho³³	下（雨），下雨雨。
󵨚	D2-0859	lo²¹	（su⁵⁵～）棉花。
󵨛	D2-0860	ɣɯ³³	数。
󵨜	D2-0861	ɡia²¹	种（地），种地，出工，做活，干活。
󵨝	D2-0862	ȵia²¹	糯（米），粘（形容词）。
󵨞	D2-0863	t͡si³³	姐姐。
󵨟	D2-0864	tɛ²¹	（～li⁵⁵）（衣）袋。
󵨠	D2-0865	d͡zi²¹	闭（嘴）。
󵨡	D2-0866	pi⁵⁵	抬，扛（双人）。
󵨢	D2-0867	be²¹	（～nə³³）臭味。
󵨣	D2-0868	d͡ʐɯ³³	相信。
󵨤	D2-0869	bə²¹	倒，倒下去，倒闭。
󵨥	D2-0870	a³³	（～bə²¹）仍然，还是，表示感叹。
󵨦	D2-0871	d͡ʑo³³	陷（下），陷下去，陷进去。
󵨧	D2-0872	ʑi³³	（me³³～）（眼）泪，眼泪。
󵨨	D2-0873	ʂa²¹	错，错误。
󵨩	D2-0874	lu⁵⁵	（～pʰu²¹）荨麻。
󵨪	D2-0875	biu³³	（一）步，步伐。
󵨫	D2-0876	d͡za²¹	好（整体性好），品种好，种类好。
󵨬	D2-0877	vɛ⁵⁵	（坡）陡。
󵨭	D2-0878	ko³³	养（父母）。
󵨮	D2-0879	tu³³	（～ku³³）瘦。
󵨯	D2-0880	te⁵⁵	（～no²¹）佃（农），佃农。
󵨰	D2-0881	ɕe²¹	讲，说，理睬，讲叙，叙话。
󵨱	D2-0882	de³³	憨，傻，愚蠢。
󵨲	D2-0883	bɯ²¹	（ȵɛ³³～），地莲花。
󵨳	D2-0884	t͡ɕa³³	爪子，抓。
󵨴	D2-0885	lo³³	（～ʂə³³）尖刀草。
󵨵	D2-0886	kɯ⁵⁵	（kʰə³³～tʰo²¹）古代，从前。
󵨶	D2-0887	ɣɯ²¹	（～ɣɑ²¹）骨头。
󵨷	D2-0888	ho³³	娶（媳妇）。
󵨸	D2-0889	t͡sʰe³³	（绳子）断，了断。
󵨹	D2-0890	t͡ɕe³³	盘，搬（东西）。
󵨺	D2-0891	ɕa⁵⁵	划（船），游泳。
󵨻	D2-0892	le⁵⁵	年轻（人）。
󵨼	D2-0893	t͡ʂʰa²¹	（～pe³³）（伙）伴，朋友，伙伴。
󵨽	D2-0894	tin⁵⁵	钉（被子）。
󵨾	D2-0895	dɛ³³	切（菜）。
󵨿	D2-0896	t͡sʰɛ³³	摘（花）。
󵩀	D2-0897	bu³³	（bɯ³³～）埂子，墙。
󵩁	D2-0898	d͡zi³³	迎（接）。
󵩂	D2-0899	de³³	赔还，赔偿，偿还。
󵩃	D2-0900	nu²¹	软，嫩，泡（核桃）。
󵩄	D2-0901	t͡sʰi⁵⁵	阉（母猪）。
󵩅	D2-0902	nu³³	（刀）背。
󵩆	D2-0903	la³³	勤快。
󵩇	D2-0904	fu⁵⁵	（～t͡sʰu³³）斧头，斧子。
󵩈	D2-0905	nu³³	（～bi³³）鼻（子），鼻子。
󵩉	D2-0906	d͡za²¹	（吃）腻（了）。
󵩊	D2-0907	kʰa³³	做（梦）。
󵩋	D2-0908	t͡ʂʰu²¹	（t͡ʂu³³～）（睡）醒。
󵩌	D2-0909	lu³³	（花）儿。
󵩍	D2-0910	kʰo⁵⁵	靠（枕头），垫。
󵩎	D2-0911	lo²¹	（一）两，量词。
󵩏	D2-0912	ȵi³³	绿。
󵩐	D2-0913	ʑi³³	（mɯ³³～）雾。
󵩑	D2-0914	mə⁵⁵	自己，各自。
󵩒	D2-0915	tɛ̠⁵⁵	麻风病。
󵩓	D2-0916	ɣɯ³³	（ɑ³³～）舅舅。
󵩔	D2-0917	ɣa²¹	好（事件性好）。
󵩕	D2-0918	tʰu²¹	细雨，梅雨。
󵩖	D2-0919	la³³	巷（kiɛ⁵⁵），巷道，山箐，山谷。
󵩗	D2-0920	sɔ³³	（t͡ɕe²¹～）（箱）子，箱子。
󵩘	D2-0921	pɛ³³	地弓。
󵩙	D2-0922	sa²¹	伞。
