glyph_unified	src_ref	pronunciation	meaning
󵩚	D2-0923	pʰə²¹	（no⁵⁵～）（葫）芦，葫芦。
󵩛	D2-0924	bɛ³³	脱毛。
󵩜	D2-0925	t͡sʰi²¹	刷地站起来，立即，马上。
󵩝	D2-0926	ŋe³³	（vi²¹～）（家）门，家门。
󵩞	D2-0927	ʂɯ⁵⁵	歪（嘴）。
󵩟	D2-0928	d͡ze²¹	潮湿。
󵩠	D2-0929	d͡ʑo²¹	（一）些，（一）点。
󵩡	D2-0930	be²¹	（地面）裂，（木板）裂。
󵩢	D2-0931	kʰa²¹	铺（床）。
󵩣	D2-0932	ʂi⁵⁵	种子。
󵩤	D2-0933	t͡sɛ³³	（一）把。
󵩥	D2-0934	t͡ʂʰu³³	铳枪。
󵩦	D2-0935	ʑo³³	香油。
󵩧	D2-0936	no³³	豆子。
󵩨	D2-0937	tʰu³³	啄，（蛇）咬。
󵩩	D2-0938	pu³³	（一）朵（花）。
󵩪	D2-0939	kiɛ³³	玩，玩耍。
󵩫	D2-0940	ŋo⁵⁵	（ʂə³³～）鳝鱼。
󵩬	D2-0941	me⁵⁵	风流，出风头。
󵩭	D2-0942	lo³³	（ko³³～）（困）难，困难，困苦，艰难。
󵩮	D2-0943	t͡ʂʰa²¹	（po⁵⁵～）（鞭）炮，鞭炮。
󵩯	D2-0944	ka⁵⁵	（手被）划（破），碰上，阻拦。
󵩰	D2-0945	ve⁵⁵	招（手），甩（手）。
󵩱	D2-0946	ȵi³³	冰。
󵩲	D2-0947	ʂi³³	消（肿），消失。
󵩳	D2-0948	t͡ʂʰui³³	（ɑ³³～）鹌鹑。
󵩴	D2-0949	pɯ⁵⁵	（～ʑi³³）脂，（树）浆。
󵩵	D2-0950	t͡su³³	开（水）。
󵩶	D2-0951	bia³³	（眼）花。
󵩷	D2-0952	d͡za²¹	人才，材料。
󵩸	D2-0953	kʰiɛ²¹	（tʰa²¹～mo³³）穿山甲。
󵩹	D2-0954	d͡ʑu²¹	惊（跳）。
󵩺	D2-0955	hio³³	留（下东西），留种，留下。
󵩻	D2-0956	ta⁵⁵	（吃）着，正在进行。
󵩼	D2-0957	tʰa⁵⁵	（开水）烫。
󵩽	D2-0958	su³³	的，者。
󵩾	D2-0959	po³³	返回，转回（回来）。
󵩿	D2-0960	sɛ²¹	喜爱，爱（喝酒）。
󵪀	D2-0961	t͡sʰu³³	（mi⁵⁵～）镰刀。
󵪁	D2-0962	t͡sʰɛ²¹	割（草）。
󵪂	D2-0963	mɯ³³	毛。
󵪃	D2-0964	bə³³	锛。
󵪄	D2-0965	kʰa²¹	擀毡子。
󵪅	D2-0966	ɡiɛ²¹	毒疮。
󵪆	D2-0967	ʂu⁵⁵	（～bu³³）明子（松树浆）。
󵪇	D2-0968	sio³³	拴（起来）。
󵪈	D2-0969	ɕi³³	去了。
󵪉	D2-0970	ɡa³³	（～li³³）放跑（自动）。
󵪊	D2-0971	bɯ³³	欠（账），差（账）。
󵪋	D2-0972	nɯ²¹	（好）久。
󵪌	D2-0973	t͡ɕʰe³³	（～t͡ɕʰe³³）箐鸡。
󵪍	D2-0974	t͡ʂʰɛ²¹	（鹰）叼（小鸡）。
󵪎	D2-0975	t͡ɕi³³	一发庄稼。
󵪏	D2-0976	kʰiɛ⁵⁵	（一）元（钱）。
󵪐	D2-0977	si³³	打吹（口哨）。
󵪑	D2-0978	lo²¹	（～t͡ɕʰe²¹）犁担，公黄牛，犁铧。
󵪒	D2-0979	du²¹	（he³³～）椽子。
󵪓	D2-0980	dɛ²¹	（雷）劈。
󵪔	D2-0981	pʰia²¹	（si²¹～）可爱（si²¹～），可亲可爱。
󵪕	D2-0982	bɛ²¹	摔跤。
󵪖	D2-0983	lo³³	（mo²¹～）正午，中午。
󵪗	D2-0984	tie³³	云，云彩。
󵪘	D2-0985	fu⁵⁵	爱护，溺爱。
󵪙	D2-0986	ta³³	（ɕe⁵⁵～）（害）羞，害羞。
󵪚	D2-0987	d͡ʐɯ²¹	赂（贿），赂贿。
󵪛	D2-0988	lɛ²¹	（平面的）宽。
󵪜	D2-0989	bɯ⁵⁵	尿，小便。
󵪝	D2-0990	mi³³	（土）地，土地。
󵪞	D2-0991	do³³	（～ɣɑ²¹）蕨菜。
󵪟	D2-0992	ʂu³³	（～mo⁵⁵）高粱。
󵪠	D2-0993	tʰe²¹	举（手），拍（手）。
󵪡	D2-0994	vi²¹	（～ŋe³³）家（门）。
󵪢	D2-0995	ne²¹	（来得）早。
󵪣	D2-0996	ha³³	触动。
󵪤	D2-0997	no³³	病，疼，痛。
󵪥	D2-0998	ɡiɛ²¹	赶（吆牲口）。
󵪦	D2-0999	tʰia³³	踢。
󵪧	D2-1000	de²¹	红芪皮树。
󵪨	D2-1001	ne⁵⁵	（水）深，早（来）。
󵪩	D2-1002	ȵi³³	你。
󵪪	D2-1003	t͡ɕʰe³³	（抽）签。
󵪫	D2-1004	d͡zə²¹	锈。
󵪬	D2-1005	d͡ʑo³³	等量（一样多）。
󵪭	D2-1006	zi⁵⁵	（闪）烁。
󵪮	D2-1007	tu³³	闯（入）。
󵪯	D2-1008	hɯ²¹	被子。
󵪰	D2-1009	mɯ²¹	（慢慢）地。
󵪱	D2-1010	lu²¹	龙，辰（属相）。
󵪲	D2-1011	t͡sʰɛ³³	摘（果子）。
󵪳	D2-1012	lə³³	松（使动）。
󵪴	D2-1013	t͡ʂo²¹	（一）次。
󵪵	D2-1014	t͡ʂʰa³³	有（盐）。
󵪶	D2-1015	ba²¹	六指。
󵪷	D2-1016	kʰa⁵⁵	（狗）咬（着）。
󵪸	D2-1017	he³³	（鬼）害（着）。
󵪹	D2-1018	t͡ɕe⁵⁵	煮。
󵪺	D2-1019	d͡ʐə²¹	互相。
󵪻	D2-1020	be³³	（t͡si⁵⁵～）膝盖。
󵪼	D2-1021	t͡ɕʰa²¹	声音。
󵪽	D2-1022		替字符号（表示重叠）。
󵪾	D2-1023	t͡sʰi²¹	（t͡si⁵⁵～）（口）痰。
󵪿	D2-1024	t͡ʂɯ³³	真。
󵫀	D2-1025	tʰə³³	隐瞒。
󵫁	D2-1026	la³³	大过樑。
󵫂	D2-1027	bo²¹	稀疏。
󵫃	D2-1028	ɕe²¹	亲戚。
󵫄	D2-1029	ɣɯ²¹	（ve³³～）面（前）。
󵫅	D2-1030	ə⁵⁵	（～kʰo²¹）蒿枝。
󵫆	D2-1031	bə²¹	（ɑ²¹～）仍然，还是。
󵫇	D2-1032	po³³	（寄）托，快递。
󵫈	D2-1033	lo⁵⁵	节省，省。
󵫉	D2-1034	nə³³	包芽，萌芽。
󵫊	D2-1035	ne³³	（噪子）哑。
󵫋	D2-1036	pə³³	（ɡə²¹～）小腿。
󵫌	D2-1037	ti³³	祭（龙），祭（谷）。
󵫍	D2-1038	mia²¹	算。
󵫎	D2-1039	mɛ²¹	（t͡ʂo³³～）东西，商品，货物。
󵫏	D2-1040	d͡zi²¹	赢，胜利。
󵫐	D2-1041	t͡ʂʰu³³	（一）类，（一）种，（这）号（人）。
󵫑	D2-1042	d͡ʑe²¹	床。
󵫒	D2-1043	nə⁵⁵	（mɯ²¹～si³³）樟木。
󵫓	D2-1044	bɯ²¹	（ɣu⁵⁵～）罐，（～bɯ²¹）罐，茶罐。
󵫔	D2-1045	pʰə³³	夸张，吹牛，瞎吹。
󵫕	D2-1046	me⁵⁵	讨要，乞讨。
󵫖	D2-1047	t͡ɕa²¹	伪造，取绰号。
󵫗	D2-1048	ɡɛ²¹	疮（嘴发热起泡）。
󵫘	D2-1049	χɯ⁵⁵	镀。
󵫙	D2-1050	nu²¹	水豆腐。
󵫚	D2-1051	ʑo²¹	（堆）尖。
󵫛	D2-1052	kuɛ⁵⁵	奇怪。
󵫜	D2-1053	t͡sɛ³³	（一）把。
󵫝	D2-1054	mɯ²¹	（～nə⁵⁵si³³）樟木。
󵫞	D2-1055	lɛ⁵⁵	装病，装什么，愉懒。
󵫟	D2-1056	ȵi²¹	（sɛ²¹～）（火）炭。
󵫠	D2-1057	mɯ²¹	乖顺，温顺。
󵫡	D2-1058	t͡ʂʰa³³	生（孩子），富有。
󵫢	D2-1059	ti³³	建造（房子）。
󵫣	D2-1060	d͡ʑu³³	（牛）干巴。
󵫤	D2-1061	d͡zə³³	（你）处。
󵫥	D2-1062	ȵɛ³³	鸟。
󵫦	D2-1063	t͡ʂʰe²¹	青棚（松毛棚子）。
󵫧	D2-1064	le²¹	（tʰo²¹～）刀子。
󵫨	D2-1065	sua³³	串门。
󵫩	D2-1066	pə²¹	（书）本。
󵫪	D2-1067	t͡ʂʰə³³	这。
󵫫	D2-1068	ne³³	（ɑ³³～）乌鸦。
󵫬	D2-1069	d͡ze²¹	生（肉），活（柴），粗鲁，鲁莽。
󵫭	D2-1070	t͡ɕʰi³³	脚。
󵫮	D2-1071	dɛ²¹	收拢（口袋）。
󵫯	D2-1072	su³³	彝人。
󵫰	D2-1073	le³³	（～du²¹）道理，俗话。
󵫱	D2-1074	fə⁵⁵	水灾，荒年，灾荒年。
󵫲	D2-1075	vɛ³³	搂。
󵫳	D2-1076	kɯ⁵⁵	（包谷）壳，（笋）壳。
󵫴	D2-1077	t͡ɕʰe³³	弓，弩。
󵫵	D2-1078	t͡ɕʰe²¹	（ʑe²¹～）月琴。
󵫶	D2-1079	ʑi²¹	（～pʰo²¹）公公（男人之义）。
󵫷	D2-1080	si³³	神。
󵫸	D2-1081	mɛ²¹	所有，全部。
󵫹	D2-1082	kʰu⁵⁵	（～tʰi⁵⁵）牛铃铛。
󵫺	D2-1083	sə³³	（～kʰə³³）恶俗，龌龊。
󵫻	D2-1084	kʰə³³	（sə³³～）恶俗，龌龊。
󵫼	D2-1085	lu³³	（ti³³～）笛子。
󵫽	D2-1086	so³³	好看。
󵫾	D2-1087	ko²¹	毛手毛脚，慌乱。
󵫿	D2-1088	pʰia²¹	面（见面）。
󵬀	D2-1089	t͡ʂo̠²¹	面酱。
󵬁	D2-1090	t͡ɕʰə³³	鸟，箐鸡，山鸡。
󵬂	D2-1091	t͡ʂʰɯ²¹	（ȵɛ³³～）画眉鸟。
󵬃	D2-1092	t͡ɕʰi³³	（牛羊）角。
󵬄	D2-1093	bi³³	（埂子）垮。
󵬅	D2-1094	tə³³	栽种。
󵬆	D2-1095	hia³³	（把弯的）校正。
󵬇	D2-1096	ke³³	更（好）。
󵬈	D2-1097	d͡ʑi²¹	柜子。
󵬉	D2-1098	t͡ɕi³³	愁，焦愁。
󵬊	D2-1099	bɯ²¹	蠓虫。
󵬋	D2-1100	ti³³	祭（祖）。
󵬌	D2-1101	za³³	（不）要。
󵬍	D2-1102	ʑa³³	苍，（mi²¹）苍蝇。
󵬎	D2-1103	di³³	（vu³³～）（蝌）蚪，蝌蚪。
󵬏	D2-1104	ȵe²¹	家谱。
󵬐	D2-1105	ȵi⁵⁵	泥土。
󵬑	D2-1106	də²¹	推。
󵬒	D2-1107	da³³	齐，并排，（一）双。
󵬓	D2-1108	me⁵⁵	（～ɣɯ³³）姑爷，（新）郎。
󵬔	D2-1109	t͡sʰi³³	砌（墙）。
󵬕	D2-1110	ti³³	（～lu³³）笛子。
󵬖	D2-1111	t͡ɕo²¹	快。
󵬗	D2-1112	t͡sɛ³³	（谷）把。
󵬘	D2-1113	lɛ²¹	（sɛ²¹～）珠子。
󵬙	D2-1114	lɛ²¹	蓝（色）。
󵬚	D2-1115	ku³³	（mə⁵⁵～）（屁）股，屁股。
󵬛	D2-1116	ʑe³³	（～liu⁵⁵）石榴。
󵬜	D2-1117	ne³³	给（要东西拿来之意）。
󵬝	D2-1118	pɯ⁵⁵	跌倒，摔。
󵬞	D2-1119	me³³	（今）晚。
󵬟	D2-1120	vi³³	（芋头）麻。
󵬠	D2-1121	o³³	（～tui⁵⁵）皇帝。
󵬡	D2-1122	ɡu³³	落（日），归宿，回落。
󵬢	D2-1123	me³³	明（松明子很～）。
󵬣	D2-1124	bo³³	吧（助词）。
󵬤	D2-1125	mə³³	随，跟随。
󵬥	D2-1126	t͡ɕʰo³³	（家）产，（地）产，（财）产。
󵬦	D2-1127	ka³³	烘，烤，焙。
󵬧	D2-1128	t͡ɕe³³	（ȵi⁵⁵～）土基。
󵬨	D2-1129	o⁵⁵	我们。
󵬩	D2-1130	t͡ɕo³³	拦（住），遮挡。
󵬪	D2-1131	t͡ʂʰə³³	经（吃），耐（用）。
󵬫	D2-1132	d͡zɛ³³	席（子），（滑）席。
󵬬	D2-1133	me²¹	咀，嘴。
󵬭	D2-1134	t͡ɕʰi⁵⁵	晚（上）。
󵬮	D2-1135	nə³³	（谷）穗，（麦）穗。
󵬯	D2-1136	mo²¹	（～mo³³）中午。
󵬰	D2-1137	tə⁵⁵	（血）凝结。
󵬱	D2-1138	mi⁵⁵	（～t͡sʰu³³）镰（刀）。
󵬲	D2-1139	bia³³	（衣裤）褪色。
󵬳	D2-1140	t͡sʰio³³	撬（石头）。
󵬴	D2-1141	fu³³	迷（路），迷失。
󵬵	D2-1142	pu³³	（t͡ʂɑ³³～）蚂蚱。
󵬶	D2-1143	d͡ze²¹	付，套。
󵬷	D2-1144	lə⁵⁵	酸味不正。
󵬸	D2-1145	ɕe²¹	奖，赏，送礼。
󵬹	D2-1146	kʰə³³	那（儿）。
󵬺	D2-1147	ɕu³³	洞，空心。
󵬻	D2-1148	pe³³	跑。
󵬼	D2-1149	se³³	挑，拣，选。
󵬽	D2-1150	t͡ɕʰi³³	哭嫁调。
󵬾	D2-1151	ŋə²¹	发觉，觉查，发现，查到。
󵬿	D2-1152	pə⁵⁵	（鱼）网。
󵭀	D2-1153	t͡ɕʰe³³	箐鸡。
󵭁	D2-1154	ʑu⁵⁵	萎靡，昏迷，休克。
󵭂	D2-1155	t͡ʂʰɯ⁵⁵	山羊。
󵭃	D2-1156	li⁵⁵	（sɛ²¹～）梨。
󵭄	D2-1157	t͡si⁵⁵	（一）杆（秤），（一）杆（枪）。
󵭅	D2-1158	fə⁵⁵	可惜，浪费。
󵭆	D2-1159	ʑo³³	（走）吧。
󵭇	D2-1160	ɡa³³	（病疼）呻吟。
󵭈	D2-1161	kʰa⁵⁵	嗑（瓜子）。
󵭉	D2-1162	və³³	买，购，赎回。
󵭊	D2-1163	mə⁵⁵	孵（小鸡）。
󵭋	D2-1164	ȵi⁵⁵	（长）短。
󵭌	D2-1165	lu²¹	（d͡ʑi²¹～）（福）禄，福禄。
󵭍	D2-1166	he³³	坑害，连累。
󵭎	D2-1167	ʑe²¹	（me³³～）很调皮，讨嫌。
󵭏	D2-1168	ɡu³³	拾，拣。
󵭐	D2-1169	pe³³	（一）场（雨），阵。
󵭑	D2-1170	bɯ²¹	（～d͡ʑe²¹）蝉（知了）。
󵭒	D2-1171	tu³³	倒，斟。
󵭓	D2-1172	d͡ze³³	滴，漏（水）。
󵭔	D2-1173	tʰi⁵⁵	（把嘴里饭和石子等一齐）吐（出）。
󵭕	D2-1174	kua²¹	管辖。
󵭖	D2-1175	ʂu⁵⁵	（bio²¹～）（蜂）蜡。
󵭗	D2-1176	ma⁵⁵	擦（药），涂（药）。
󵭘	D2-1177	t͡ɕo³³	中间，两地中间隔。
󵭙	D2-1178	ve³³	（一）捆（柴）。
󵭚	D2-1179	bi³³	松垮（一节节脱下来）。
󵭛	D2-1180	no⁵⁵	（～mi³³）（地）狱。
󵭜	D2-1181	t͡si²¹	（人）挤。
󵭝	D2-1182	no³³	（扯）疼。
󵭞	D2-1183	t͡se³³	聪明。
󵭟	D2-1184	kʰa²¹	（～po⁵⁵）另外，其他。
󵭠	D2-1185	d͡ʐo²¹	咒（骂）。
󵭡	D2-1186	ȵi³³	（手）指。
󵭢	D2-1187	ŋə²¹	悬岩（前倾状悬岩口）。
󵭣	D2-1188	ʂə³³	蛇，金子，黄。
󵭤	D2-1189	piu⁵⁵	豆角。
󵭥	D2-1190	mie⁵⁵	（食品吃了很）面。
󵭦	D2-1191	ȵi⁵⁵	（～ʂɯ⁵⁵）野（兽），野兽。
󵭧	D2-1192	d͡ze³³	木桩，（钉的）桩。
󵭨	D2-1193	ȵi⁵⁵	（bi³³～）（燕）子，燕子。
󵭩	D2-1194	kə²¹	大便，梗塞，骟羊，羯羊（no⁵⁵）。
󵭪	D2-1195	ka⁵⁵	挂（使）。
󵭫	D2-1196	ɡa³³	喘气，叹气。
󵭬	D2-1197	tɯ³³	杨掛，肠树。
󵭭	D2-1198	ti⁵⁵	（be³³～）白栗树。
󵭮	D2-1199	no⁵⁵	割，阉（羊），阉（绵羊）。
󵭯	D2-1200	χui⁵⁵	混（日子）。
󵭰	D2-1201	sɛ²¹	高兴，喜欢。
󵭱	D2-1202	lu³³	（狗）吠。
󵭲	D2-1203	d͡ʐɯ³³	（ʑe³³～）讥笑，嘲笑，讽刺。
󵭳	D2-1204	ɕu²¹	皮革。
󵭴	D2-1205	ke³³	耀（眼），刺眼。
󵭵	D2-1206	t͡ʂʰɯ⁵⁵	（寒）冷。
󵭶	D2-1207	ʂə³³	绕，理（布线）。
󵭷	D2-1208	ɡə²¹	（～mə⁵⁵）脚（后跟）。
󵭸	D2-1209	ʑu³³	（父子三）人（量词）。
󵭹	D2-1210	t͡si̠²¹	（ʂɯ̠²¹～）狮子。
󵭺	D2-1211	ɡu²¹	（bɯ²¹～）螺蛳。
󵭻	D2-1212	kʰiɛ⁵⁵	（碗口）缺，（嘴）缺。
󵭼	D2-1213	fi⁵⁵	（手冻）僵。
󵭽	D2-1214	pʰi⁵⁵	丢失，遗失。
󵭾	D2-1215	ve⁵⁵	穿（使动），（使他）穿（上衣服）。
󵭿	D2-1216	lə⁵⁵	（～mi³³）世间，地球，世界。
󵮀	D2-1217	hə³³	（lo²¹～）公黄牛。
󵮁	D2-1218	piɛ³³	扁。
󵮂	D2-1219	de³³	容纳（多少人），装得下多少。
󵮃	D2-1220	so³³	容易。
󵮄	D2-1221	ŋə³³	杉（树）。
󵮅	D2-1222	pɯ⁵⁵	梳（动）。
󵮆	D2-1223	ko⁵⁵	披（衣）（使动）。
󵮇	D2-1224	bə³³	平坦。
󵮈	D2-1225	vɛ²¹	写。
󵮉	D2-1226	ka⁵⁵	咯（脚），刺（耳），穿入。
󵮊	D2-1227	no⁵⁵	（～pʰə²¹）葫（芦），葫芦。
󵮋	D2-1228	t͡ʂʰu²¹	（ȵi³³～）辱没。
󵮌	D2-1229	ɕe⁵⁵	剔（豆筯）。
󵮍	D2-1230	t͡ɕa⁵⁵	鹰。
󵮎	D2-1231	də²¹	穿（鞋），戴（帽）。
󵮏	D2-1232	mo²¹	蓐。
󵮐	D2-1233	la³³	便宜，轻（重）。
󵮑	D2-1234	t͡ʂɯ³³	搴，拔（松毛）。
󵮒	D2-1235	mɯ³³	菌子。
󵮓	D2-1236	la²¹	（tʰɑ²¹～bɯ³³）（松）球。
󵮔	D2-1237	pia⁵⁵	酸（得过分）。
󵮕	D2-1238	po³³	祖父。
󵮖	D2-1239	bɛ²¹	（一）只（鞋）。
󵮗	D2-1240	se²¹	（ɑ²¹～）谁。
󵮘	D2-1241	ɣɛ²¹	忍耐。
󵮙	D2-1242	d͡ʐə³³	歪，斜。
󵮚	D2-1243	te⁵⁵	舂（米）。
󵮛	D2-1244	le⁵⁵	被（他打）。
󵮜	D2-1245	pʰia³³	劈（明子），劈柴。
󵮝	D2-1246	bə³³	分（动词）。
󵮞	D2-1247	d͡zə³³	扔，丢，掷。
󵮟	D2-1248	lo²¹	茶。
󵮠	D2-1249	d͡zə³³	鹞（鹰）。
󵮡	D2-1250	ʂi³³	费（工），漏掉（自动），消耗。
󵮢	D2-1251	ɡə²¹	藤（一种比较粗硬的藤可作拐杖）。
󵮣	D2-1252	fu³³	睾丸。
󵮤	D2-1253	ko³³	（～lo³³）锅桩石。
󵮥	D2-1254	ȵi⁵⁵	压（在下面）。
󵮦	D2-1255	vi³³	（太阳）辣。
󵮧	D2-1256	pʰə⁵⁵	浮仲。
󵮨	D2-1257	zi²¹	豹子。
󵮩	D2-1258	t͡ɕi⁵⁵	（针）戳（着）。
󵮪	D2-1259	t͡ɕʰa³³	（鞋）样。
󵮫	D2-1260	tʰie³³	添（菜）。
󵮬	D2-1261	lo³³	（～mɯ²¹）（毛）驴。
󵮭	D2-1262	vu³³	（d͡zi³³～）生气。
󵮮	D2-1263	lə²¹	（pə⁵⁵～）（灰）尘，灰尘，渣渣。
󵮯	D2-1264	ʂɯ⁵⁵	（过）滤。
󵮰	D2-1265	mo³³	（d͡ʐo³³～）扣。
󵮱	D2-1266	pɯ⁵⁵	乳房，奶。
󵮲	D2-1267	mɯ³³	（～ʑi³³）雾。
󵮳	D2-1268	pʰə²¹	瓜。
󵮴	D2-1269	d͡ʐo³³	（～mo³³）钮。
󵮵	D2-1270	la³³	（ɑ³³～）白颈乌鸦。
󵮶	D2-1271	t͡sʰə⁵⁵	凑（钱）。
󵮷	D2-1272	tə³³	（堆）尖。
󵮸	D2-1273	ŋə²¹	荸荠。
󵮹	D2-1274	ȵi³³	（～d͡ʑɑ³³）可（怜），可怜。
󵮺	D2-1275	pə³³	锛。
󵮻	D2-1276	t͡sʰu³³	蹲。
󵮼	D2-1277	d͡zɛ³³	馊（饭）。
󵮽	D2-1278	t͡ʂʰɯ³³	甘（蔗），（ɣɯ²¹）甘蔗。
󵮾	D2-1279	t͡ʂə⁵⁵	齁（小孩盐吃多得的病）。
󵮿	D2-1280	d͡ʑi³³	（牛）子皮，（羊）子皮。
󵯀	D2-1281	ȵɛ⁵⁵	握（弯），握（直）。
󵯁	D2-1282	pʰɛ²¹	野（外）。
󵯂	D2-1283	kɯ⁵⁵	打雷。
󵯃	D2-1284	ʑi²¹	睡觉。
󵯄	D2-1285	t͡ɕa²¹	调皮（手脚闲不住）。
󵯅	D2-1286	le²¹	蟒。
󵯆	D2-1287	kɯ⁵⁵	（眼）皮，（树）皮。
󵯇	D2-1288	ɕa⁵⁵	（眼）瞎。
󵯈	D2-1289	pa²¹	（ɑ⁵⁵～）青蛙。
󵯉	D2-1290	po⁵⁵	公（水牛），雄性。
󵯊	D2-1291	lə³³	圆，圆形。
󵯋	D2-1292	hə³³	（lɑ³³～）早（上），早（点）。
󵯌	D2-1293	d͡ʐɯ²¹	承认（错误）。
󵯍	D2-1294	zi⁵⁵	（火）星。
󵯎	D2-1295	hə³³	（lo³³～）麝香。
󵯏	D2-1296	mə⁵⁵	（～be²¹）松鼠。
󵯐	D2-1297	lo²¹	漤（在水中烫）。
󵯑	D2-1298	ȵi³³	看。
󵯒	D2-1299	ŋɯ³³	哭。
󵯓	D2-1300	du³³	地方。
󵯔	D2-1301	lə³³	庹（两手伸开的长度）。
󵯕	D2-1302	li²¹	病重，病危。
󵯖	D2-1303	bi³³	（no³³～）（鼻）子，鼻子。
󵯗	D2-1304	t͡ɕʰe³³	扒（土）。
󵯘	D2-1305	t͡si³³	生（火），烧（火）。
󵯙	D2-1306	du³³	处（所），（坐）处，（站）处。
󵯚	D2-1307	bɛ³³	（～bu³³）棍子。
󵯛	D2-1308	pʰu³³	翻译。
󵯜	D2-1309	tʰə³³	疯（子）。
󵯝	D2-1310	le³³	涮（衣服）。
󵯞	D2-1311	t͡ʂʰu³³	筷子。
󵯟	D2-1312	tʰe³³	套（一～衣服），整套。
󵯠	D2-1313	kʰu⁵⁵	（～mɯ³³）（灶）灰。
󵯡	D2-1314	pʰu²¹	（lu⁵⁵～）荨蔴。
󵯢	D2-1315	t͡sʰe²¹	戥子，钱（量词）。
󵯣	D2-1316	lə²¹	（ŋə²¹～）无精打采。
󵯤	D2-1317	du³³	从（哪来）。
󵯥	D2-1318	no³³	（～tʰe³³）痧子。
󵯦	D2-1319	ta⁵⁵	锻（磨）。
󵯧	D2-1320	t͡ʂʰɯ³³	麂子。
󵯨	D2-1321	ɕi³³	死。
󵯩	D2-1322	si³³	树，柴，木。
󵯪	D2-1323	kʰə³³	握，勾，扣（枪）。
󵯫	D2-1324	ɕa³³	等，等候。
󵯬	D2-1325	tu³³	（吃）得（动）。
󵯭	D2-1326	do³³	（～le²¹）翅（膀）。
󵯮	D2-1327	piu³³	（骨）髓。
󵯯	D2-1328	ko³³	（～lo³³）小跳小走。
󵯰	D2-1329	t͡su³³	租。
󵯱	D2-1330	sə³³	抚摸。
󵯲	D2-1331	ɕi³³	风。
󵯳	D2-1332	kʰu⁵⁵	年，岁。
󵯴	D2-1333	si⁵⁵	（口）渴。
󵯵	D2-1334	d͡ʑi³³	融化，溶化。
󵯶	D2-1335	lu³³	（吃）的，（用）的。
󵯷	D2-1336	pʰa²¹	猜。
󵯸	D2-1337	vɛ²¹	搓（绳子）。
󵯹	D2-1338	li³³	（树）林。
󵯺	D2-1339	bo²¹	（那）边，（这）边。
󵯻	D2-1340	nə³³	鞋子。
󵯼	D2-1341	t͡ɕe⁵⁵	分离，隔开，岔开。
󵯽	D2-1342	pʰi²¹	擤（鼻涕），洗（鼻涕）。
󵯾	D2-1343	ŋa⁵⁵	炕粑粑。
󵯿	D2-1344	mɯ³³	汗毛。
󵰀	D2-1345	pa³³	粑粑。
󵰁	D2-1346	d͡ʑe³³	有头绪。
󵰂	D2-1347	nɛ²¹	贴，粘，糊（埂子）。
󵰃	D2-1348	ȵa²¹	念经。
󵰄	D2-1349	po²¹	父（母）。
󵰅	D2-1350	ʑɛ²¹	他（家）。
󵰆	D2-1351	ɡo²¹	（me²¹～）梅葛（文史）。
󵰇	D2-1352	ɕo³³	（～bo³³）葵（花），葵花，向日葵。
󵰈	D2-1353	po⁵⁵	（kɑ²¹～）（另）外，另外。
󵰉	D2-1354	mi³³	名字，名誉。
󵰊	D2-1355	sə³³	嗑松（树），柏树。
󵰋	D2-1356	ŋo⁵⁵	鱼，借（物）。
󵰌	D2-1357	vi³³	稗子。
󵰍	D2-1358	kʰo²¹	多（少），怎（么），何（时）。
󵰎	D2-1359	bu³³	（～tɑ³³）唤（牲畜），呼叫，叫唤。
󵰏	D2-1360	vi³³	刀锋利，刀太快。
󵰐	D2-1361	li²¹	脱（衣服）。
󵰑	D2-1362	lə⁵⁵	晒。
󵰒	D2-1363	t͡si³³	咬心，咬牙切齿。
󵰓	D2-1364	ɡa³³	喘。
󵰔	D2-1365	ʐu³³	拿，捉。
󵰕	D2-1366	zi⁵⁵	闪亮，闪（电）。
󵰖	D2-1367	hia³³	理齐，使齐。
󵰗	D2-1368	t͡sʰi²¹	（被洪水）阻隔。
󵰘	D2-1369	t͡ɕa³³	抓。
󵰙	D2-1370	t͡ɕe³³	（用棍子）扒（甩），生气甩头走。
󵰚	D2-1371	də³³	凶恶作怪（指人或狗）。
󵰛	D2-1372	he⁵⁵	（～pɯ³³）肚子。
󵰜	D2-1373	e²¹	肯（不～）。
󵰝	D2-1374	bɛ²¹	（no⁵⁵～）水瓢。
󵰞	D2-1375	kʰa³³	脚掌。
󵰟	D2-1376	ɣə³³	（sɑ³³～）凉爽。
󵰠	D2-1377	ha²¹	刨（木头）。
󵰡	D2-1378	t͡ʂa³³	（肚子）胀。
󵰢	D2-1379	nə²¹	（刚结的）芽果。
󵰣	D2-1380	lo³³	呀（助词）。
󵰤	D2-1381	d͡ʑi³³	很神，灵应。
󵰥	D2-1382	ʂɯ⁵⁵	瞅。
󵰦	D2-1383	bo³³	（～lo³³）法幅，法帽。
󵰧	D2-1384	ke⁵⁵	污染。
󵰨	D2-1385	kə³³	木勾勾。
󵰩	D2-1386	d͡ze²¹	狠，猛，胆大。
󵰪	D2-1387	bɯ²¹	土罐子。
󵰫	D2-1388	e⁵⁵	反胃，小儿奶吃多吐溢出来。
󵰬	D2-1389	to³³	脚下。
󵰭	D2-1390	t͡ʂʰɯ²¹	硝。
󵰮	D2-1391	ɡuɛ³³	（搅）拌。
