glyph_unified	src_ref	pronunciation	meaning
	U1-28906		烧。焚（尸），火葬。
	U1-28907		移（栽）。
	U1-29001		〖锄头〗。
	U1-29002		根。
	U1-29003		亲戚。〖人名〗。〖彝文古书里的世上凡间〗。
	U1-29004		〖晚餐〗。
	U1-29101		贷，借（不还原物的借）。
	U1-29102		屎，大便。〖肛门〗。
	U1-29103		铅。
	U1-29104		庇护。
	U1-29105		
	U1-29106		鹿。
	U1-29107		稻（谷，米）。
	U1-29108		此，这，今。
	U1-29201		伸（脚，手）。
	U1-29202		铺（开），展（开）。
	U1-29203		件（量词）。
	U1-29301		碎。
	U1-29302		排行第四。
	U1-29303		芸豆，金豆，四季豆。
	U1-29304		甲（天干第一位）。人名用词。
	U1-29401		升。
	U1-29402		扒。
	U1-29403		牙（齿）。
	U1-29404		杆（名词）。杆（量词）。
	U1-29405		由，依。
	U1-29406		〖家具，用具，器材〗。
	U1-29501		〖秋千〗。〖招古，彝族撒尼支系一种祭祀活动〗。
	U1-29502		〖另外〗。
	U1-29503		剜（wan）。遍（量词）。
	U1-29504		（建筑用的）木条。〖阿左赤，古彝人的一支〗。〖阿左底，彝语称云南沾益，曲靖坝子〗。
	U1-29505		〖更加〗。〖草席〗。
	U1-29601		在。
	U1-29602		腰（杆）。
	U1-29603		有。
	U1-29604		次，回，届（量词）。〖作阿级堵。（彝族的地名〗）。〖作洛级，（人名用词〗）。
	U1-29701		山（冲）。
	U1-29702		肯。
	U1-29703		〖把食物放在锅里略微煮一下就拿出来〗。
	U1-29704		唤（牲畜）。
	U1-29705		（盛粮食的）围席（名词，量词）。
	U1-29706		输。败。
	U1-29707		（毕摩的）法铃。
	U1-29708		（楼）梯。
	U1-29801		断。
	U1-29802		诅咒。〖赌咒〗。
	U1-29803		一绺（liu）线。
	U1-29804		筷子。〖重叠词缀〗。
	U1-29805		（气）阻。
	U1-29806		霹雳。
	U1-29901		焦（干），（干）脆。
	U1-29902		吵闹，叫嚷，喧哗。
	U1-29903		钱财。
	U1-29904		牲畜。
	U1-29905		〖一种土染料，用水塘里的黑泥浆，加马桑煮水，用于染衣物等〗。
	U1-29906		奴（婢）〖当奴隶，伺候，服侍〗。〖人名用词〗。
	U1-30001		责任。
	U1-30002		些，点。
	U1-30003		〖蝉，知了〗。
	U1-30004		相互。〖合伙〗。
	U1-30005		真。
	U1-30006		
	U1-30101		市镇。2〖街道，场坝〗。
	U1-30102		道（量词）。
	U1-30103		〖红茨莓〗。
	U1-30201		多，余，剩。
	U1-30202		撕，扯（羊毛等）。
	U1-30203		耀（眼），刺眼。
	U1-30204		〖基业〗。〖阿哲，人名，汉文献记载的济火，彝族六祖慕齐齐的第25世孙。又名彝族支系名〗。
	U1-30301		肥。
	U1-30302		相信。
	U1-30303		咂。
	U1-30304		丈量（动词。（博乍戈（彝语指贵州大方城）。
	U1-30305		查。察。
	U1-30306		尺（度）。
	U1-30401		乍（彝族“六祖”的第二支系名称）。〖人名用词。乍木，彝族先民中最早出现的一位毕摩〗。
	U1-30402		锁（名词）。锁（动词）。
	U1-30403		晌午（饭）。
	U1-30404		轮流。（年）轮。
	U1-30405		定（了）。
	U1-30501		传递。
	U1-30502		〖跌跌撞撞，歪歪倒倒〗。
	U1-30503		祝告（古语）。
	U1-30504		（珍）珠。
	U1-30505		相好。
	U1-30506		美。2，良，好。
	U1-30601		侍从（古语）。
	U1-30602		（向神）许愿。
	U1-30603		柳。
	U1-30604		〖妖魔鬼怪〗。
	U1-30605		〖柔荑花序 （植物学上无限花序的一种〗）。
	U1-30606		珠（子）。
	U1-30701		〖拐杖〗。
	U1-30702		（冰）柱。
	U1-30703		（麻）雀。
	U1-30704		串（动词，量词）。
	U1-30705		〖亚麻〗。
	U1-30801		〖说话切题〗。
	U1-30802		厌烦，厌恶。
	U1-30803		称呼。
	U1-30804		（牛马）劳伤。
	U1-30805		楔（xie）子。加（楔子）。
	U1-30806		（鸟）鸣叫。
	U1-30901		茂盛。2（（树木）枝叶茂盛）。
	U1-30902		（踩）偏，虚。
	U1-30903		填塞。
	U1-30904		搬移。
	U1-30905		杵（动词）。
	U1-30906		（（向神）还愿）。
	U1-30907		泪。
	U1-31001		债务。
	U1-31002		酒。
	U1-31101		丁（天干第四位）。
	U1-31102		捂（食物）。
	U1-31103		睡（使动）。
	U1-31104		倒（水）。斟（酒）。
	U1-31201		撕。
	U1-31202		（纸张，衣服）破烂。
	U1-31203		（乱）撕，扯。
	U1-31204		蛇。巳（地支第六位）。
	U1-31205		节省。
	U1-31301		经（线）。牵（经线）。
	U1-31302		花费，费用。
	U1-31303		早。
	U1-31304		长。
	U1-31305		瞅（人）。
	U1-31306		穿（针线）。
	U1-31307		
	U1-31308		汉（族）。商（彝语古语）。
	U1-31401		搂。
	U1-31402		交叉着，交错。〖裙子〗。
	U1-31403		扇（量词）。
	U1-31404		羞。
	U1-31405		〖燕麦〗。
	U1-31501		
	U1-31502		剔。
	U1-31503		怜（悯）。
	U1-31504		
	U1-31505		杉。松。〖松明子〗。
	U1-31601		赚（钱），挣（钱）。
	U1-31602		恨。
	U1-31603		野鸡。
	U1-31604		〖筲箕〗。
	U1-31605		承受。
	U1-31606		〖说话伤人〗。
	U1-31607		丝（线）。
	U1-31701		抹，涂。〖麦芽糖〗。
	U1-31702		唆（狗）。
	U1-31703		种（子）。
	U1-31704		撒（播）。
	U1-31705		施政，发布（政令）。〖指示〗。
	U1-31706		驾（车）。
	U1-31707		（尾）巴。
	U1-31708		（蜂）蜡。
	U1-31801		胜。
	U1-31802		猎。
	U1-31803		贫穷，贫困。
	U1-31804		难。
	U1-31901		伤，悲。
	U1-31902		拧，扭（紧）。
	U1-31903		〖香椿树〗。
	U1-31904		〖麒麟〗。
	U1-31905		寻，找。
	U1-31906		捞（渣滓），捞（干的）。
	U1-31907		浅蓝色。
	U1-32001		收（拾）。〖实勺，古彝人的一个部族名〗。
	U1-32002		安放。
	U1-32003		瘦（肉），精（肉）。
	U1-32004		汗渍。污垢。
	U1-32005		（哈）欠。
	U1-32006		
	U1-32101		前（天）。
	U1-32102		（脚）崴。
	U1-32103		扭（断）。
	U1-32104		（水）獭（ta）。
	U1-32105		试（验），（尝）试。
	U1-32106		黍，小米。
	U1-32107		草。〖稻草，泛指草类〗。
	U1-32201		夏。
	U1-32202		盖（名词）。
	U1-32203		椆（diāo ）〖树〗。
	U1-32204		〖燕麦〗。〖野麦子（生长在麦地里的〗。
	U1-32205		开始。太初。
	U1-32206		〖摩史，（彝族中宣诵，讲文史，善歌善舞的歌师〗。
	U1-32301		骟（山羊）。阉（鸡）。
	U1-32302		升（名，量词）。
	U1-32303		〖实勺（古彝族一个部族名称〗）。〖实楚，彝族中最早出现的毕摩〗。〖德施，六祖第十一世孙〗。
	U1-32304		〖狮子〗。
	U1-32401		〖诽谤〗。
	U1-32402		〖健壮〗。
	U1-32403		柚栗子（一种灌木，生长在高寒山区）。
	U1-32404		仗恃。
	U1-32405		〖认真〗。
	U1-32501		先。
	U1-32502		前，首先，开始。2，先前。事先。
	U1-32503		细小，细微。
	U1-32504		〖包茅〗。
	U1-32601		施（底肥）。〖名词用字〗。
	U1-32602		隔（动词）。
	U1-32603		漆（名词）。漆（动词）。（烟屎（积留在旱烟杆里像漆一样的汁））。
	U1-32604		〖排行第七〗。
	U1-32605		〖纽襻（扣住纽扣的套儿〗）。
	U1-32606		惧。
	U1-32607		〖渺小，细微〗。
	U1-32701		禁止。
	U1-32702		轿（子）。
	U1-32703		〖鸽子〗。
	U1-32704		兆（数词）。
	U1-32705		驮（名，量词）。
	U1-32706		〖白酒，烧酒〗。〖纪俄格，古乌撒地方政权的彝称〗。
	U1-32707		（马）镫。
	U1-32801		旋顶。
	U1-32802		胆（猪胆，熊胆）。
	U1-32803		炼。
	U1-32804		苦（味道）。
	U1-32805		抠。
	U1-32806		紧。忙。（着）急。
	U1-32807		汗。
	U1-32901		样（花样，模样）。
	U1-32902		（眼）镜。
	U1-32903		星。
	U1-32904		茶。
	U1-32905		蓑（衣）。
	U1-33001		馋。
	U1-33002		（蜂）房。
	U1-33003		（烟）熏。
	U1-33004		底下。
	U1-33005		咳。
	U1-33006		（睡）觉。
	U1-33007		跪。
	U1-33101		九（数词）。
	U1-33102		〖雷〗。
	U1-33103		（火）烟。
	U1-33104		（对上级）请求。（对神灵）祈求。
	U1-33105		供奉。
	U1-33106		〖黄瓜〗。
	U1-33107		
	U1-33201		（蔬）菜。
	U1-33202		注（视）。醒（使动）。
	U1-33203		〖马嚼环〗。
	U1-33204		
	U1-33205		抓，拿。〖螃蟹〗。
	U1-33301		耙（名词）。
	U1-33302		稀疏。〖词缀〗。
	U1-33303		晾，摊。
	U1-33304		〖排行第三个兄妹的称呼〗。
	U1-33305		〖虚荣，好打扮〗。〖假装斯文〗。
	U1-33306		犟。
	U1-33401		枷锁。
	U1-33402		共同。〖地名用词〗。
	U1-33403		吓唬。吓跳。
	U1-33404		
	U1-33405		〖衣服，毡子〗。
	U1-33406		沟。
	U1-33501		（从上而下）铲。刮（东西）。
	U1-33502		快。
	U1-33503		〖布壳〗。粘（粘布壳）。
	U1-33504		〖 蓟（ji〗）草（马齿苋（xiàn））。
	U1-33505		锣。
	U1-33506		〖形容个子矮小〗。
	U1-33601		〖排行第二〗。次。
	U1-33602		中间，当中。〖媒人〗。
	U1-33603		间隔，距离。
	U1-33604		数落。
	U1-33605		（禾）苗。
	U1-33606		李（子）。
	U1-33701		〖汆烫〗。
	U1-33702		通知，告诉。
	U1-33703		穿，过。
	U1-33704		筛（子）。〖篦子〗。〖织机篦〗。
	U1-33705		泻。
	U1-33801		编（篱笆）。
	U1-33802		俯冲。
	U1-33803		蜷缩。
	U1-33901		妻子，媳妇。嫁。
	U1-33902		〖生气，发怒〗。
	U1-33903		伤心。
	U1-33904		〖盖房用的（篾笆〗）。
	U1-33905		〖脾气〗。
	U1-34001		狗。戌（地支的第十一位）。
	U1-34002		肥料，粪。
	U1-34003		脚。
	U1-34004		（味）鲜美。香味，好吃。
	U1-34101		（鸟）巢，窝。
	U1-34102		栖息。穴居。群。4。窝。
	U1-34103		（（小声）抽泣）。
	U1-34104		〖蟋蟀〗。
	U1-34105		掰。
	U1-34106		扇（子）。扇（风）。
	U1-34107		堵塞。
	U1-34201		肺。
	U1-34202		枪（手枪）。
	U1-34203		打活结。〖活结〗。
	U1-34204		粉青色。花白色。
	U1-34205		偷盗。
	U1-34206		伤（说话伤人）。亏。
	U1-34301		粗（大）。
	U1-34302		角。边。
	U1-34303		角（货币量词）。
	U1-34304		咽喉。
	U1-34305		〖人名用词，慕阿切，人名，六祖第二位，即乍支系始祖〗。
	U1-34401		中（暑）。（说话）讽刺。
	U1-34402		射。
	U1-34403		梗，硌（ge）。
	U1-34404		坛。
	U1-34405		弓。
	U1-34501		茄（子）。
	U1-34502		添，掺。
	U1-34503		六。六祖。
	U1-34504		〖典章〗。经典。〖法则，法规〗。〖典故〗。
	U1-34601		胎子（斗笠胎子）。
	U1-34602		（马）匹（量词）。
	U1-34603		〖曲涅，彝族家支名〗。
	U1-34604		（人命）债。
	U1-34605		〖突然（死〗）。松鼠。
	U1-34606		辣疼，辣痛。
	U1-34607		遮挡。挡。
	U1-34701		回应。
	U1-34702		（裤）腰。
	U1-34703		片，丘。
	U1-34704		声音。
	U1-34705		〖口弦〗。
	U1-34706		〖转嘎〗。
	U1-34707		搂。
	U1-34708		烧烤。
	U1-34801		〖情歌〗。〖唱情歌〗。
	U1-34802		圃。篱笆;栏。
	U1-34803		
	U1-34804		扫。
	U1-34901		集市，街，场。场（量词）。
	U1-34902		敏捷。
	U1-34903		草墩。圈（量词），读，ʨ‘ye。
	U1-35001		呼（吸）。
	U1-35002		创（建）。
	U1-35003		耍赖。〖无中生有〗。
	U1-35004		焙。
	U1-35005		铜。
	U1-35101		瞎。
	U1-35102		悲（伤）。〖疲倦〗。
	U1-35103		手下。〖管辖，辖区〗。
	U1-35104		褴褛（lanlv）。〖木渣〗。翠绿色。
	U1-35105		日。太阳。〖福禄，福禄神〗。〖东方〗。
	U1-35201		〖阴茎〗。
	U1-35202		席（子）。
	U1-35203		鳝（鱼）。
	U1-35204		融化。
	U1-35205		虾（子）。
	U1-35206		〖规矩，礼仪，道理，章程，制度，原则〗。
	U1-35207		机（器）。
	U1-35208		缺。
	U1-35301		场，坝子，街道，场坝。场（量词）。
	U1-35302		起始。兴起。
	U1-35303		腋。
	U1-35304		烦（闷）。
	U1-35305		林（木）。〖海拔高的地方〗。〖古代部落首领人名用词〗。〖古代部落名用词〗。〖彝语地名用词〗。6〖茂盛〗。
	U1-35401		欢喜，高兴。
	U1-35402		〖鸡嗉子果（一种野果，可食用〗）。
	U1-35403		寒，冷。2。失望。
	U1-35501		饭。
	U1-35502		洁净。清洁。
	U1-35503		怕。
	U1-35504		称，衡量。量。
	U1-35601		（递给东西的）发音词。
	U1-35602		倾（倾家）。〖睡觉〗。
	U1-35603		〖操作〗。
	U1-35604		听到。
	U1-35605		筋，脉。〖水沟〗。
	U1-35606		缘故，原因。
	U1-35701		枯萎。
	U1-35702		〖藤子〗。
	U1-35703		路。道理。
	U1-35704		（手）镯。
	U1-35705		床。
	U1-35706		乌（鸦）。
	U1-35801		骂。
	U1-35901		（（门）楣）〖就是正门上方门框上部的横梁，一般都是粗重实木制就〗。〖过分〗。
	U1-35902		触动。
	U1-35903		皮。
	U1-35904		玩。耍。
	U1-36001		贫瘠。
	U1-36002		戏。
	U1-36003		浪费。
	U1-36004		疤痕。
	U1-36005		凸。突出。
	U1-36006		（向上）冒。
	U1-36101		无能，丑陋。
	U1-36102		避免。
	U1-36103		〖象声词〗〖跑步脚踏声音〗。
	U1-36104		辛苦，劳累。
	U1-36105		折磨。
	U1-36106		〖索梯〗。〖船桨〗。
	U1-36201		〖污染〗。〖青光眼〗。
	U1-36202		糟蹋。
	U1-36203		酸痛。疾病（泛指）。
	U1-36204		走动。散步。
	U1-36205		箍。
	U1-36301		（（传说中的）水怪）。
	U1-36302		土茯苓。
	U1-36303		想念，惦念。
	U1-36304		经过，通过。
	U1-36305		交合。会，合。
	U1-36401		分离。
	U1-36402		摩（擦）。磨（牙齿）。
	U1-36403		
	U1-36404		〖解说〗。
	U1-36405		〖柿子〗。
	U1-36406		温驯。
	U1-36501		二（量词）。
	U1-36502		视（视察，观察，查看，参观，浏览）。
	U1-36503		钳（子）。搛（jian）夹。
	U1-36504		镊子。
	U1-36505		甄子。
	U1-36506		和。〖也许，可能〗。
	U1-36601		关系（（没）有关系）。
	U1-36602		姑姑，姑妈。婆（媳）。
	U1-36603		（祖）宗。祖灵，（祖宗的）神位。
	U1-36604		泥（土）。土（五行数）。
	U1-36605		幼，小。〖兄弟，姐妹，家族〗。〖婶婶，后娘〗。幺。
	U1-36701		霜，〖冰〗。
	U1-36702		〖虫〗。
	U1-36703		（（搭在马鞍上的）褥子）。
	U1-36704		您（敬称）。
	U1-36705		（（对姨母，婶娘，伯母等的间接）称呼）。
	U1-36706		天。日期。
	U1-36707		（里面）有。
	U1-36708		藤子。
	U1-36801		坐。
	U1-36802		颤（动）。
	U1-36803		睡（醒）。
	U1-36804		牛。丑。
	U1-36805		笙。
	U1-36806		觉（量词）。
	U1-36807		青。〖地支〗。〖人名用词〗。〖地名用词〗。
	U1-36901		麸（fu）皮。
	U1-36902		再生（作物）。
	U1-36903		
	U1-36904		〖撒娇，娇气〗。
	U1-36905		踩。
	U1-37001		凹。
	U1-37002		洼（陷）。
	U1-37003		天上（古语）。
	U1-37004		糯（谷，米）。
	U1-37005		粘，贴。
	U1-37006		〖真理〗。
	U1-37007		蜘蛛。
	U1-37008		〖北斗星〗。
	U1-37101		腾，挪。
	U1-37102		虎。
	U1-37103		野（禽，兽）。野生植物。
	U1-37104		（祭祀用的）猪。
	U1-37105		蒸（饭）。
	U1-37106		短。
	U1-37201		（斜）靠。
	U1-37202		〖构皮树〗。
	U1-37301		七（数词）。专用名词。人名用词。
	U1-37302		
	U1-37303		死。死亡。灭亡。认输。
	U1-37304		签。
	U1-37401		下子。会儿。
	U1-37402		渐渐。
	U1-37403		我们。
	U1-37404		吧（语气助词）。
	U1-37405		还，又，再。
	U1-37406		捋。
	U1-37407		（迎）接（客人）。
	U1-37501		虱子。
	U1-37502		〖象声词〗。
	U1-37503		血。
	U1-37504		毡子。
	U1-37505		〖炒面〗〖名词〗。
	U1-37506		生气。
	U1-37601		佩服。
	U1-37602		彩虹。
	U1-37603		〖胡椒〗。
	U1-37604		（菜）刀。
	U1-37605		麝。
	U1-37606		〖生血菜（用猪，鸡血等的生血加盐，香料拌合生吃〗）。
	U1-37607		炫示。
	U1-37701		嘘（象声词）。
	U1-37702		〖吆猪声〗。
	U1-37703		（从上下滑）声。
	U1-37704		孝帕。
	U1-37705		香（祭祀用品）。
	U1-37801		花（色）。
	U1-37802		〖玉米〗。
	U1-37803		因（为）。
	U1-37804		（整）齐。〖满满尖尖〗。
	U1-37901		
	U1-37902		楼。
	U1-37903		睡。
	U1-37904		水。汤。河流。
	U1-37905		〖镰刀〗。
	U1-37906		流传。〖讥笑〗。
	U1-38001		我（引述）。
	U1-38002		〖曾祖〗。
	U1-38003		（遮）荫。
	U1-38004		影子。哎，卦名：指“乾”卦。〖哎哺，古代部落名，世代名〗。
	U1-38005		合缝。合拢。
	U1-38006		〖打仗〗。
	U1-38007		〖纸〗。〖书刊，报纸〗。
	U1-38101		巧，灵活。
	U1-38102		熟练。
	U1-38103		烟草，香烟。
	U1-38104		家，户。
	U1-38105		锯。割。
	U1-38106		呲牙。
	U1-38107		针。
	U1-38201		骨（头）。
	U1-38202		〖下弦（月〗）。
	U1-38203		舅舅。
	U1-38204		流。
	U1-38205		〖议论〗。
	U1-38206		（液体）漏。
	U1-38301		江。
	U1-38302		赎（回）。
	U1-38303		〖关系〗。
	U1-38304		大（小），长（幼）。
	U1-38305		印（动词）。
	U1-38401		砚（台）。
	U1-38402		瘾。
	U1-38403		〖年景〗。〖三界四极〗。
	U1-38404		笑。
	U1-38405		次，回，趟（做一回（次），走一趟）。
	U1-38406		演（戏）。
	U1-38407		声明。
	U1-38501		呃（语气词）。
	U1-38502		〖慢慢地〗。
	U1-38503		〖语气助词〗。
	U1-38504		剔，修剪。
	U1-38505		〖洗漱〗。
	U1-38506		（啊呀）表示叹息。
	U1-38507		〖糊臭〗。
	U1-38508		犯（人）。
	U1-38601		〖宝剑〗。
	U1-38602		松弛。
	U1-38603		合适。
	U1-38604		美丽。漂亮。
	U1-38605		蚁。
	U1-38606		绕，绾（wan）。
	U1-38607		〖香油〗。
	U1-38701		生（孩子）。成长。3〖美丽，漂亮〗。
	U1-38702		勺子，匙。
	U1-38703		〖姑父〗。
	U1-38704		自（己）。我。
	U1-38705		个（人）。〖兵员，战士〗。
	U1-38706		夫（妻）。
	U1-38707		玉。
	U1-38801		痒。
	U1-38802		右。
	U1-38803		由来。
	U1-38804		捉，拿。
	U1-38805		亲（爱）。〖敬仰〗。
	U1-38806		
	U1-38901		爬（行）。〖蠕动〗。
	U1-38902		梭（下），滑（下）。
	U1-38903		〖语气助词〗。
	U1-38904		往。
	U1-39001		柜子。
	U1-39002		扣。
	U1-39003		杯（子）。
	U1-39004		抽打。
	U1-39005		〖咽下〗。
	U1-39101		偷懒。
	U1-39102		（虎）啸。
	U1-39103		贵。
	U1-39104		〖灶台〗。〖地名用词〗。
	U1-39105		把，给。
	U1-39106		〖杏子〗。
	U1-39201		拾，捡。
	U1-39202		八角。
	U1-39203		（雨）停。（集市）散。
	U1-39204		头，只，根，条，课（量词）。
	U1-39205		（领）牌。古怪。
	U1-39206		〖叹息声（表示不如意〗）。
	U1-39301		加。配种。
	U1-39302		叫（使，令）。
	U1-39303		〖醋水〗。
	U1-39304		〖烟杆〗。
	U1-39305		辨认，辨别。判，断。管，顾。
	U1-39306		（树）枝。
	U1-39401		〖护寨神〗。
	U1-39402		中（（两者之间））。
	U1-39403		臼（牙）。〖嘎寺福，彝语指云南泸西县城〗。
	U1-39404		押送（犯人）。
	U1-39405		〖布谷鸟〗。〖小杜鹃花〗。
	U1-39406		〖天花〗。
	U1-39501		勾连。
	U1-39502		（细）敲。
	U1-39503		皮壳。〖花生〗。
	U1-39504		内，里。〖坐下〗。地名用词。
	U1-39505		元（量词）。
	U1-39601		〖芝麻〗。〖亲戚〗。
	U1-39602		他（受格）。〖尽管〗。〖乱说，胡说〗。
	U1-39603		烤（火，一般指取暖）。
	U1-39604		生命。脉（搏），（命）脉。
	U1-39605		（脊）背。
	U1-39701		关（心）。
	U1-39702		〖火坑〗。
	U1-39703		盖（使动）。
	U1-39704		
	U1-39705		赡养，供养，抚养。
	U1-39706		幼。
	U1-39707		〖梧桐树〗。
	U1-39801		收缩。
	U1-39802		蜷（缩）。
	U1-39803		（蕨）苔。
	U1-39804		欺辱，欺负。
	U1-39805		弯。〖古糯，彝语指贵阳〗。
	U1-39901		续断（中药名）。人名用词。
	U1-39902		（衣）领。
	U1-39903		渡（船），划（船）。游（泳）。〖阿庚阿外，（人名，汉文古籍中记作阿佩，《唐书》“文宗开成元年封作罗甸王〗）。
	U1-39904		梳子（名词）。梳（动词）。
	U1-39905		缺乏。〖也许，可能〗。
	U1-40001		煞气（旧时迷信说法）。
	U1-40002		克，伤。
	U1-40003		壳。
	U1-40004		〖灾星〗。
	U1-40005		正在。
	U1-40006		关（使动）。拘禁，禁闭。
	U1-40007		会。工匠。
	U1-40008		敢。
	U1-40101		句。
	U1-40102		秤（名词）。斤（量词）。
	U1-40103		冠（子）。
	U1-40104		〖身体〗。
	U1-40105		宠，娇惯。〖撒娇，娇气〗。
	U1-40201		（食物，奶）积（食）。
	U1-40202		〖准备，预备〗。
	U1-40203		（占）卜。〖啄木鸟〗。
	U1-40204		〖魔芋〗。
	U1-40301		（夜）晚。（天）黑。暗，晚。
	U1-40302		〖行令，司令〗。〖布置，指挥〗。
	U1-40303		舞（名词，动词）。
	U1-40304		咬。咬（使动）。
	U1-40401		抢。夺。
	U1-40402		疟（疾）。
	U1-40403		细（用来粉末状的物体等）。
	U1-40404		隔断（奶）。
	U1-40405		
	U1-40406		〖连接在一起〗。
	U1-40407		北。
	U1-40501		糠。
	U1-40502		笔。
	U1-40503		记，忆。
	U1-40504		线。丝。
	U1-40505		背部。
	U1-40506		点（播）。
	U1-40507		（寿）龄。
	U1-40601		筐，箩，笼。〖量词〗。
	U1-40602		村寨。
	U1-40603		抖（掉）。
	U1-40604		硬。狠。难。〖结实〗。
	U1-40605		（价格）贵。
	U1-40606		英勇，顽强。
	U1-40607		〖接物发语词〗。
	U1-40701		簸（东西）。
	U1-40702		杠（自动）。扛（使动）。
	U1-40703		槽。
	U1-40704		镰刀。
	U1-40705		罩。
	U1-40706		帽。
	U1-40801		搔（sao）。
	U1-40802		征（税）。
	U1-40803		年。岁。
	U1-40804		扳。
	U1-40805		校（正）。
	U1-40806		小时。
	U1-40807		粮（食）。
	U1-40808		〖家具，物品〗。
	U1-40901		燕。
	U1-40902		所（有）。（都）是。多少。〖重叠词缀〗。
	U1-40903		生（荒地）。
	U1-40904		灰尘。碱。凹。
	U1-40905		孵出。
	U1-41001		（牲畜）产崽。生（蛆）。
	U1-41002		服。
	U1-41003		铺垫。〖凳子〗。
	U1-41004		苦（味道）。（盐巴）咸。
	U1-41005		环。
	U1-41006		〖连枷（一种脱粒的农具〗）。
	U1-41101		〖政令，政策〗。人名用词。
	U1-41102		技术，技艺。
	U1-41103		染料。蓝靛。
	U1-41104		喊。
	U1-41105		痣。
	U1-41106		盘，馆。〖量词〗。
	U1-41201		（马）蹄。
	U1-41202		吉祥。〖宗祠〗。
	U1-41203		神气。〖重叠词缀〗。
	U1-41204		舀，盛（cheng）。
	U1-41205		劝（说）。挽，留。
	U1-41206		口。〖祷告〗。〖案件，问题〗。
	U1-41301		租。
	U1-41302		〖姊妹，妹妹，姐妹〗。
	U1-41303		到。
	U1-41304		娶（妻）。
	U1-41305		何（什么）。如何，怎样，怎么。
	U1-41306		牢固。
	U1-41401		连累，牵连。
	U1-41402		他（的）。
	U1-41501		断。破。伤（心）。
	U1-41502		绝（种）。
	U1-41503		羡慕。
	U1-41504		裂（开）。
	U1-41601		（天）明，亮。
	U1-41602		（酒）醒。
	U1-41603		稳当。
	U1-41604		零碎。
	U1-41605		那。
	U1-41701		乖。
	U1-41702		前（后），周（围）。
	U1-41703		垭（山垭）。
	U1-41704		嘎（做嘎，（祭祖，超度祖灵））。
	U1-41705		〖远距离〗。
	U1-41706		〖行动〗。
	U1-41707		（山，水等）阻隔。（关节，肚子等）绞痛。
	U1-41801		写。〖字〗。
	U1-41802		花（动词）。花斑。
	U1-41803		挜（硬把东西送给或者卖个别人）。
	U1-41804		
	U1-41805		犁（名词）。
	U1-41901		归，回。
	U1-41902		麻木。
	U1-41903		（（象声词）枪炮声）。
	U1-41904		（干）罅（xià）。
	U1-41905		〖很顽强〗。〖能沽，彝语指成都〗。
	U1-41906		盖（被子）。
	U1-42001		棺（材）。
	U1-42002		床（量词）〖一张，床被子〗。
	U1-42003		服（气）。
	U1-42004		史。
	U1-42005		耕。庄稼（古语，耕牧）。
	U1-42006		院（落）。园。（厅）堂。
	U1-42101		国。（天）空。
	U1-42102		周围。轮（量词）。
	U1-42103		营。扎（营）。
	U1-42104		〖砍柴刀〗。
	U1-42105		完（事做完了没有？）。
	U1-42106		（果子，粮食）成熟。
	U1-42201		歌。〖跳舞〗。
	U1-42202		鹤。
	U1-42203		涉（水）。〖津梁，天地津梁断（见《西南彝志》〗）。
	U1-42301		前（房前，周围）。
	U1-42302		尽。完了。
	U1-42303		关（自动）。
	U1-42304		亲（疏）。亲（戚）。
	U1-42305		〖蓑衣〗。
	U1-42306		仇，敌。打仗。
	U1-42401		竭，尽。
	U1-42402		轴（车轴，轴承）。
	U1-42403		嫩芽。
	U1-42404		（中）雨。
	U1-42405		揉，抟（tuán），挼（ruó）。
	U1-42501		〖挑（水桶〗。
	U1-42502		骗。
	U1-42503		绾（wǎn）〖绳子〗。勒骟（牛）。
	U1-42504		疥疮。〖水痘〗。
	U1-42505		矛。
	U1-42601		直。正。
	U1-42602		〖青竹蛇〗。〖雄锦鸡〗。
	U1-42603		〖利益〗。〖营养〗。
	U1-42604		追，赶，撵。
	U1-42605		〖屋檐下〗。
	U1-42701		〖天井〗。
	U1-42702		拖，拉。抽，吸。
	U1-42703		（头）屑。
	U1-42704		门。
	U1-42705		消，退。
	U1-42706		退。
	U1-42801		（头）颅。
	U1-42802		议论，交谈。
	U1-42803		荞。〖个旧，彝语称个旧〗。
	U1-42804		
	U1-42805		医治。
	U1-42901		枕（头）。
	U1-42902		顶好，最好。
	U1-42903		锥（动词）。
	U1-42904		#N/A。
	U1-42905		寒。
	U1-42906		〖鹿子〗。
	U1-42907		明（天）。
	U1-42908		（插）柴。
	U1-43001		汇合。参与。〖开会〗。
	U1-43101		〖肋骨〗。
	U1-43102		巫。
	U1-43103		占卜。〖法术〗。
	U1-43104		浊气。
	U1-43105		摇晃。
	U1-43201		孩（子）。
	U1-43202		鸟，雀。
	U1-43203		〖芭蕉，香蕉〗。
	U1-43204		藕，莲。
	U1-43205		薯类。〖白薯〗。
	U1-43206		（口）味。
	U1-43301		胸脯肉。〖胸膛〗。心窝骨。
	U1-43302		鱼。
	U1-43303		（往嘴里）灌。
	U1-43304		扳（弯，断）。〖弯钩〗。
	U1-43305		我们。
	U1-43306		鹅。〖鄂莫，（古代彝族的一个部落〗）〖地方用词〗。
	U1-43401		〖山楂〗。
	U1-43402		点（头）。
	U1-43403		（（枪）扳机）。
	U1-43404		五（数词）。
	U1-43405		借（要还原物）。〖无须〗。
	U1-43406		我。
	U1-43501		语，言（古语）。
	U1-43502		桩。
