glyph_unified	src_ref	pronunciation	meaning
	U1-14005		〖象声词〗。
	U1-14006		记号。〖黑痣〗。
	U1-14007		甥。〖姐夫，丈夫〗。〖赘婿〗。
	U1-14101		终结，结束，收尾。〖饭被烧焦了的味道〗。
	U1-14102		书。字。书信。
	U1-14103		觉（量词）。
	U1-14104		的（人）。
	U1-14105		〖花生〗。
	U1-14106		（受）伤。
	U1-14201		谁（人）。
	U1-14202		学。明。
	U1-14203		活。〖嘎寺福，彝语指泸西县城〗。
	U1-14204		偿还。
	U1-14205		别人，他人。彝族家支名。
	U1-14206		草席，篾席。
	U1-14301		像，相同。
	U1-14302		三（数词）。
	U1-14303		走。走（了）。
	U1-14304		（果子的）瓣（量词）。
	U1-14305		（手，脚）甲。爪子。齿。
	U1-14306		（鱼）鳞。
	U1-14401		〖木炭〗。〖樟木〗。〖香杉〗。
	U1-14402		选择。
	U1-14403		棕（树）。
	U1-14404		夜。
	U1-14405		〖怎样〗。〖什么〗。
	U1-14406		癫痫病。
	U1-14407		打（土坯）。擀（香）。
	U1-14501		雄伟。
	U1-14502		〖不好意思。难为情〗。
	U1-14503		笛子。〖迷信中的捉鬼〗。
	U1-14504		仙。〖细努罗，南诏开国国君〗。
	U1-14505		抚摸。
	U1-14601		〖佩服〗。
	U1-14602		抚育。渐渐。殷殷。
	U1-14701		〖象声词〗。
	U1-14702		压。
	U1-14703		豹。狼。
	U1-14704		认（人，物）。承认。
	U1-14801		林。
	U1-14802		光。闪亮。
	U1-14803		柱子。极。
	U1-14804		寿。世。
	U1-14805		（语音）清脆。
	U1-14806		〖象声词〗。
	U1-14901		〖招待〗。
	U1-14902		下，降。
	U1-14903		〖半夏〗。
	U1-14904		〖轻轻的〗。
	U1-14905		取（下）。
	U1-14906		〖寄生茶〗。
	U1-14907		着，中。
	U1-15001		〖老表〗。〖儿媳妇，外甥女〗。
	U1-15002		庙（火神庙）。
	U1-15003		儿子。小，少。者，人。
	U1-15004		〖形容词缀〗〖静悄悄〗。
	U1-15005		（毛发）竖起。
	U1-15006		周（岁，年）。
	U1-15007		大麦。
	U1-15101		浆（衣服）。
	U1-15102		（人）躲。
	U1-15103		住（助词）。
	U1-15104		掌握。〖古时人名用词〗。
	U1-15105		忍。
	U1-15106		锈。
	U1-15201		揉。
	U1-15202		尿。
	U1-15203		（压）瘪。
	U1-15301		吐。
	U1-15302		痰，唾沫。
	U1-15303		（传说中的）神鹰。
	U1-15304		拼（力）。咬。
	U1-15305		（十）一。
	U1-15401		浸，泡。
	U1-15402		紧挨着。
	U1-15403		〖女子对家庭中兄和弟的总称〗。
	U1-15404		（精细地）缝，（缝制工艺之一）篾箩。
	U1-15405		（脚趾被）碰。
	U1-15406		抵触。撞。
	U1-15407		〖杜鹃鸟（布谷鸟〗）。
	U1-15501		相对。
	U1-15502		栓，系（栓猪）。
	U1-15503		想，欲。
	U1-15504		供奉，祭奠（神灵）。
	U1-15505		约，约定，决定。
	U1-15601		云。〖点措博，彝语指点苍山〗。〖迭吐博，山名，相传古彝人实勺部族祭天，地，祖先之处〗。
	U1-15602		〖傻眼〗。
	U1-15603		绣（花）。
	U1-15604		镶牙。
	U1-15605		积水。
	U1-15606		栽，种植。
	U1-15701		田。
	U1-15702		居住治理。
	U1-15703		搅（浑浊）〖把水搅浑了，搅（转〗）。
	U1-15704		（项）圈。
	U1-15705		甩。甩开。
	U1-15706		挺（肚子）。
	U1-15707		臂。（形容）腹部突出。
	U1-15801		（双手）围，抱（量词）。
	U1-15802		讨（债）。
	U1-15803		
	U1-15804		打（卦），投掷（占卜）。
	U1-15805		戒（烟酒等）。荡（刀子）。
	U1-15901		〖芋头〗。
	U1-15902		〖经常（天天〗）。
	U1-15903		扶（老，弱）。
	U1-15904		抵，顶，撑。支持。
	U1-15905		〖像啄木鸟啄树声〗。
	U1-15906		（鲁朵（卦名，指《八卦》中的震，巽（xun）二卦。远古部族名，〖这个部族首先把野兽驯化成家畜〗。传说中的山精。凶煞神。）。让。
	U1-16001		害羞。
	U1-16002		火（名词）。点（火）。火（五行数）。〖火枪，火炮〗。〖火药〗。
	U1-16003		（吃油，肉）腻。
	U1-16004		毒（动词）。
	U1-16101		喝（使动）。
	U1-16102		缴纳。
	U1-16103		〖脊背。保佑〗。
	U1-16104		比。丈量（土地）。
	U1-16105		考虑。
	U1-16106		指（人，物）。指向。
	U1-16201		〖牵幼儿学走路用语，意思时“行啊”〗。
	U1-16202		〖蜥蜴〗。
	U1-16203		放置。着，住（助词）。
	U1-16204		千。
	U1-16205		〖秧鸡〗。
	U1-16206		树立，建立。举。塑（像）。
	U1-16207		〖马蜂〗。
	U1-16301		赌。
	U1-16302		起。
	U1-16303		邀约。邀请。
	U1-16304		勃起。
	U1-16305		凝结，凝固。
	U1-16306		（雾）笼罩。
	U1-16401		匀。间（苗）。
	U1-16402		埋（葬）。
	U1-16403		蹲。
	U1-16404		蒙（鼓）。
	U1-16405		
	U1-16406		奇数，单数。
	U1-16501		斗（名词）。斗（量词）。
	U1-16502		（围）堵（古语）。
	U1-16503		拿着。握。
	U1-16504		皱。
	U1-16505		起疹子。
	U1-16506		箱（子）。
	U1-16507		〖勾引〗。
	U1-16601		筒，墩。把（量词）。
	U1-16602		积（灰尘）。
	U1-16603		〖马铜铃〗。
	U1-16604		放（野火）。
	U1-16605		捧。
	U1-16701		撮。
	U1-16702		叠，摞（luo）。
	U1-16703		闰（年，月）。
	U1-16704		舂（chong）。
	U1-16705		搁，放置。
	U1-16706		命（名）。作（记号）。
	U1-16707		套（动词）。
	U1-16708		安装，组装。
	U1-16801		戴（使动）。
	U1-16802		层。
	U1-16901		〖但是〗。
	U1-16902		〖计划〗。
	U1-16903		（（1）乾坤。（2）宇宙空间的上下。）。
	U1-16904		拍，抖。
	U1-16905		包，扎。
	U1-17001		填。
	U1-17002		喷嚏。
	U1-17003		按。
	U1-17004		啃。
	U1-17005		累，疲倦。
	U1-17006		下方。
	U1-17101		归附。
	U1-17102		他，她，它。其。其（其实，其中）。那（那一天）。
	U1-17103		淬（火）。
	U1-17104		败，输。
	U1-17105		倒（使动）。
	U1-17106		〖雾沉沉，霭漫漫〗。〖那么〗。
	U1-17107		跑。母畜发情。
	U1-17201		〖风箱〗。
	U1-17202		他们，她们，它们。
	U1-17203		〖前方，远方〗。
	U1-17204		锋利。
	U1-17301		钉（动词）。
	U1-17302		〖架子猪（用作育肥的大猪〗）。
	U1-17303		滴（量词）。
	U1-17304		一（数词）。
	U1-17305		兔子。
	U1-17306		别，莫，勿。
	U1-17401		时。
	U1-17402		下方。地名用字。
	U1-17403		（加盐佐料）泡。
	U1-17404		〖全猪全羊（杀死退毛而未剖肚的猪羊〗）。
	U1-17405		砍，伐（树木）。
	U1-17406		啄。（蛇）咬。
	U1-17501		这里。
	U1-17502		踏（脚）。
	U1-17503		（完）成。
	U1-17504		底。
	U1-17505		〖物体落水声，零零碎碎〗。
	U1-17506		〖心胸〗。
	U1-17507		〖拐杖〗。
	U1-17601		消灭（古语）。
	U1-17602		兴（礼节）。
	U1-17603		开创。开垦。
	U1-17604		（大针地）缝。刺（杀）。
	U1-17605		张（弓）。
	U1-17606		制止。停，停息，休止。
	U1-17701		取（蜂蜜）。
	U1-17702		〖宇宙〗。
	U1-17703		〖骡子〗。
	U1-17704		乾坤。宇宙空间的）上下，开辟一个地名，人名。
	U1-17705		黄松。
	U1-17706		盖（屋顶）。
	U1-17801		厚。稠密。
	U1-17802		碰。
	U1-17803		钻（孔）。穿（孔）。
	U1-17804		雄性（专指狗）。
	U1-17805		山楂鸟。
	U1-17806		（猛）拉。
	U1-17901		（初）一。
	U1-17902		嗑（瓜子）。
	U1-17903		台阶。
	U1-17904		（年）纪。
	U1-17905		叙述，发表。讲，讲述。
	U1-17906		除（掉）。
	U1-18001		搾（张开大拇指和中指两端的长度）。
	U1-18002		桌（子）。
	U1-18003		〖魔芋〗。
	U1-18004		塘。
	U1-18005		（天）地。〖世上凡间〗。
	U1-18101		（门）槛。
	U1-18102		混（日子）。
	U1-18103		死板，不灵活。
	U1-18201		〖虚荣，爱打扮〗。〖地区，区域〗。〖那里〗。
	U1-18202		（身材）矮小。
	U1-18203		〖自己〗。
	U1-18204		刨。砍。
	U1-18205		〖聪明，伶俐〗。
	U1-18301		割。
	U1-18302		赊（账）。
	U1-18303		行，可以。〖哩岱楼，地名，彝语指云南石林县城〗。
	U1-18304		强健。
	U1-18305		（圆木）筒（量词）。
	U1-18401		〖蚯蚓〗。
	U1-18402		短。
	U1-18403		〖猫头鹰〗。
	U1-18404		（削）砍。刨（木板）。
	U1-18405		
	U1-18501		〖但是〗。
	U1-18502		倒。翻（翻车）。
	U1-18503		敲打，击打。〖斗殴〗。
	U1-18504		鸽子，斑鸠。
	U1-18505		浑浊。
	U1-18506		（土）坎。
	U1-18601		边，界。方（矩形）。
	U1-18602		胸。
	U1-18603		〖睾丸〗。
	U1-18604		〖掼谷槽（收割稻谷时作脱粒的用具〗）。
	U1-18605		制造。
	U1-18606		〖芋头〗。
	U1-18701		祖母，奶奶。
	U1-18702		爬，攀，登。上（动词）。
	U1-18703		（鸡）距（拐爪）。
	U1-18704		〖腿跨〗。
	U1-18705		〖犁辕（yuan〗）。
	U1-18801		恶（心）。
	U1-18802		〖随便，简单〗。
	U1-18803		〖袜子〗。
	U1-18804		〖语气词〗：呢。吗。啊。
	U1-18805		〖垂落〗。〖和尚〗。
	U1-18806		发酵。
	U1-18807		出。冒。暴露。
	U1-18901		〖乱说〗。〖话多〗。
	U1-18902		生（疮），长（瘤子）。
	U1-18903		毒（名词）。草乌。巴豆。〖半夏〗。
	U1-18904		〖算了，罢了〗。
	U1-18905		补（载，种）。
	U1-18906		（点）燃。
	U1-18907		〖屁股，臀部〗。〖尾椎〗。〖山地〗。
	U1-19001		（猫，狗的）白花前肢。
	U1-19002		踪迹。
	U1-19003		重字。
	U1-19004		
	U1-19005		边，面，后。〖跟随，继续〗。〖顶替〗。
	U1-19101		洞。坑。
	U1-19102		（眼）睛。
	U1-19103		得（助词）。
	U1-19104		和睦，友好。爱好。
	U1-19105		传递。
	U1-19106		棍，棒。
	U1-19201		通（达）。
	U1-19202		〖锤子〗。
	U1-19203		（产）生。癸（天干第十位）。〖后面，后边〗。
	U1-19204		翅（膀）。
	U1-19205		〖筲箕（shaoji〗）。
	U1-19301		核。
	U1-19302		（衣）襟。
	U1-19303		能。
	U1-19304		推，掀。
	U1-19305		〖外面〗。
	U1-19306		〖世上，世界〗。〖阳世间〗。
	U1-19307		说（引述式）。
	U1-19401		的（东西）。
	U1-19402		狐（狸）。
	U1-19403		阴（天）。冬眠。
	U1-19404		歹。憨，劣。
	U1-19405		住所。部位。〖来由〗。〖人名用词〗。
	U1-19501		处（量词）。（这）里。（哪）里。
	U1-19502		褂（子）。
	U1-19503		〖议论〗。
	U1-19504		〖故事〗。
	U1-19505		产（生）。壬（天干第九位）。人名用词。
	U1-19601		浅。
	U1-19602		砧板（菜墩）。
	U1-19603		〖草果。缓和〗。
	U1-19604		〖碗〗。
	U1-19605		炉（名词）。炉（量词）。
	U1-19701		〖祷告〗。
	U1-19702		戴。穿（鞋子）。
	U1-19703		（责）怪。
	U1-19704		结合。〖名份，身份〗。
	U1-19705		结（果）。
	U1-19706		咽喉。
	U1-19901		捶。
	U1-19902		撮箕。
	U1-19903		（猪）拱。
	U1-19904		想，思考，思索。
	U1-20001		上方。
	U1-20002		游逛，走串。
	U1-20003		（用镰刀）割。
	U1-20004		平整，铲平。〖和平〗。
	U1-20005		沉（底）。
	U1-20101		飞逝。
	U1-20102		挣，拼搏。
	U1-20103		猖獗。
	U1-20104		挣，拼搏。
	U1-20105		镶。
	U1-20106		喝。吸。
	U1-20107		吞，咽。
	U1-20201		蕨（菜）。
	U1-20202		（（祭祀用的）酒具）。
	U1-20203		挖（洞）。开（口）。
	U1-20204		（嘴）巴。
	U1-20205		〖梨子〗。
	U1-20206		〖蚂蚱，蚱蜢〗。
	U1-20301		打。〖椎chuí 杀（击杀〗）。
	U1-20302		丢。投掷。
	U1-20303		椽（子）。
	U1-20304		蛋。生（蛋）。
	U1-20401		（衣）褊（bian）。
	U1-20402		纯净。
	U1-20403		蛰（动词）。
	U1-20404		（拼着）耍。
	U1-20405		争论，辩论。
	U1-20406		（酒）曲。
	U1-20407		儴解。
	U1-20501		（小孩子）怕。
	U1-20502		捆绑。捆（量词）。
	U1-20503		（用手）挡。
	U1-20504		阻挡，阻拦。堵截。
	U1-20505		担任（担任工作）。
	U1-20506		〖形容词缀〗〖沉甸甸〗。
	U1-20601		（荨（qian）麻）。
	U1-20602		打扮。扮演。
	U1-20603		装（动词）。
	U1-20604		原野，坝子。
	U1-20605		能装。
	U1-20701		你的。
	U1-20702		〖娃娃鸡〗。
	U1-20703		轻快。
	U1-20704		〖规矩，礼节〗。
	U1-20705		心。
	U1-20706		调拌，搅。
	U1-20801		缝（动词）。
	U1-20802		燎。烧。
	U1-20803		勒。
	U1-20804		捏。
	U1-20805		泡（pao）〖核桃〗。
	U1-20806		丢失。消失。
	U1-20901		绩（麻）。
	U1-20902		少。（皮聂，（古人名，与赤芤（[kōu）同为彝族先民中出现的第二君王））。
	U1-20903		低，矮。
	U1-20904		近。
	U1-20905		坡。
	U1-20906		
	U1-20907		香（味）。
	U1-21001		春。
	U1-21002		〖猫的词尾〗。
	U1-21003		那。
	U1-21004		弩。
	U1-21005		大。〖哪吞落姆，古代名城，今在昆明晋宁境内〗。
	U1-21101		眼。
	U1-21102		看。〖形容飞快消逝〗。
	U1-21103		黑。
	U1-21104		墨。
	U1-21105		眼，孔。
	U1-21201		肥。〖肥肉〗。
	U1-21202		粑，馍，饼。
	U1-21203		深。
	U1-21204		（心）狠。
	U1-21205		你。
	U1-21206		贪婪。
	U1-21207		〖石榴〗。
	U1-21301		泥土。
	U1-21302		土（地）。〖阿脑阿画，人名〗。
	U1-21303		豆类。
	U1-21304		等量。
	U1-21305		呢（语气助词）。〖那么〗。
	U1-21401		背面。后面。〖斧子〗。
	U1-21402		〖毛发乱〗，〖汗毛〗。
	U1-21403		髓。
	U1-21404		猴。申（地支第九位）。
	U1-21405		（骨）髓。
	U1-21406		鼻。
	U1-21501		被水冲。冲撞。
	U1-21502		沉淀物。
	U1-21503		控告。
	U1-21504		络绎不绝。
	U1-21505		你们。
	U1-21506		事情。事故。
	U1-21601		活计，工作。
	U1-21602		诓（欺骗）〖小孩〗。
	U1-21603		逗（小孩）。
	U1-21604		过（时态助词）。
	U1-21605		（孩子间互相）逗玩。〖诱惑〗。
	U1-21606		〖窃衣草〗。
	U1-21607		箭。
	U1-21701		雾（霭）。
	U1-21702		台垫。
	U1-21703		多。
	U1-21704		嫩。软。
	U1-21705		休息。〖勒俄，彝族诗歌的一种〗。
	U1-21706		麻风病。
	U1-21707		肯。
	U1-21708		听。
	U1-21801		病，痛。
	U1-21802		〖繁殖，繁衍〗。
	U1-21803		增加，增多。涨（饭）。
	U1-21804		潮湿，滋润。
	U1-21805		彝。
	U1-21901		垫（子）。
	U1-21902		姐姐。
	U1-21903		〖篾丝〗。启，揭（篾丝）。
	U1-21904		（（未曾生过崽的）小母山羊）。
	U1-21905		嗅。〖臭味〗。
	U1-21906		鞋（子）。
	U1-22001		（植物）出芽。
	U1-22002		穗。
	U1-22003		雾。
	U1-22004		女（儿）。
	U1-22005		颤（抖）。
	U1-22006		顽强。凶猛。
	U1-22101		光，赤。
	U1-22102		〖耳环〗。
	U1-22103		肋（骨）。
	U1-22104		红。（火）旺。〖部落名〗。地名用词。人名用词。
	U1-22105		堵（量词）。
	U1-22201		（身体）缺陷。
	U1-22301		硝（名词）。硝（动词）。
	U1-22302		〖灰彩页〗。
	U1-22401		秧（苗）。
	U1-22402		生，繁殖。
	U1-22403		〖八角〗。
	U1-22404		四（数词）。
	U1-22405		孙。
	U1-22406		（刀）叶。
	U1-22501		放任（牲畜散开吃草）。
	U1-22502		旧。古。庚（天干第七位）。
	U1-22503		〖灰尘〗。
	U1-22504		换。蜕。
	U1-22505		〖樱桃〗。〖地名用词〗。
	U1-22601		丢（脸）。〖象声词〗。
	U1-22602		哮喘。
	U1-22603		〖砍柴刀〗。
	U1-22604		曾孙。
	U1-22605		征讨，讨伐。
	U1-22606		青年。
	U1-22607		〖小饼〗。
	U1-22701		〖诽谤〗。
	U1-22702		〖兔子〗。卯（地支的第四位）。
	U1-22703		〖娇气〗。
	U1-22704		脱（衣服）。
	U1-22705		饱满。
	U1-22706		〖高兴得发狂〗。〖重叠词缀〗。
	U1-22801		通头。
	U1-22802		
	U1-22803		祭。
	U1-22804		松脱。
	U1-22805		放（牧）。〖耕牧，庄稼〗。
	U1-22806		西（方）。
	U1-22807		厩（名词）。〖量词〗〖一圈羊〗。
	U1-22901		〖睾丸〗。
	U1-22902		裤子。
	U1-22903		调换。
	U1-22904		祈求。
	U1-22905		（鲁朵（卦名，指《八卦》中的震，巽（xun）二卦。远古部族名，〖这个部族首先把野兽驯化成家畜〗。传说中的山精。凶煞神。）。
	U1-22906		
	U1-23001		惩治。
	U1-23002		（起）泡。
	U1-23003		摇动。
	U1-23004		延缓时间。缓（期）。
	U1-23005		（大）袋子。（专指）皮口袋。
	U1-23101		
	U1-23102		
	U1-23103		（用风箱）杨。
	U1-23104		（使）动。
	U1-23105		电。
	U1-23106		神。
	U1-23201		晒。
	U1-23202		（火）焰。
	U1-23203		船。
	U1-23204		烙（老）〖穿〗。
	U1-23301		（散 ）乱。
	U1-23302		〖毛驴〗。
	U1-23303		〖笛子〗。
	U1-23304		重。〖沉甸甸〗。
	U1-23401		慢。轻（指动作）。
	U1-23402		〖葫芦〗。
	U1-23403		钻（孔，眼）。锥。
	U1-23404		〖叙述〗。〖彝文文献的一种〗。
	U1-23405		寻觅（踪迹）。
	U1-23406		（（1）沸腾。（2）波浪。）。
	U1-23407		卷，包。
	U1-23501		（牛犁）担。
	U1-23502		向后仰。
	U1-23503		舔。〖专指母羊对出生羊崽的舔〗。
	U1-23504		卷（量词）。
	U1-23505		忧（心）。
	U1-23506		要。
	U1-23601		被。
	U1-23602		高兴。
	U1-23603		揭（开）。
	U1-23604		（怀）孕（古语）。
	U1-23605		蟒。
	U1-23606		颈，项（脖子）。
	U1-23607		容易。〖很，（不得了（补语〗）。慢。
	U1-23701		晚熟（作物）。蔗（妻），后（妻）。
	U1-23702		〖上，坎上，岩石上〗。
	U1-23703		随便，胡乱。很，不得了（补语）。
	U1-23704		破烂。〖槟榔〗。〖弯钩〗。
	U1-23705		着（用在动词后面作嘱咐语气）。吗（表示疑问）。
	U1-23706		蘸。
	U1-23801		立即。
	U1-23802		手。〖私房〗。〖翅膀〗。〖胡琴〗。
	U1-23803		〖前缀词〗。
	U1-23804		承包，承揽，包揽。
	U1-23805		1〖中央，中间，中心〗。〖头顶。百会穴〗。
	U1-23806		惟恐，害怕。
	U1-23901		向（祖宗祝告）。
	U1-23902		〖攀枝花（木棉〗）。
	U1-23903		石头。
	U1-23904		〖斗笠〗。
	U1-23905		足够，够。
	U1-24001		
	U1-24002		山谷。
	U1-24003		耳（朵）。
	U1-24004		〖（形容词缀〗〖黑黝黝〗。
	U1-24005		轻。2〖价格便宜〗。
	U1-24006		〖毕摩的法帽〗。〖洛玻思齿液，（鸭池河，在贵州黔西〗）。〖乐作，彝族的一种舞蹈〗。
	U1-24007		雹。
	U1-24101		呀（语气助词）。〖稍微。一下〗。
	U1-24102		茶（古语）。
	U1-24103		〖棉花〗。
	U1-24104		〖阴茎〗。
	U1-24105		宇宙。〖妥鲁博〗。
	U1-24106		〖高山峻岭〗。专用名词。〖凤凰〗。
	U1-24201		雄性（专指羊）。
	U1-24202		石（dan）〖容量〗。
	U1-24203		牛（古语）。
	U1-24204		龙。辰（地址的第五位）。〖高兴〗。〖腊鲁（彝族支系〗）。〖福禄〗。〖鲁弘（古彝族的一个部族名称〗。〖彝族人名地名用词〗。
	U1-24301		〖掼谷槽（收割稻谷时作脱粒的用具〗）。
	U1-24302		獐（子）。
	U1-24303		闷，闭（气）。
	U1-24304		（犬）吠。
	U1-24305		村落。城。〖百姓，群众〗。
	U1-24401		（花）朵。〖木禄，彝语指云南弥勒县〗。
	U1-24402		蝶。
	U1-24403		天井。
	U1-24404		了（时态助词，过去式）。
	U1-24405		牢（监牢，监狱）。
	U1-24406		闺女。〖古语地名用词〗。
	U1-24501		〖人体额下的软组织〗。
	U1-24502		去。
	U1-24503		（蝌）蚪。
	U1-24504		裹，包。
	U1-24505		〖懒惰。困倦。〗。
	U1-24506		动。
	U1-24601		个（量词）。〖完全，全部〗。
	U1-24602		脱。卸。〖说话伤人〗。
	U1-24603		〖晃荡〗。
	U1-24604		庹（tuo，动词）。庹（量词）。
	U1-24701		挥舞，抡。〖地名用词〗。
	U1-24702		圆。（球）体。
	U1-24703		两（量词）。
	U1-24704		来。
	U1-24801		脾脏。
	U1-24802		挂子。
	U1-24803		（同类中特别）瘦小。
	U1-24804		炸（爆炸）。
	U1-24805		（急火）烧。〖象声词〗〖拖木棒之声〗。
	U1-24901		添补。
	U1-24902		拍（手）。
	U1-24903		板（木板，石板）。
	U1-24904		扁（形）。
	U1-24905		干瘪，秕（bi）。
	U1-25001		〖卧倒，倒下〗。
	U1-25002		荡漾。
	U1-25003		鹰。
	U1-25004		（横）搭。
	U1-25005		（小）块。
	U1-25006		棕（皮，树）。
	U1-25007		（用手掌）打。
	U1-25101		（闩）门。
	U1-25102		块，砣（量词）。
	U1-25103		松。宽松。
	U1-25104		亲吻。〖象声词，吻小孩发出的声音〗。
	U1-25105		〖云雀〗。
	U1-25106		闪（亮）。
	U1-25201		缝补。
	U1-25202		枯萎。
	U1-25203		刷（子）。
	U1-25204		（花）瓣。瓣（量词）。
	U1-25205		
	U1-25206		篇（量词）。
	U1-25207		
	U1-25301		弱。
	U1-25302		鸣叫。
	U1-25303		〖让别人知道〗，使听，使看。
	U1-25304		烧（燃料）。
	U1-25305		〖翁宅，彝族祭祀祖宗时建的灵房〗。
	U1-25306		脱。
	U1-25401		烫。
	U1-25402		泥泞（ning）。
	U1-25403		越过。
	U1-25404		（眼）昏花。视力衰退。
	U1-25405		救。
	U1-25501		查认（字）。
	U1-25502		张开。
	U1-25601		（眼，脸，脉搏，肌肉等）颤动，跳动。
	U1-25602		变（变成，变掉）。
	U1-25603		（事情）糟糕，坏。
	U1-25701		〖婚配〗。
	U1-25702		残废，瘫痪。
	U1-25703		毁，坏（动词）。
	U1-25704		垮，塌（使动）。〖说话伤人〗。
	U1-25705		
	U1-25706		（水）溅。
	U1-25707		脸。方。形。
	U1-25801		叶子。片（量词）。
	U1-25802		腿。
	U1-25803		白。
	U1-25804		管，管理。
	U1-25805		纸，书。
	U1-25806		仔鸡（未曾生蛋的小母鸡）。
	U1-25807		照，映。
	U1-25901		劈。
	U1-25902		下（种）。
	U1-25903		擀。
	U1-25904		奖赏，赏赐。
	U1-25905		衣（古语）。〖彝语古部落名称〗。〖彝语古星星用词〗。〖汉族〗。
	U1-25906		解（开）。放（出去）。〖睁眼〗。
	U1-26001		匆匆。
	U1-26002		剐，剥（皮）。刮。
	U1-26003		口吃，结巴。
	U1-26004		〖爽朗〗。〖赤陀，人名，氏族名，是彝族先民中首创典章者〗。
	U1-26101		淡（味道）。素（食）。
	U1-26102		撕裂。
	U1-26103		（鸟）鸣（清晰之声）。
	U1-26201		宽。
	U1-26202		满。
	U1-26203		迟。
	U1-26204		（牲畜在野外）吃草。
	U1-26205		破，坏。
	U1-26206		垮。破（产）。（群鸦）乱叫）。
	U1-26301		癞。
	U1-26302		谎。
	U1-26303		枣红色。
	U1-26304		蜂。
	U1-26305		人（古语）。笃慕（人名，彝族”六祖“的父辈）。
	U1-26401		檩（lin）〖屋上托住椽 读音:[chuán]子的横木〗。
	U1-26402		行走。
	U1-26403		褪（色）。
	U1-26404		喜欢。
	U1-26405		燃。
	U1-26406		降落。落下。
	U1-26501		
	U1-26502		出（事故）。
	U1-26503		荒（芜）。
	U1-26504		成活。
	U1-26601		（猛）喝。
	U1-26602		有益。
	U1-26603		脱（落）。
	U1-26604		允（许）。
	U1-26605		（日）落。
	U1-26606		飞。飘扬。
	U1-26607		餐，顿（量词）。（彝族家支名。
	U1-26701		
	U1-26801		摔跤。
	U1-26802		（齐根部）割。
	U1-26803		（熟）透。
	U1-26901		脓。
	U1-26902		（溜）滑。
	U1-26903		狡猾。
	U1-26904		蹬。
	U1-26905		（斜）砍。劈。
	U1-27001		抽空。
	U1-27002		耽搁，耽误。
	U1-27003		
	U1-27004		收打（庄稼，果实）。钉（动词）。
	U1-27005		泣。〖形容词缀〗。
	U1-27101		丑陋。
	U1-27102		〖蟑螂〗。
	U1-27103		后脑勺。
	U1-27104		假。
	U1-27201		拨，扯。〖词素〗。
	U1-27202		〖德行〗。
	U1-27203		（把物体往前）推进。
	U1-27301		〖喜鹊〗。
	U1-27302		嫁（女）。
	U1-27303		根源。〖希幕遮，人名，汉文书中记作天皇〗。
	U1-27304		仓。库。
	U1-27305		（伤口）发炎。
	U1-27306		〖山乍鸟〗。
	U1-27401		〖饭豆〗。
	U1-27402		绳索。〖柞桥（竹索桥〗）。
	U1-27403		占（卜）。算。
	U1-27404		（马）笼头。
	U1-27405		脏。
	U1-27406		丈（长度）。
	U1-27501		煮。〖米粥，稀饭〗。
	U1-27502		条，支，杆，股，把（量词）。
	U1-27503		罐（子）。
	U1-27504		嫌（人）。
	U1-27505		玷污，污染。
	U1-27601		转。转（动）。转（量词）。
	U1-27602		一带。
	U1-27603		〖周围〗。
	U1-27604		疾（驰）。越（过）。
	U1-27605		酿造。渥（表示沾湿）。
	U1-27701		（手）指。（脚）趾。
	U1-27702		〖形容词缀〗。
	U1-27703		马桑（树）。
	U1-27704		尖。
	U1-27705		〖铃铛〗。
	U1-27801		〖谜语〗。猜测，推测。
	U1-27802		带子。〖牛耕索（绳子〗）。
	U1-27803		露（水）。
	U1-27804		〖什么〗。
	U1-27805		治（理）。
	U1-27806		收拢。
	U1-27901		吸吮。
	U1-27902		驼。
	U1-27903		〖眼屎〗。〖象声词〗〖老鼠叫声〗。
	U1-27904		别（动词）。
	U1-27905		两者之间。
	U1-27906		〖坟墓〗。
	U1-28001		夹。
	U1-28002		酸。腌。
	U1-28003		（强制性的）喊（人）。〖督促〗。
	U1-28101		惊（醒）。易受惊。〖很有精神〗。
	U1-28102		山羊。
	U1-28103		冷。
	U1-28104		挂（使动）。
	U1-28201		迈（步）。
	U1-28202		搭（话）〖回答〗。
	U1-28203		跨。
	U1-28204		祭献。
	U1-28205		抬。
	U1-28301		经（吃，穿），耐（用）。
	U1-28302		成见。
	U1-28303		〖腰身〗。
	U1-28304		差（欠）。
	U1-28305		源。
	U1-28306		〖应该〗。
	U1-28401		〖非正常死亡〗。
	U1-28402		（未曾过崽的）母猪。
	U1-28403		〖胎盘〗。
	U1-28404		跟，随，伴。侍从，部下。
	U1-28405		〖朋友，伙伴，同志〗。
	U1-28406		沿（着）。
	U1-28501		篱笆。
	U1-28502		秋。
	U1-28503		削。
	U1-28504		
	U1-28505		铲。
	U1-28601		从。
	U1-28602		〖后面，后边〗。
	U1-28603		（时）候。
	U1-28604		腐，烂。
	U1-28605		车。
	U1-28606		折（断），掰（断）。〖实楚，人名，彝族最早出现的毕摩〗。
	U1-28701		姜。
	U1-28702		遗留。
	U1-28703		孤，寡。
	U1-28704		出（嫁）。
	U1-28705		画眉（鸟）。
	U1-28706		甜。
	U1-28801		半（夜，路）。
	U1-28802		种类。
	U1-28803		（民）族。〖亲戚〗。
	U1-28804		〖早饭〗。
	U1-28901		（昌盛，发展）。
	U1-28902		搬迁，迁（居）。
	U1-28903		窝棚。
	U1-28904		骗。
	U1-28905		哄。
