glyph_unified	src_ref	pronunciation	meaning
󴃽	D1-0911	ʑɑ²¹	吧（走～）。
󴃾	D1-0912	ⁿd͡zʰɿ⁵⁵	呻吟（病疼～）。
󴃿	D1-0913	tʰe⁵⁵	嗑（～瓜子）。
󴄀	D1-0914	vo̹²¹	买。
󴄁	D1-0915	mu⁵⁵	孵（～小鸡）。
󴄂	D1-0916	ȵɤ³³	短（长～）。
󴄃	D1-0917	ko̹³³	拾，拣。
󴄄	D1-0918	kɚ̰²¹	场（一～雨）。
󴄅	D1-0919	bo̹²¹	（～X）蝉（蜘了）。
󴄆	D1-0920	xɯ̰²¹	倒，斟。
󴄇	D1-0921	ⁿd͡zʰɑ̰²¹	滴，漏（～水）。
󴄈	D1-0922	ʑɑ̰²¹	吐（把嘴里饭和石子等一齐～出）。
󴄉	D1-0923	kɑ̰³³	管辖。
󴄊	D1-0924	t͡sɚ̰²¹	捆（一～柴）。
󴄋	D1-0925	ʂu³³	（X～）蜡（蜂～）。
󴄌	D1-0926	lu²¹	（X～）禄（福～）。
󴄍	D1-0927	bɔ⁵⁵	洞，空心。
󴄎	D1-0928	t͡ɕʰi⁵⁵	坑害，连累。
󴄏	D1-0929	ʑi⁵⁵	跑。
󴄐	D1-0930	t͡ɕʰɔ³³	挑，拣，选。
󴄑	D1-0931	bu²¹	随，跟随。
󴄒	D1-0932	me²¹	擦（～药），涂（～药）。
󴄓	D1-0933	ȵɤ̰²¹	挤（人～）。
󴄔	D1-0934	kɑ̰⁵⁵	疼（扯～）。
󴄕	D1-0935	d͡ʐʰɔ⁵⁵	（～̠X）另外，其他。
󴄖	D1-0936	d͡ʐʰo³³	咒（～骂）。
󴄗	D1-0937	ŋɤ̰²¹	悬岩（前倾状悬岩口）。
󴄘	D1-0938	ŋo³³	（～X）狱（地～）。
󴄙	D1-0939	t͡ʂʅ³³	指（手～）。
󴄚	D1-0940	si³³	聪明。
󴄛	D1-0941	bɔ²¹	生（～孩子），富有。
󴄜	D1-0942	t͡sɯ⁵⁵	建造（～房子）。
󴄝	D1-0943	bɔ³³	处（你～）。
󴄞	D1-0944	bo̹²¹	干巴（牛～）。
󴄟	D1-0945	ʂo̹³³	蛇，金子，黄。
󴄠	D1-0946	dɑ̰³³	豆角。
󴄡	D1-0947	pʰo̹⁵⁵	面（食品吃了很～）。
󴄢	D1-0948	t͡ʂho̹⁵⁵	挂（使）。
󴄣	D1-0949	t͡ʂo⁵⁵	木桩，桩（钉的）。
󴄤	D1-0950	le⁵⁵	高兴，喜欢。
󴄥	D1-0951	lu³³	吠（狗～）、凶兆。
󴄦	D1-0952	ɬɯ̰⁵⁵	皮革。
󴄧	D1-0953	bo̰²¹	耀（～眼），刺眼。
󴄨	D1-0954	ŋh²¹	冷（寒～）。
󴄩	D1-0955	ʂo̹³³	绕，理（～布线）。
󴄪	D1-0956	po⁵⁵	人（父子三～），量词。
󴄫	D1-0957	ᵑɡʰɤ̰⁵⁵	（～X）脚（～后跟）。
󴄬	D1-0958	ɣo̹⁵⁵	（X～）讥笑，嘲笑，讽刺。
󴄭	D1-0959	ɡu²¹	（X～）螺蛳。
󴄮	D1-0960	kʰɚ̰⁵⁵	缺（碗口～），（嘴～）。
󴄯	D1-0961	du²¹	僵（手冻～）。
󴄰	D1-0962	ɳo̹⁵⁵	丢失，遗失。
󴄱	D1-0963	di⁵⁵/de⁵⁵	（～X）世间，地球，世界。
󴄲	D1-0964	ho̹³³	（X～）公黄牛。
󴄳	D1-0965	tḛ⁵⁵	穿（～鞋），戴（～帽）。
󴄴	D1-0966	tɑ̰²¹	扁。
󴄵	D1-0967	ⁿdʰe²¹	容纳（～多少人），装得下多少。
󴄶	D1-0968	lo̹²¹	容易。
󴄷	D1-0969	ŋɤ³³	杉（～树）。
󴄸	D1-0970	t͡ɕi⁵⁵/t͡ɕo³³	梳（动）。
󴄹	D1-0971	ko⁵⁵	披（～衣）（使动）。
󴄺	D1-0972	ⁿdʰo̹²¹	平坦。
󴄻	D1-0973	ᵑɡʰo̰²¹	写。
󴄼	D1-0974	tɑ̰⁵⁵	鹰。
󴄽	D1-0975	ŋo̰⁵⁵	蓐～。
󴄾	D1-0976	lɔ³³/²¹	便宜，轻（～重）。
󴄿	D1-0977	ɕḭ²¹	搴（），拔（～松毛）。
󴅀	D1-0978	lu³³	菌子。
󴅁	D1-0979	bḛ²¹	（X～X）球（松～）。
󴅂	D1-0980	pɔ⁵⁵	酸（～得过分）。
󴅃	D1-0981	bɤ²¹	祖父。
󴅄	D1-0982	pʰɑ̰²¹	只（一～鞋）。
󴅅	D1-0983	se³³	（X～）谁。
󴅆	D1-0984	ⁿd͡zʰɿ⁵⁵	忍耐。
󴅇	D1-0985	lo̹⁵⁵	歪，斜。
󴅈	D1-0986	tḛ⁵⁵	舂（～米），捣。
󴅉	D1-0987	t͡ɕʰɚ³³	被（～他打）。
󴅊	D1-0988	do̹²¹/ɬo̰²¹	睪丸。
󴅋	D1-0989	ⁿd͡zʰḭ²¹	劈（～明子），劈柴。
󴅌	D1-0990	fe³³	分（动词）。
󴅍	D1-0991	ⁿdʰɔ⁵⁵	扔，丢，掷。
󴅎	D1-0992	ko̰⁵⁵	（～X）锅桩石。
󴅏	D1-0993	zi²¹	压（～在下面）。
󴅐	D1-0994	ɣo⁵⁵/ʑḭ³³	（～X）生气。
󴅑	D1-0995	zḭ⁵⁵	豹子。
󴅒	D1-0996	ᵑɡʰɯ̰⁵⁵	戳（针～着）。
󴅓	D1-0997	ŋɤ̰⁵⁵	辣（太阳～）。
󴅔	D1-0998	ʑɑ̰⁵⁵	样（鞋～）。
󴅕	D1-0999	ɳu⁵⁵	添（～菜）。
󴅖	D1-1000	ʂɚ⁵⁵	滤（过～）。
󴅗	D1-1001	mi³³	咯（～脚），刺（～耳）穿入。
󴅘	D1-1002	lo⁵⁵	（～X）驴（毛～）。
󴅙	D1-1003	lo⁵⁵	茶。
󴅚	D1-1004	fi⁵⁵	穿（使动），使他～上衣服。
󴅛	D1-1005	tɑ̰²¹	费（～工），漏掉（自动）消耗。
󴅜	D1-1006	pɑ̰²¹	乳房，奶。
󴅝	D1-1007	ȵi⁵⁵	（～X）雾。
󴅞	D1-1008	pʰu⁵⁵	瓜。
󴅟	D1-1009	t͡sʰu⁵⁵	凑（～钱）。
󴅠	D1-1010	ʑi⁵⁵/t͡se²¹	（X～）锯子。
󴅡	D1-1011	t͡su²¹/³³	蹲。
󴅢	D1-1012	ʑɯ̰⁵⁵	尖（堆～）。
󴅣	D1-1013	ho̰²¹	拌（搅～）。
󴅤	D1-1014	hɑ̰²¹	鼠，子（属相）。
󴅥	D1-1015	ve²¹	豺狼，豺狗。
󴅦	D1-1016	pu²¹	背（～绳）（几股一起）。
󴅧	D1-1017	kʰɚ̰²¹	抖（～灰）。
󴅨	D1-1018	hṵ³³	养（～子女），蓄（～头发），留下。
󴅩	D1-1019	te²¹	贷（私人间互相借贷，定期还的一种方式）。
󴅪	D1-1020	te³³	独（～儿子）。
󴅫	D1-1021	ɳɚ²¹	脖（～X）脖子（～子）。
󴅬	D1-1022	bo̰⁵⁵	吻（～小孩）。
󴅭	D1-1023	pe³³	（X～）戒指。
󴅮	D1-1024	tɯ̰⁵⁵	蒙（～鼓），绷（～鼓）。
󴅯	D1-1025	bɤ²¹	的（你～）。
󴅰	D1-1026	ɑ²¹	词头。
󴅱	D1-1027	to̹⁵⁵	拴（～在地桩上）。
󴅲	D1-1028	pe³³	做，办（～事）。
󴅳	D1-1029	nḛ²¹	垫（～鞍）。
󴅴	D1-1030	ⁿdʰɔ⁵⁵	盖（～被子）。
󴅵	D1-1031	dɯ³³	尖（棍子～）。
󴅶	D1-1032	pe³³	毕摩。
󴅷	D1-1033	vɔ³³	盘旋。
󴅸	D1-1034	bo̰²¹	床（一～被子）。
󴅹	D1-1035	pʰe²¹	泼（～水），撒（～粪）。
󴅺	D1-1036	pʰo̰²¹	翻（～肠），反（～穿衣）。
󴅻	D1-1037	pe³³	（̠X～）肚子。
󴅼	D1-1038	sɑ̬²¹	（～X）碗。
󴅽	D1-1039	pʰɚ̰²¹	（～X）犁板。
󴅾	D1-1040	d͡ʑu³³	筋。
󴅿	D1-1041	tʰɯ³³	折（～树枝），撇（～树枝）。
󴆀	D1-1042	ⁿdʰɯ³³	爬（地上～行），手脚并用地爬。
󴆁	D1-1043	t͡sɑ̰³³	段（一～路）。
󴆂	D1-1044	ᵑɡʰu²¹	祭祀桩。
󴆃	D1-1045	pu²²	（～XX）圆球形。
󴆄	D1-1046	pe²¹	茧（手～）。
󴆅	D1-1047	pʰɑ̰³³	（X～）半夜。
󴆆	D1-1048	dɚ²¹	（～XX）矮（～朵朵）。
󴆇	D1-1049	ᶮd͡ʑʰɤ²¹	串（一～珠子）。
󴆈	D1-1050	ŋɔ²¹	（～X）红署。
󴆉	D1-1051	pʰɑ̰⁵⁵	（X～）另外，其它。
󴆊	D1-1052	t͡ʂhɔ³³	生姜　姜。
󴆋	D1-1053	t͡ʂhu²¹	种（人～）。
󴆌	D1-1054	ʂɚ̰²¹	撕（～烂衣服）。
󴆍	D1-1055	to³³	页（一～）　　张（一～）。
󴆎	D1-1056	dɯ⁵⁵	挑（棍子头～）　拈（用筷子～）。
󴆏	D1-1057	pʰu⁵⁵	不会生儿的母畜。
󴆐	D1-1058	pʰe³³	臼（盐～）。
󴆑	D1-1059	tʰu²¹	穿（～孔）。
󴆒	D1-1060	pʰu²¹	开（～门），（～锁），打开。
󴆓	D1-1061	ʂe³³	水獭。
󴆔	D1-1062	ȵɤ̰²¹	挟（筷子～），拈。
󴆕	D1-1063	t͡sɿ³³	毛（睫～），芒（谷～）（，麦～）。
󴆖	D1-1064	ʑɑ̰²¹	挵（～叶子）。
󴆗	D1-1065	ɕḭ²¹	毛（绵羊～）。
󴆘	D1-1066	kʰɑ̰⁵⁵	簸（～米）。
󴆙	D1-1067	t͡sʰi³³	药。
󴆚	D1-1068	xɯ̰²¹	泡沬子。
󴆛	D1-1069	mi³³	肘（手～），后跟（脚～）。
󴆜	D1-1070	t͡ʂhi⁵⁵	早饭。
󴆝	D1-1071	t͡ʂhʅ³³	甜。
󴆞	D1-1072	ɣo̹²¹	笑。
󴆟	D1-1073	ɬɑ̰³³	重孙。
󴆠	D1-1074	t͡ɕʰɤ̰³³	冻（冰～）。
󴆡	D1-1075	fɚ̰²¹	盆（木～）。
󴆢	D1-1076	t͡so³³	煨（～水），烧（～水）。
󴆣	D1-1077	ɣɚ²¹	实（～岁）。
󴆤	D1-1078	dɔ³³	着（吃～），（住～）。
󴆥	D1-1079	ᶯd͡ʐʰɚ̰⁵⁵	掼（～谷子）。
󴆦	D1-1080	te²¹	砧板。
󴆧	D1-1081	nɚ̰⁵⁵	住（拴～），起（拴～）。
󴆨	D1-1082	t͡sɿ³³	堵（～水）。
󴆩	D1-1083	pʰɚ̰⁵⁵	修（～菜叶）。
󴆪	D1-1084	t͡ʂu³³	钟（庙里的大钟）。
󴆫	D1-1085	lḛ²¹	滚（～石头）。
󴆬	D1-1086	kɤ²¹/bɤ²¹	（～X）灶。
󴆭	D1-1087	pʰi³³	条（一～裤子）。
󴆮	D1-1088	d͡ʑḭ⁵⁵	绝（～种）。
󴆯	D1-1089	t͡ʂo⁵⁵	（X～）么（什～），什么。
󴆰	D1-1090	t͡ʂo̹³³	炎（伤口发炎）。
󴆱	D1-1091	bo̰²¹	（～X）谢（～谢）。
󴆲	D1-1092	ŋo̰²¹	（～X）心窝骨。
󴆳	D1-1093	t͡ʂhɿ³³	麂子。
󴆴	D1-1094	ɕi³³	死。
󴆵	D1-1095	sḭ²¹	树，柴，木。
󴆶	D1-1096	ŋo̰⁵⁵	握，勾，扣（～枪）。
󴆷	D1-1097	ɳɔ²¹	等，等候。
󴆸	D1-1098	pe²¹	得（吃～动）。
󴆹	D1-1099	sɤ̰²¹	抚摸。
󴆺	D1-1100	ɳɯ³³	风。
󴆻	D1-1101	kʰo̰⁵⁵	年，岁。
󴆼	D1-1102	sɿ⁵⁵	渴（口～）。
󴆽	D1-1103	d͡ʑi²¹	融化，溶化。
󴆾	D1-1104	du³³	的（吃～）（用～）。
󴆿	D1-1105	t͡ʂu⁵⁵	猜。
󴇀	D1-1106	vɚ̰⁵⁵	搓（～绳子）。
󴇁	D1-1107	tɚ³³	林（树～）。
󴇂	D1-1108	pʰɑ̰²¹	边（那～），（这～）。
󴇃	D1-1109	nḛ³³	鞋子。
󴇄	D1-1110	ᶮd͡ʑʰe⁵⁵	分离，隔开，岔开。
󴇅	D1-1111	vi²¹	稗子。
󴇆	D1-1112	kʰo²¹	多（～少），怎（～么），何（～时）。
󴇇	D1-1113	t͡ɕɑ̰²¹	抓。
󴇈	D1-1114	d͡ʐʰo⁵⁵	（～X）唤（～牲畜），呼叫叫唤。
󴇉	D1-1115	vi³³	刀锋利，刀太快。
󴇊	D1-1116	lɯ̰²¹	脱（～衣服）。
󴇋	D1-1117	ɬɤ̰⁵⁵	晒。
󴇌	D1-1118	ʑu²¹	拿，捉。
󴇍	D1-1119	ɖɚ̰⁵⁵	闪亮，闪（～电）。
󴇎	D1-1120	t͡sɤ²¹	理齐，使齐。
󴇏	D1-1121	kɑ̰⁵⁵	阻隔（被洪水～）。
󴇐	D1-1122	lɚ̰⁵⁵	刨（～木头）。
󴇑	D1-1123	pʰɤ²¹	胀（肚子～）。
󴇒	D1-1124	t͡ʂhɑ̰²¹	芽菓（刚结的～）。
󴇓	D1-1125	bḭ²¹	（X～）子（鼻～）。
󴇔	D1-1126	lɔ³³	呀（助词）。
󴇕	D1-1127	d͡ʑi³³	很神，灵应，准确。
󴇖	D1-1128	ʂɔ³³	瞅。
󴇗	D1-1129	hɚ̰²¹	擤（～鼻涕），洗（～濞涕）。
󴇘	D1-1130	mɚ̰²¹	扒（用棍子～甩），生气甩头走。
󴇙	D1-1131	du²¹	（～X）翅（～膀）。
󴇚	D1-1132	kɯ²¹	打雷。
󴇛	D1-1133	tu³³	髓（骨～）。
󴇜	D1-1134	ʑḭ⁵⁵	睡觉。
󴇝	D1-1135	pʰo⁵⁵	父（～母）。
󴇞	D1-1136	ⁿd͡zʰḭ²¹	凶恶作怪（指人或狗）。
󴇟	D1-1137	o⁵⁵	（～X）肚子。
󴇠	D1-1138	xɯ³³	肯（～不～）。
󴇡	D1-1139	ko̰²¹	皮（眼～），（树～）。
󴇢	D1-1140		他（～家）。
󴇣	D1-1141	ɡɔ²¹	（X～）梅葛（文史）。
󴇤	D1-1142	d͡zɯ̰³³	套（一～衣服）。
󴇥	D1-1143	kʰu⁵⁵	（～X）灰（灶～）。
󴇦	D1-1144		锻（～磨）。
󴇧	D1-1145		戥子，钱（量词）。
󴇨	D1-1146		从（～哪来）。
󴇩	D1-1147		（X～）荨蔴。
󴇪	D1-1148	vɚ̰²¹	扒（～土）。
󴇫	D1-1149	ʈo³³	生（～火），烧（～火）。
󴇬	D1-1150	de³³	处（～所），（坐～），（站～）。
󴇭	D1-1151	do²¹	（～X）棍子。
󴇮	D1-1152	ɣu³³	疯（～子）。
󴇯	D1-1153	ɬu²¹	涮（～衣服）。
󴇰	D1-1154	d͡ʐʰu²¹	筷子。
󴇱	D1-1155		翻译。
󴇲	D1-1156	de⁵⁵	地方。
󴇳	D1-1157		庹（两手伸开的长度）。
󴇴	D1-1158	po³³	（X～）青蛙。
󴇵	D1-1159	po⁵⁵	公（～水牛）。
󴇶	D1-1160	vɚ²¹	圆，圆形。
󴇷	D1-1161	d͡ʐʰʅ²¹	承认（～错误）。
󴇸	D1-1162	ɕo³³	（X～）早（～上），（～点）。
󴇹	D1-1163	zḭ²¹	星（火～）。
󴇺	D1-1164	ɦɑ̰²¹	（～X）松鼠。
󴇻	D1-1165	ɖɯ⁵⁵	漤（在水中烫）。
󴇼	D1-1166	nɑ̰³³	看。
󴇽	D1-1167	ŋɯ³³	哭。
󴇾	D1-1168		（X～）麝香。
󴇿	D1-1169		调皮（手脚闲不住）。
󴈀	D1-1170	tɚ̰²¹/ʔɚ̰²¹	瞎（眼～）。
󴈁	D1-1171	ɦo²¹	百。
󴈂	D1-1172	d͡ʑu²¹	手镯。
󴈃	D1-1173	ɣu²¹	肠子，山里红。
󴈄	D1-1174	tɑ̰⁵⁵	要（～账）。
󴈅	D1-1175	sɯ⁵⁵	像，似，一样，相似。
󴈆	D1-1176	pḭ⁵⁵/tʰḭ²¹	蹦，跳，跳舞。
󴈇	D1-1177	mo³³	个，竹子，饱满。
󴈈	D1-1178	ɳo̰²¹	月亮，一个月。
󴈉	D1-1179	ʈho̰²¹	蛋。
󴈊	D1-1180	t͡ɕi³³	胆（苦～）。
󴈋	D1-1181	t͡sʰo²¹	热（气候～），（～水）。
󴈌	D1-1182	tɑho³³	盐。
󴈍	D1-1183	ɣɤ²¹	（～X）菜刀。
󴈎	D1-1184	ɬo⁵⁵	裤子。
󴈏	D1-1185	ɬo³³	舌头。
󴈐	D1-1186	ʂɤ̰²¹	（～X）盖盖　　盖子　。
󴈑	D1-1187	xɤ²¹	海。
󴈒	D1-1188	ᶯd͡ʐʰo̰²¹	锁（名、动）。
󴈓	D1-1189	ʔɔ²¹	鹅。
󴈔	D1-1190	ʂu²¹	野鸡。
󴈕	D1-1191	t͡ʂɑ̰²¹	绳子。
󴈖	D1-1192	ŋɑ̰⁵⁵	张（～嘴），张开。
󴈗	D1-1193	ʔu³³	头，首（～先）。
󴈘	D1-1194	ɬi⁵⁵	秧（菜～），（稻～）。
󴈙	D1-1195	t͡sʰḭ²¹	鹿。
󴈚	D1-1196	t͡ʂhɑ̰²¹	（～XX）脐（肚～）。
󴈛	D1-1197	pu³³	赞扬，表扬，颂，称赞。
󴈜	D1-1198	bṵ²¹	菩萨，公黄牛。
󴈝	D1-1199	bṵ⁵⁵	罐，坛子。
󴈞	D1-1200	to̰²¹	（～X）云雀。
󴈟	D1-1201	ȵi²¹	在（～碗里），（～器皿里）。
󴈠	D1-1202	ʔḛ²¹	鸭子。
󴈡	D1-1203	sɯ²¹	梭（顺地～），拣（猪在地上吹气拣吃）。
󴈢	D1-1204	kɚ̰⁵⁵	掏，抠，刻。
󴈣	D1-1205	vi⁵⁵	分（头发～梳）。
󴈤	D1-1206	ɳo̰⁵⁵	猴子，申。
󴈥	D1-1207	ᵑɡʰɯ³³	墒，垅（～地），凸（～出来）。
󴈦	D1-1208	li³³	（X～）榴（石～）。
󴈧	D1-1209	t͡ʂo̰²¹	剃（～头）。
󴈨	D1-1210	t͡ɕɚ³³	条（一～绳），（一～牛）（一～羊）。
󴈩	D1-1211	o̰⁵⁵	够。
󴈪	D1-1212	tʰe²¹	张（～口袋）。
󴈫	D1-1213	lɚ̰⁵⁵	舔。
󴈬	D1-1214	ᵑɡʰo³³	荞子。
󴈭	D1-1215	ʔe⁵⁵	捞（把豆皮～去）。
󴈮	D1-1216	t͡ʂhɑ̰²¹	芽菓（刚结的嫩菓）。
󴈯	D1-1217	zɯ⁵⁵	聚，集会。
󴈰	D1-1218	ʑo̰⁵⁵	（～X）木勺，调羹。
󴈱	D1-1219	so̹²¹	穿（～针）。
󴈲	D1-1220	t͡sɯ⁵⁵	挑唆，告密。
󴈳	D1-1221	t͡ʂho̹̰²¹	耐（～打），（～寒）。
󴈴	D1-1222	ᵑɡʰɔ²¹	拖，拉。
󴈵	D1-1223	mu²¹	哥哥。
󴈶	D1-1224	pɚ³³	女人生殖器。
󴈷	D1-1225	nɑ̰²¹	（～X）眼（～睛）。
󴈸	D1-1226	t͡ɕo̹²¹	汗水，传染。
󴈹	D1-1227	ᶮd͡ʑʰo̹̰²¹	（X～）腐（豆～）。
󴈺	D1-1228	pɔ³³	（X～）朵（耳～）　耳朵。
󴈻	D1-1229	pɤ³³	搜查。
󴈼	D1-1230	ᵑɡʰɑ̰⁵⁵	追赶。
󴈽	D1-1231	pʰɤ³³	（X～）包（蜂～）。
󴈾	D1-1232	ȵḭ⁵⁵	饿。
󴈿	D1-1233	lɤ̰²¹	慢。
󴉀	D1-1234	lo̰²¹	石（～头），石头。
󴉁	D1-1235	ʑɔ³³	美（～丽），美丽。
󴉂	D1-1236	t͡ɕo³³	（X～）橄榄。
󴉃	D1-1237	lu³³	（ʔX～）吊锅，沙锅。
󴉄	D1-1238	ⁿdʰɯ⁵⁵	想，想念。
󴉅	D1-1239	mɔ⁵⁵	老，毕摩，长官。
󴉆	D1-1240	o⁵⁵	（～X）吊锅，沙锅。
󴉇	D1-1241	tʰo̹̰²¹	癫痫。
󴉈	D1-1242	ⁿdʰu²¹	打（～人）。
󴉉	D1-1243	su³³	觉（睡一～）。
󴉊	D1-1244	ᵐbʰu²¹	啼，叫，鸣（公鸡打～）。
󴉋	D1-1245	d͡zi²¹	男人生殖器。
󴉌	D1-1246	bɤ²¹	蹄子（牛～），（马～）（羊～）。
󴉍	D1-1247	no̰⁵⁵	（ʔ̠X～）髓（脑～）。
󴉎	D1-1248	ɳo̰²¹	（X～）蛆，生蛆。
󴉏	D1-1249	mu²¹	面（麦～）。
󴉐	D1-1250	ⁿd͡zʰɔ²¹	学，学习。
󴉑	D1-1251	mɤ³³	唅（～在嘴里）。
󴉒	D1-1252	mɚ²¹	熟。
󴉓	D1-1253	bo̰²¹	亮（月～）（～堂堂）。
󴉔	D1-1254	ᵐbʰḭ³³	溢（液体满后～出来）。
󴉕	D1-1255	bṵ²¹	（鸡）膆子。
󴉖	D1-1256	se³³	挑选，选。
󴉗	D1-1257	t͡ɕʰɑ̰²¹/t͡ɕɤ²¹	性交。
󴉘	D1-1258	mɤ³³	闭（～眼、嘴）。
󴉙	D1-1259	pu⁵⁵	背（使动）。
󴉚	D1-1260	d͡zɔ²¹	习惯，瘾。
󴉛	D1-1261	ᶮd͡ʑʰɑ̰²¹	窥探，调查。
󴉜	D1-1262	ᵑɡʰo̹³³	痤疮。
󴉝	D1-1263	t͡ʂho³³	车（纺～），（牛～），（马～）。
󴉞	D1-1264	t͡ʂo̹³³	（～X）板栗，椎栗树。
󴉟	D1-1265	no̹̰²¹	细（面粉～）。
󴉠	D1-1266	fo⁵⁵	（～X）簸箕。
󴉡	D1-1267	ᶯd͡ʐʰo̹²¹	瓤（瓜～）。
󴉢	D1-1268	ŋɔ²¹	（X～X）土瓜。
󴉣	D1-1269	ᵐbʰɤ²¹	馊（～饭）。
󴉤	D1-1270	pʰe²¹	撒（～粪），追肥，施肥。
󴉥	D1-1271	pʰɤ⁵⁵	罩，按（用手或物套住鸟）盖住。
󴉦	D1-1272	ɳɯ³³	（X～）鸽子，斑鸠。
󴉧	D1-1273	mɤ³³	（～X）暖（～和）暖和　温暖。
󴉨	D1-1274	t͡sɑ̰⁵⁵	连接　传递。
󴉩	D1-1275	t͡ʂhe³³	料（马～）。
󴉪	D1-1276	lu³³	（X～）道理　俗话。
󴉫	D1-1277	tʰu³³	厚。
󴉬	D1-1278	nɑ̰²¹	黑。
󴉭	D1-1279	nɑ̰²¹	深　贪心　心黑。
󴉮	D1-1280	d͡ʑo̹²¹/³³	酒蓆　打伤。
󴉯	D1-1281	kɚ³³	弯曲。
󴉰	D1-1282	tʰu⁵⁵	开（～亲），（～路）。
󴉱	D1-1283	t͡ɕi³³	炼（～铁），（～铜）。
󴉲	D1-1284	t͡ɕe⁵⁵	领（衣服～），领子。
󴉳	D1-1285	lu²¹	城（～市）。
󴉴	D1-1286	ʈhu²¹	白，银子。
󴉵	D1-1287	pɑ̰²¹	（X～）碗。
󴉶	D1-1288	t͡sʰɑ̰²¹	齐（人来～）。
󴉷	D1-1289	kʰɤ³³	舀，盛（～饭）。
󴉸	D1-1290	ɳo³³	多（～少）。
󴉹	D1-1291	t͡ʂḭ⁵⁵	（～X）臭尿。
󴉺	D1-1292	t͡ʂe²¹	（～X）锯子。
󴉻	D1-1293	t͡ɕʰɔ⁵⁵	响（～声）。
󴉼	D1-1294	dɑ̰²¹	（X～）脏，肮脏。
󴉽	D1-1295	d͡ʐʰo⁵⁵	腰。
󴉾	D1-1296	ʂʅ⁵⁵	使睡，陪小孩入睡。
󴉿	D1-1297	ʂɤ²¹	审（～问）。
󴊀	D1-1298	ⁿd͡zʰe²¹	桥。
󴊁	D1-1299	ᶮd͡ʑʰo̰³³	想念，爱。
󴊂	D1-1300	pɑ̰⁵⁵	绊（～脚～手）。
󴊃	D1-1301	ᵑɡʰɤ̰²¹	棺材。
󴊄	D1-1302	kɑ̰²¹	花色，花布。
󴊅	D1-1303	me⁵⁵	（X～）嫂嫂。
󴊆	D1-1304	t͡sʰo³³	（X～）斧头，斧子。
󴊇	D1-1305	lɔ²¹	（～X）箐箐，凹子，山沟沟。
󴊈	D1-1306	t͡sʰɑ³³/ɖe³³	锛（名）。
󴊉	D1-1307	ᶮd͡ʑʰḭ²¹	余（～出），（多～），多余，不止。
󴊊	D1-1308	ɳɑ̰⁵⁵	净肉，肉。
󴊋	D1-1309	nɑ̰²¹	板栗。
󴊌	D1-1310	mɑ²¹	不，没有。
󴊍	D1-1311	kɤ³³	关，囚禁（使动）。
󴊎	D1-1312	ʔo̹³³	叫（麂子～）。
󴊏	D1-1313	ʔɤ²¹	捧（手～）。
󴊐	D1-1314	pɚ̰²¹	裂出，倒，竖。
󴊑	D1-1315	ɳo²¹	撒谎。
󴊒	D1-1316	ᵑɡʰo³³	嚼（嘴～）。
󴊓	D1-1317	xɚ²¹	么（为什～）。
󴊔	D1-1318	ʑḭ⁵⁵	被子。
󴊕	D1-1319	d͡ʐʰɔ²¹	转（一～），轮（一～）趟（一～）。
󴊖	D1-1320	sɯ³³	（X～）木炭。
󴊗	D1-1321	se²¹	（X～）怎么，怎样，如何。
󴊘	D1-1322	ᶮd͡ʑʰɤ²¹	斗架（牛～），（羊～）。
󴊙	D1-1323	dḛ⁵⁵	作主。
󴊚	D1-1324	t͡ɕʰe⁵⁵	接（用手或衣～）。
󴊛	D1-1325	bi²¹	（X～X）肚脐。
󴊜	D1-1326	t͡su⁵⁵	罩（～鸡），竖（～谷把）。
󴊝	D1-1327	ʂʅ³³	升（一～），升（～子）。
󴊞	D1-1328	pʰu⁵⁵	遇（相～）。
󴊟	D1-1329	hɑ̰⁵⁵	守（看～）。
󴊠	D1-1330	t͡sʰo̹³³	催（～促）。
󴊡	D1-1331	vɚ̰⁵⁵	过（～来），（～去）。
󴊢	D1-1332	ŋɔ²¹	瓦。
󴊣	D1-1333	kɤ̰²¹	壳（脑～）。
󴊤	D1-1334	si³³	（̠X～）口吃（说话～）。
󴊥	D1-1335	pʰu³³/⁵⁵	祖先。
󴊦	D1-1336	pʰɤ̰⁵⁵	恶心（见脏物～）。
󴊧	D1-1337	pu³³	桶（蜂～）。
󴊨	D1-1338	kɑ̰²¹	（～X）蔑帽　雨帽。
󴊩	D1-1339	kʰɑ̰¹	胀，性发（性欲）。
󴊪	D1-1340	mɑ⁵⁵	灰包（粮食～），拜寄（～干爹）。
󴊫	D1-1341	ᵐbʰe⁵⁵	发芽。
󴊬	D1-1342	o²¹	越，越来越。
󴊭	D1-1343	bo²¹/tɚ̰²¹	（～X）腮巴。
󴊮	D1-1344	ɣo̰⁵⁵	南（南～）贿（～赂）贿赂。
󴊯	D1-1345	lɤ³³	个（一～儿子）。
󴊰	D1-1346	mɑ̰³³	梦。
󴊱	D1-1347	ɬo̹³³	樱桃。
󴊲	D1-1348	d͡zo³³	吃。
󴊳	D1-1349	ᶮd͡ʑʰɔ²¹	冷。
󴊴	D1-1350	ᶮd͡ʑʰo²¹	通过，进出，过。
󴊵	D1-1351	kɤ̰²¹	（～X）准（～备），预备准备。
󴊶	D1-1352	dɔ³³	的（助词）（来～），（去～）。
󴊷	D1-1353	dɔ²¹	平坦。
󴊸	D1-1354	dɔ³³	服（～水土），习惯。
