glyph_unified	src_ref	pronunciation	meaning
몫	U0-06510		分（量词，钱币的量词）。
뉄	U0-06511		干（燥）。穷（困）。
뾂	U0-06601		放荡。
딖	U0-06602		（兄弟，姐妹，亲友）个，位（量词）。（这）种（人）。
삁	U0-06603		〖茅草〗。
눨	U0-06604		〖抛弃〗。
뵎	U0-06605		〖枋板〗。
븄	U0-06606		〖悄悄的〗。
냫	U0-06607		岩。
럞	U0-06608		藏。
늫	U0-06609		罚。
늬	U0-06610		可惜。
댛	U0-06701		发（给）。
덝	U0-06702		威胁。
룶	U0-06703		1〖束手无策，没有办法〗。封。
뀹	U0-06704		危及，威胁。
뱸	U0-06705		镀（金银铜等）。
봤	U0-06706		灾难。
뎧	U0-06707		孵（动词）。
묫	U0-06708		〖鸡蛋，卵〗。
먡	U0-06709		壶。
뙥	U0-06710		做（梦）。
립	U0-06711		肉。
믙	U0-06712		宰，杀（牛）。
날	U0-06801		王。
뚘	U0-06802		富。
릍	U0-06803		付（量词）。
딊	U0-06804		婚姻。许配。
냬	U0-06805		分（动词）。
빹	U0-06806		〖吩咐〗。
녘	U0-06807		适应。地名用词。
몬	U0-06808		福。
듕	U0-06809		（猪）叫。〖象声词〗。
롷	U0-06901		〖人名用词。（濮迂，（人名，笃慕第十代孙，与克博，鲁岱同为三兄弟〗））。
묾	U0-06902		锈。
눂	U0-06903		隐瞒。
뾃	U0-06904		罪过。〖案件，问题〗。
떁	U0-06905		刀刃。（锋）芒。
삖	U0-06906		（绵韧（ rèn）韧（嚼不动）。
댜	U0-06907		（鬼）作祟。冤衍。
뵪	U0-06908		嘶叫。
뜟	U0-06909		〖家族〗。〖古代人名〗。
떂	U0-06910		背子（名词）。背（量词）。
냭	U0-06911		责任。
뢀	U0-07001		犁（地）。
됡	U0-07002		用（用筷子，用钱）。
룔	U0-07003		豺。狼。
끩	U0-07004		稗。
눙	U0-07005		屁。
븀	U0-07006		花。
뷨	U0-07007		开（花）。
묿	U0-07008		（猫）抓。刨。
뻯	U0-07009		扒（开）。
떃	U0-07010		干（活）。
벯	U0-07101		搓（绳子）。
댝	U0-07102		（弟）兄。
똯	U0-07103		伯父。
뮷	U0-07104		衣服。穿（衣服）。
럟	U0-07105		蚂蝗。
돨	U0-07106		客（做客，客店）。
띈	U0-07107		〖没兴趣。没力气。〗。
뱄	U0-07108		瞅（眼）。斜（眼）。
밠	U0-07109		飞翔。
발	U0-07201		飘。
돩	U0-07202		漂（树叶水上漂）。
냮	U0-07203		傍晚。
렼	U0-07204		赢。
뭮	U0-07205		横。歪，斜。
럠	U0-07206		排，行。
봼	U0-07207		买。
뾫	U0-07208		圆（形）。
뤥	U0-07209		左方。侍从。
봡	U0-07210		祖灵。
봕	U0-07301		护膝（古代打仗时作护腿用品）。
맣	U0-07302		〖窥探〗。
따	U0-07303		野山药（野苕（tiao））。
뿍	U0-07304		搂。
끽	U0-07305		〖连续不断〗。笑呵呵。
뭊	U0-07306		扒（拢）。
듪	U0-07307		掏（沟，水井等）。
뭄	U0-07308		〖恐惧〗。
봌	U0-07309		（豹，狼等）叫。
딱	U0-07310		扒（攀援）。
봈	U0-07311		猪。亥（地支数）。
뭐	U0-07401		挑，担，扛。
덞	U0-07402		〖吉利〗。〖人名用词〗。
뵏	U0-07403		叔叔。
뿎	U0-07404		〖擦尔瓦〗。
똰	U0-07405		〖黏糊糊（食物腐烂后的状况〗）。
뻖	U0-07406		扒（pa）〖饭吃〗。
밡	U0-07407		菜。
밬	U0-07408		〖姐，丈夫，姐夫〗。
릥	U0-07409		按（摩）。
늭	U0-07410		擂。
뀉	U0-07411		（两边）分开。
뿆	U0-07501		卖。
뿝	U0-07502		〖烦闷，烦躁。悲观。〗。
뱛	U0-07503		〖白面狐〗。
빗	U0-07504		〖坟墓〗。
빘	U0-07505		鸡（古语）。（飞）禽。〖家〗。
돪	U0-07506		窄。
댞	U0-07507		力。
뺓	U0-07508		工。
뀊	U0-07509		雪。
뜐	U0-07601		〖皇帝〗。
봮	U0-07602		〖小腿肚〗。
붎	U0-07603		疯。（牲畜）发情。
뉅	U0-07604		磨（动词）。
룕	U0-07605		远。
듸	U0-07606		沤。
녙	U0-07607		焖（饭）。
뀺	U0-07608		蝙蝠。
먢	U0-07609		〖桃子〗。
돫	U0-07610		武（彝族先世中一个部族名称）。〖武慕（彝语指皇帝〗）。〖阿武（彝族支系名〗）。〖武僰（bo〗〖彝族先世武部族中僰人一支〗）。
뎨	U0-07701		混沌。浑浊。
비	U0-07702		（（对神）祝告）。
롑	U0-07703		〖犁板〗。
렽	U0-07704		〖赘婿〗。
늮	U0-07705		进，入。
끛	U0-07706		麻（味）。
를	U0-07707		泡沫。
뱜	U0-07708		〖恐惧〗。
맳	U0-07709		肠。
뭖	U0-07710		改，修改。
뉆	U0-07801		安心。
먣	U0-07802		簇拥。
끪	U0-07803		〖形容词缀〗。
뮝	U0-07804		〖哭丧棍（孝棍〗）。
뎁	U0-07805		慎重。
뭧	U0-07806		〖口水〗。
뱹	U0-07807		〖蟋蟀〗。
녚	U0-07808		用餐毕。
늯	U0-07809		〖桌子〗。〖磨担秋〗。
돬	U0-07810		〖形容词〗。
낡	U0-07901		〖蚱蜢〗。
눃	U0-07902		疗（疮）。
녜	U0-07903		密。
뇅	U0-07904		对（正）。对（准）。
볂	U0-07905		催。
녛	U0-07906		追（问）。
먥	U0-07907		争夺。
랜	U0-07908		狠。
봖	U0-07909		寸。
먤	U0-07910		储备。
봽	U0-07911		堆砌。
뫅	U0-07912		（木板的）节巴眼。
봗	U0-07913		节，关节。
믚	U0-08001		度，°。
뿧	U0-08002		〖火花〗。
붉	U0-08003		毛（虫）。
뵐	U0-08004		〖驮魂马，（旧彝族祭死者，用以表示马“驮”其魂〗。
봯	U0-08005		〖螳螂〗。
봰	U0-08006		刁难。责难，责备。
됢	U0-08007		〖勇敢〗。
뙦	U0-08008		赔偿。
뫪	U0-08009		骑（使动）。
낢	U0-08010		〖板栗〗。
녝	U0-08011		芒。
빺	U0-08012		〖睫毛〗。
누	U0-08101		刺。
볟	U0-08102		〖狮子〗。
뎂	U0-08103		哼，叫。
랝	U0-08104		（词尾）子。〖磨担秋〗。
롼	U0-08105		〖铃铛〗。
뻗	U0-08106		酱。
뱅	U0-08107		〖若干〗。
볥	U0-08108		〖哪里〗。
뤦	U0-08109		段，截（量词）。
떄	U0-08110		〖轻轻地走动〗。
삂	U0-08111		〖唠唠叨叨〗。
빨	U0-08201		砖。
럡	U0-08202		〖入赘。招赘。〗。
뢁	U0-08203		里（量词）。
뽨	U0-08204		连接，链接。
뛉	U0-08205		继续。
븑	U0-08206		接（受）。
뗎	U0-08207		移动，挪动。让开，走开。
뒾	U0-08208		积，攒（钱）。
뜠	U0-08209		（（歌中的）对歌）。
냯	U0-08210		瞄准。
뀡	U0-08211		唱。
륽	U0-08301		戏。
댟	U0-08302		〖灶孔〗。
냰	U0-08303		戳。
란	U0-08304		渗透。
뉇	U0-08305		顽皮，俏皮。开玩笑。
떅	U0-08306		（果）蒂。事因。〖人名用词〗。
댠	U0-08307		〖虐待〗。
뒕	U0-08308		〖毛茸茸〗。〖面容憔悴〗。
붢	U0-08309		插。
먦	U0-08310		插（使动）。
뭑	U0-08401		训练。
렢	U0-08402		管教。
뷘	U0-08403		章节。
빻	U0-08404		撮（量词）。
뭎	U0-08405		坛（名，量词）。〖深潭〗。
먧	U0-08406		绒。
뿉	U0-08407		〖要紧，重要〗。
릦	U0-08408		〖化脓〗。
빩	U0-08409		轮流。〖村庄〗。〖“乐作”，彝族的一种舞蹈〗。
묕	U0-08410		（（1）涌泉。（2）洪水。（3）瀑布）。
멷	U0-08411		〖锛子（锛子是削平木料的工具〗）。
뙧	U0-08412		好。康复。
뻘	U0-08501		官。
둏	U0-08502		（供）养。
뺢	U0-08503		给吃。
멸	U0-08504		〖蹲起〗。
녞	U0-08505		陡峭。〖先生。师傅〗。
랞	U0-08506		怂恿，唆使。
딲	U0-08507		暴（露）。
봾	U0-08508		立（起）。竖（起）。
뉈	U0-08509		挑拨。
딳	U0-08510		〖准备，预备〗。
녟	U0-08601		挖。
뒿	U0-08602		（牲畜）刨（地）。
낣	U0-08603		（二）十。
늰	U0-08604		（集中精力）听。
뻰	U0-08605		灵巧，乖巧。
냱	U0-08606		（捆）把。
딴	U0-08607		办（事）。
뎩	U0-08608		制造。
냲	U0-08609		并排。
늱	U0-08610		同时。
뗽	U0-08611		重字。
둫	U0-08701		〖强调〗。
눅	U0-08702		〖瞄准〗。
냳	U0-08703		韭菜。
뱵	U0-08704		〖三菱草〗。
륾	U0-08705		（可爱）。
듖	U0-08706		走样。
띉	U0-08707		〖耳坠，耳环〗。
뀻	U0-08708		瞪（眼）。
벺	U0-08709		闪亮。
떆	U0-08710		〖泥鳅〗。
띧	U0-08711		〖虎杖（俗称酸汤杆，一种野生植物〗。
먨	U0-08712		〖云雀〗。
먩	U0-08801		差遣，派遣。
덟	U0-08802		留（念，下）。
뜡	U0-08803		遗留。
뭅	U0-08804		滤（水）。
륛	U0-08805		〖饭盆〗。
뭢	U0-08806		〖小而尖的鼻子〗。
녠	U0-08807		（用手）掐。
늲	U0-08808		分数。
눩	U0-08809		眨（眼）。
됣	U0-08810		取（取火种）。
봐	U0-08901		滗（挡住渣滓或泡着的东西，把液体到或舀出来）。
돭	U0-08902		鹿。
녡	U0-08903		掐。
떇	U0-08904		采（摘）。
딗	U0-08905		代。
댡	U0-08906		班，辈。
뎪	U0-08907		剪。裁剪。
뛰	U0-08908		签。
뼴	U0-08909		锁。
뉉	U0-08910		祖禄。
뮖	U0-09001		蜻蜓。
뼵	U0-09002		细。吝啬。卦名（且舍，彝语称离，坎二卦）。
맋	U0-09003		（动物）油。
밖	U0-09004		请（客）。
뼝	U0-09005		（打）捞。
롢	U0-09006		掘。
뉊	U0-09007		重字。
뇆	U0-09008		梯（量词）。
묖	U0-09009		葛（根）。
똗	U0-09010		齐，足够。
똱	U0-09101		遍（走遍）。
떈	U0-09102		完（吃完了）。
믿	U0-09103		批（量词）。
뀼	U0-09104		钹。
녢	U0-09105		〖洞房〗。
뼶	U0-09106		〖和谐，和蔼〗。
먪	U0-09107		〖草莓〗。
먫	U0-09108		〖腼腆〗。
뛂	U0-09109		〖草鞋〗。
냴	U0-09110		碎。自己的。
렆	U0-09111		（蘸（zhan）水）。
랅	U0-09112		枪。
낤	U0-09113		晴。太阳神。
벻	U0-09201		伞。
녣	U0-09202		编（辫子）。
냵	U0-09203		斧头。
뱶	U0-09204		賨（cong）〖旧时民间的储金会〗。
낥	U0-09205		人。他们。〖领导〗。
냶	U0-09206		一下。稍微。
뺣	U0-09207		迎亲（男家倒女家迎接新娘）。
볓	U0-09208		凑（在一起）。
맴	U0-09209		盐巴。
륜	U0-09301		地（古语）。〖土块〗。〖实楚，彝族先民最早出现的一位毕摩〗。
띨	U0-09302		阵（量词）。
뵽	U0-09303		窝（量词）〖一窝豆子〗。
빃	U0-09304		冬。
뜑	U0-09305		凑（钱），集（资）。
딵	U0-09306		整（齐）。
녤	U0-09307		肥。
낦	U0-09308		丛，簇。
돮	U0-09309		（用手指）撮。撮（量词）。
륝	U0-09401		〖太阳〗。〖耳语〗。
빐	U0-09402		热。暑。
빑	U0-09403		急。
벌	U0-09404		忙。
뮤	U0-09405		（斜）砍，割。
뒖	U0-09406		堵塞（洞口）。
댢	U0-09407		捏。
뷙	U0-09408		卡。
녥	U0-09409		佐餐，下（酒，饭）。
빒	U0-09501		捏。
댣	U0-09502		挤（奶）。
뫽	U0-09503		涩。
눪	U0-09504		十（数词）。
뇇	U0-09505		（毛）发。
냷	U0-09506		胡须。
뛘	U0-09507		锡（矿）。
녦	U0-09508		掉（下），落（下）。〖澜沧江〗。
냸	U0-09509		乙（天干第二位）。
띊	U0-09601		完成，成功。过（渡）。
롣	U0-09602		（脚）碓（dui）。
륞	U0-09603		（盐）臼。
떉	U0-09604		抽，吸。
빭	U0-09605		（轻）舂。
뵫	U0-09606		〖慎重〗。
뙨	U0-09607		〖重叠词缀〗。
뷆	U0-09608		洗。淘;。
덠	U0-09609		药。
뷇	U0-09610		火药。
뇈	U0-09611		可爱。
봘	U0-09612		〖神位〗。
붽	U0-09701		骟（母畜）。〖苦荞〗。
덡	U0-09702		〖沼泽地〗。〖人名用词〗。
맵	U0-09703		〖砂锅〗。
봑	U0-09704		〖陶瓷〗。
롴	U0-09705		〖形容词缀〗〖苦殷殷〗。
녧	U0-09706		〖麻痛〗。
럢	U0-09707		〖赤陀（古彝族不知名〗）。
롳	U0-09708		废，旧。
뮅	U0-09709		（人的）关系。〖坝子伯尼，人名，古代一位著名的毕摩〗。
뉋	U0-09801		侧（身）。
뮮	U0-09802		〖螃蟹〗。
덢	U0-09803		钻，凿。
뿞	U0-09804		啄。
븾	U0-09805		剁。
뙩	U0-09806		切（菜，肉等）。
뿨	U0-09807		〖结实〗。
뀽	U0-09808		匪。
빼	U0-09809		〖唠叨〗。
눟	U0-09810		祭祀。
랟	U0-09811		超度。
룉	U0-09901		编织。〖组织（名词〗）。
뉌	U0-09902		骑（动词）。骑（量词）。
뼮	U0-09903		鼓。
늴	U0-09904		炷。
만	U0-09905		凶恶（专指兽类）。〖无中生有〗。〖疔毒〗。
늵	U0-09906		腥（气），膻（味）。
뻙	U0-09907		生（与熟相对）。
딐	U0-09908		（事）因。
뷩	U0-09909		（树）棵。茎，干。
믪	U0-10001		〖诱惑〗。
늶	U0-10002		潮湿。
뜢	U0-10003		憨（吃）。
듀	U0-10004		〖冻菌〗。
똍	U0-10005		常常（地）。
륟	U0-10006		丰富。
돯	U0-10007		〖脊椎凹陷处〗。〖幽默，风趣，诙谐〗。
릭	U0-10008		碎步。
딶	U0-10009		〖物品，东西〗。
덣	U0-10010		〖墨水〗。
밀	U0-10011		塞（动词）。
띋	U0-10101		〖草席〗。
뾼	U0-10102		（砖）模子，土坯。〖犁坯〗。
뾲	U0-10103		〖香肠〗。
녨	U0-10104		〖当然了〗。
뷚	U0-10105		〖疾病（泛称〗）。
둘	U0-10106		〖踩水〗〖游泳的一种动作〗。
덤	U0-10107		潲（雨）。〖白鹇（鸟名〗）。
늸	U0-10108		生长着。〖人名用词〗。
뉍	U0-10109		纠缠。
듫	U0-10110		恨，讨厌。
딷	U0-10111		建造，建盖。
뎐	U0-10112		（堆）尖。过分。
뀋	U0-10201		绊（舌）。
뒗	U0-10202		〖后缀词〗〖红红的〗。
띌	U0-10203		〖感谢〗。
뽩	U0-10204		凿。
뇉	U0-10205		申报，禀报。
뎫	U0-10206		（抬）高，（垫）高。〖敷衍〗。
뙪	U0-10207		〖头绪〗。
뢊	U0-10208		〖故事〗。
듹	U0-10209		〖告状〗。
똲	U0-10210		〖线头，火柴头〗。
릘	U0-10211		〖火药〗。
뿓	U0-10212		吃。
돰	U0-10301		〖应该〗。
뎬	U0-10302		一同，同时。
분	U0-10303		〖男子汉，大丈夫〗。
뛱	U0-10304		牵挂，惦念。
뉎	U0-10305		认真。
렾	U0-10306		〖木盔（餐具〗）。
먬	U0-10307		凿（子）。
듁	U0-10308		虎（别称）。
듂	U0-10309		（心）慌。
뮥	U0-10310		副（量词）。张（量词）。
뵑	U0-10401		齐。理齐。
늷	U0-10402		密。
맜	U0-10403		集中。〖列席，到会〗。〖相会〗。
늹	U0-10404		居住。〖基业〗。〖地名用词〗。
멹	U0-10405		〖彩虹〗。
낀	U0-10406		犀（牛）。
믫	U0-10407		〖窄而长条的形状〗。
뤧	U0-10408		〖高粱〗。
륿	U0-10409		粮食。庄稼。
벼	U0-10410		〖刺〗，〖钉〗。〖菠萝〗。
돱	U0-10501		钉（子）。
듃	U0-10502		花（斑纹）。
뎭	U0-10503		皴（cun）裂（（皮肤）因受冻而裂开）。
봙	U0-10504		幢（zhuang）。
봒	U0-10505		把（用具量词）。张（量词）。架。支。盏。
뾄	U0-10506		撞。
뾅	U0-10507		侧（身）。
룗	U0-10508		上级。
딋	U0-10509		架，台（量词）。
뒘	U0-10601		边缘。棱角。
뽳	U0-10602		〖山梁〗。
돲	U0-10603		歪斜。
둬	U0-10604		双，对（量词）双（数），偶（数）。
돳	U0-10605		防备。
돴	U0-10606		禁忌。
맙	U0-10607		尊敬。
뎮	U0-10608		爱惜。
뙫	U0-10609		桥。〖亲家〗。
뱆	U0-10701		鹞（子）〖雀鹰〗。
뛃	U0-10702		（植物的）浆，汁。
뒙	U0-10703		椒类。
뮎	U0-10704		剩。
눫	U0-10705		滴（水）。
뢮	U0-10706		相抵，抵消。
뀢	U0-10707		（马拴着）放牧。
낋	U0-10708		小跑，慢跑。
뷺	U0-10709		（花）蕾。
뼯	U0-10710		冲。
뜣	U0-10801		越，愈。
룖	U0-10802		闯入。
끫	U0-10803		流（星）。
밭	U0-10804		（鼓起）挣。
삘	U0-10805		（力）大，强。
먭	U0-10806		劈。
뵒	U0-10807		呻吟。
붣	U0-10808		好看。
붛	U0-10809		〖裙脚〗。
냹	U0-10810		滴（水）。
뫫	U0-10901		漏（雨）。
볠	U0-10902		点（眼药水）。
뛙	U0-10903		……来……去。
뤨	U0-10904		融（煮融）。
뺤	U0-10905		鲁莽。过分。
몭	U0-10906		模仿。
룅	U0-10907		习惯。
낌	U0-10908		君。人名用词。
뷪	U0-10909		管事，作主。
럣	U0-11001		能干。
뾡	U0-11002		〖葡萄〗。
볔	U0-11003		（婴儿皮肤褶皱处）发炎。
붯	U0-11004		发髻。缨（子）。
돵	U0-11005		〖首长〗。
뚷	U0-11006		提，簇，串（量词）。
듺	U0-11007		盛（世）。
뎯	U0-11008		节省。
돶	U0-11009		强（强权）。
밗	U0-11010		（疾病）流行。
냺	U0-11011		灵活。
뀿	U0-11012		商议。
뀾	U0-11101		研究。
녩	U0-11102		（丛很狭窄的地方）通过。
벰	U0-11103		补。
끜	U0-11104		纱（线）。
뢾	U0-11105		脂（松脂）。
뻚	U0-11106		捅。
뻈	U0-11107		避。
밢	U0-11108		芽。薹。
몮	U0-11109		（果子）初结。（开始）牵藤。
랠	U0-11110		〖臀部〗。
띩	U0-11111		〖石榴〗。
멺	U0-11112		觉察，发觉，感觉。
랡	U0-11201		〖先前〗。
뫆	U0-11202		带（东西）。
랆	U0-11203		〖捣衣棍〗。
뱽	U0-11204		脱（毛）。
벩	U0-11205		树。木（五行数）。木柴。
뫬	U0-11206		渴。（水烧）干。
뷛	U0-11207		（花）谢。〖史派，彝语指云南石屏〗。〖派德，彝语指云南新平县〗。
뀣	U0-11208		（火）熄灭。
뷜	U0-11209		戳。
뷈	U0-11210		杀。
뉏	U0-11301		肝。〖生血菜〗。
듬	U0-11302		知道。〖知识〗。
뤩	U0-11303		容器。
댤	U0-11304		磨。
뻉	U0-11305		〖砚台〗。
뽸	U0-11306		〖饭谷〗。
떊	U0-11307		穿（针线）。
냻	U0-11308		主人。
똳	U0-11401		〖果子名称的前缀词〗。
늺	U0-11402		神。
뛊	U0-11403		牵。
롒	U0-11404		〖膀胱〗。
끀	U0-11405		〖象声词〗。
랇	U0-11406		（呕）心。
룘	U0-11407		〖形容性格孤僻〗。隐约。
뇊	U0-11408		线索。
녪	U0-11409		耳语。
뎃	U0-11410		粗糙。
냼	U0-11411		哪。
뫾	U0-11501		气。清气。
냽	U0-11502		钱（量词）。
럤	U0-11503		嘶哑。
뇌	U0-11504		〖顽皮，俏皮〗。
룷	U0-11505		模仿，效仿。
뱝	U0-11506		〖太……了。〗。〖莴苣（woju〗）。
듢	U0-11507		（（厦子）小屋檐）。
녫	U0-11508		NULL。
뇋	U0-11509		雇（工）。
뤪	U0-11510		〖醋〗。
낧	U0-11511		蛾子。
룆	U0-11512		（用刀）修削。
룈	U0-11513		〖芫荽〗。
뗾	U0-11514		〖远古〗。
맶	U0-11601		〖菜刀〗。
눆	U0-11602		〖和谐，和蔼〗。
뉐	U0-11603		〖象声词〗。
뤫	U0-11604		记号。〖黑痣〗。
뗍	U0-11605		甥。〖姐夫，丈夫〗。〖赘婿〗。
뿖	U0-11606		终结，结束，收尾。〖饭被烧焦了的味道〗。
둙	U0-11607		〖口袋〗。
뚙	U0-11608		塑（像）。
뉑	U0-11609		书。字。书信。
뮦	U0-11610		族（人）。者（人）。
뎰	U0-11701		的（人）。
몯	U0-11702		〖花生〗。
뽯	U0-11703		谁（人）。
먮	U0-11704		学。明。
뽄	U0-11705		活。〖嘎寺福，彝语指泸西县城〗。
뛚	U0-11706		偿还。
뛛	U0-11707		别人，他人。彝族家支名。
뛜	U0-11708		草席，篾席。
뤬	U0-11709		舒服，好过。
뛋	U0-11710		〖五味子果（俗名丈子莓〗）。
끝	U0-11711		像，相同。
뉒	U0-11801		三（数词）。
냾	U0-11802		走。走（了）。
삙	U0-11803		（果子的）瓣（量词）。
렿	U0-11804		（手，脚）甲。爪子。齿。
룸	U0-11805		〖大蒜〗。
룙	U0-11806		（鱼）鳞。
늻	U0-11807		〖木炭〗。〖樟木〗。〖香杉〗。
끁	U0-11901		选择。
덧	U0-11902		棕（树）。
녬	U0-11903		〖察觉〗。〖发现〗。
뇍	U0-11904		夜。
삃	U0-11905		〖怎样〗。〖什么〗。
댥	U0-11906		癫痫病。
븥	U0-11907		獾（huān）。
띪	U0-11908		打（土坯）。擀（香）。
늼	U0-11909		（行动）迟缓，慢。
늽	U0-11910		雄伟。
떋	U0-11911		〖幻术〗。〖魔术〗。
뺔	U0-11912		〖侍从〗。
멻	U0-12001		私人。
뇎	U0-12002		〖不好意思。难为情〗。
녭	U0-12003		〖白生生〗。
낁	U0-12004		（手）巧。
눈	U0-12005		笛子。〖迷信中的捉鬼〗。
볧	U0-12006		〖笑嘻嘻〗。
뿪	U0-12007		（被液体）呛。
뗏	U0-12008		仙。〖细努罗，南诏开国国君〗。
뱞	U0-12009		枣。
늾	U0-12010		抚摸。
렷	U0-12011		土壤。
눇	U0-12012		脏。臭。
럥	U0-12013		嘘（象声词）。
례	U0-12101		〖佩服〗。
붰	U0-12102		老实，忠厚。
냿	U0-12103		抚育。渐渐。殷殷。
봥	U0-12104		〖昏沉沉〗。
듄	U0-12105		〖象声词〗。
떌	U0-12106		押（送）。
눉	U0-12107		压。
뱭	U0-12108		掩盖。
끬	U0-12109		豹。狼。
믬	U0-12110		〖大霍麻〗。
뾳	U0-12111		认（人，物）。承认。
댦	U0-12201		林。
뉓	U0-12202		柱子。极。
뛝	U0-12203		寿。世。
듻	U0-12204		甩打。
뒛	U0-12205		（语音）清脆。
됤	U0-12206		〖象声词〗。
뤭	U0-12207		〖招待〗。
덥	U0-12208		住宿。
뒚	U0-12209		取（下）。
남	U0-12210		下，降。
몰	U0-12301		优惠。
뻛	U0-12302		〖轻轻的〗。
녮	U0-12303		〖寄生茶〗。
뻱	U0-12304		着，中。
뮆	U0-12305		〖老表〗。〖儿媳妇，外甥女〗。
뵾	U0-12306		庙（火神庙）。
똘	U0-12307		儿子。小，少。者，人。
뙬	U0-12308		〖形容词缀〗〖静悄悄〗。
뛲	U0-12309		（毛发）竖起。
댧	U0-12310		大麦。
럦	U0-12401		〖公婆〗。
낂	U0-12402		（人多）拥挤。
볉	U0-12403		浆（衣服）。
률	U0-12404		（人）躲。
뺱	U0-12405		住（助词）。
망	U0-12406		操纵，统管。
뎱	U0-12407		掌握。〖古时人名用词〗。
끭	U0-12408		光。闪亮。
둭	U0-12409		〖形容词缀〗〖亮晶晶〗。
늿	U0-12410		忍。
뫿	U0-12411		锈。
덦	U0-12501		揉。
띍	U0-12502		缩。
뭜	U0-12503		折损，折耗。
뭋	U0-12504		尿。
넀	U0-12505		（油）腻。
끂	U0-12506		蠕（动）。
뗐	U0-12507		（压）瘪。
뚸	U0-12508		〖香油，菜油〗。
붤	U0-12509		吐。
랁	U0-12510		痰，唾沫。
뱇	U0-12511		（传说中的）神鹰。
븦	U0-12601		吊（着）。
뷉	U0-12602		敲。
딸	U0-12603		〖旅馆，客店〗。
뉔	U0-12604		拼（力）。咬。
몱	U0-12605		撮（灰）。
붜	U0-12606		（十）一。
뛳	U0-12607		〖摇摇摆摆〗。
뮔	U0-12608		叠。
롔	U0-12609		〖饭盒（盛饭的餐具〗。
뎲	U0-12610		（次）第。
뙭	U0-12611		定。
뇏	U0-12612		逮（捕）。
떍	U0-12613		摔倒。
벘	U0-12614		烙。
묗	U0-12615		浸，泡。
뜤	U0-12701		淋。
뫭	U0-12702		紧挨着。
묀	U0-12703		〖女子对家庭中兄和弟的总称〗。
뀤	U0-12704		（精细地）缝，（缝制工艺之一）篾箩。
눊	U0-12705		（脚趾被）碰。
벱	U0-12706		抵触。撞。
띫	U0-12707		用手肘拐（使人注意）。
뫇	U0-12708		（牛）斗架。
롁	U0-12709		〖杜鹃鸟（布谷鸟〗）。
됥	U0-12710		栓，系（栓猪）。
뼦	U0-12801		（粗糙地）缝，撩。
듼	U0-12802		想，欲。
묙	U0-12803		商量，商议。〖伴侣，夫妻〗。
뒜	U0-12804		估计，估量。
랢	U0-12805		结拜（弟兄）。
떎	U0-12806		搭（亲家）。
띬	U0-12807		约，约定，决定。
뀀	U0-12808		陷害。
롤	U0-12809		〖柏松〗。
랣	U0-12810		供奉，祭奠（神灵）。
및	U0-12811		云。〖点措博，彝语指点苍山〗。〖迭吐博，山名，相传古彝人实勺部族祭天，地，祖先之处〗。
릙	U0-12812		顿，放置。停放。
뷬	U0-12813		〖傻眼〗。
닀	U0-12814		绣（花）。
롂	U0-12901		镶牙。
똙	U0-12902		积水。
뉕	U0-12903		栽，种植。
묚	U0-12904		田。
봍	U0-12905		居住治理。
뮸	U0-12906		〖娶妻〗。
됦	U0-12907		搅（浑浊）〖把水搅浑了，搅（转〗）。
떏	U0-12908		（项）圈。
넁	U0-12909		很，大，最，更，极。
닁	U0-12910		（舂）融。
뼊	U0-12911		臂。（形容）腹部突出。
덨	U0-13001		抱。
뼷	U0-13002		讨（债）。
뽗	U0-13003		收（租）。
닂	U0-13004		（双手）围，抱（量词）。
뻜	U0-13005		打（卦），投掷（占卜）。
뢯	U0-13006		搭（棚，架子）。
븅	U0-13007		〖芋头〗。
띭	U0-13008		戒（烟酒等）。荡（刀子）。
멼	U0-13009		〖蓖麻〗。
븒	U0-13010		剪。
뫈	U0-13011		〖十字镐〗。〖达体舞〗。
뱾	U0-13012		〖简单，容易，简易〗。
떐	U0-13101		棵（量词）。
뎳	U0-13102		起。
딹	U0-13103		〖经常（天天〗）。
딺	U0-13104		〖巴豆（药物〗）。
댨	U0-13105		换（工）。
뢎	U0-13106		长工。
납	U0-13107		兄。
뎴	U0-13108		扶（老，弱）。
뒝	U0-13109		〖眼睛盯着看〗。
뉖	U0-13110		〖螳螂〗。
낪	U0-13111		抵，顶，撑。支持。
넂	U0-13112		彗星。
넃	U0-13113		〖像啄木鸟啄树声〗。
룚	U0-13201		（鲁朵（卦名，指《八卦》中的震，巽（xun）二卦。远古部族名，〖这个部族首先把野兽驯化成家畜〗。传说中的山精。凶煞神。）。让。
낫	U0-13202		害羞。
뺕	U0-13203		级，阶。
뾴	U0-13204		先。
뛌	U0-13205		吹（号角）。
딻	U0-13206		火（名词）。点（火）。火（五行数）。〖火枪，火炮〗。〖火药〗。
뛞	U0-13207		（吃油，肉）腻。
넄	U0-13208		擀。
뼧	U0-13209		毒（动词）。
븆	U0-13210		喝（使动）。
뇐	U0-13301		缴纳。
뚹	U0-13302		〖脊背。保佑〗。
뛍	U0-13303		比。丈量（土地）。
뒞	U0-13304		〖一下，一会儿〗。
넅	U0-13305		考虑。
벙	U0-13306		注意。
뚺	U0-13307		〖节约〗。
넆	U0-13308		准备，预备。
뀌	U0-13309		指（人，物）。指向。
났	U0-13310		争夺。歪曲（语意）。
뤮	U0-13311		〖牵幼儿学走路用语，意思时“行啊”〗。
뼨	U0-13401		勃起。
